517	1686594996	7040.9	20230612 14:36:36	14:36:36	5	3004	stan	1686594988	0.001575413	1.575413103	6.707484579	541.6203137	422.4512366	41.14762489	52.75493968	0.101936404	2.883474365	0.099975917	0.06265795	283.8803184	26.39865165	24.97635714	3.175198385	52.43429998	1.678586573	3.201313976	1.496611812	-69.47571783	21.36546885	1.568026582	237.338096	27.73792865	1.575729196	6.707484579	600.915422	575.6943818	3.380404732	64.28014106	1.575413103	15.37509783	17.2324956	8.92E-06	101.3238772	0	0	1	0	51860	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.926786	1358.721921	0.849240061	0.177433318	6	0.5	0: Broadleaf	2	TRUE	1686594988	541.6203214	575.9216786	17.23358214	15.37574286	545.4252143	17.35987857	500.1208929	97.3021	0.099969943	25.11379643	24.97635714	999.9	0	0	10009.70714	0	12.08126429	-34.301425	551.1180714	584.9153214	1.8578375	575.9216786	15.37574286	1.676862857	1.496091786	14.68389286	12.92827857	1599.926786	0.691998143	0.308001857	0	2.38955	0	26453.91429	12138.76429	37.63817857	38.127	38.07796429	37.03996429	37.11582143	1107.146071	492.7807143	0	1686594998	0	2.377876923	-0.773846155	-169.7230771	26452.32308	15	1686594262	14:24:21	1686594238	1686594262	4	0.178	0.009	-3.337	-0.181	420	10	0.33	0.03	-34.1250575	-2.999172608	0.291669219	0	2.365123529	0.341414822	0.239142423	1	1.85633	0.025436848	0.002547297	1	2	3	3-Feb	2.9901	2.71543	0.12861	0.132135	0.0926559	0.0837118	27999.6	27944.7	29827.1	29752.7	35840.4	36231.1	42006.9	42377.5	2.03475	2.0732	0.159077	0	22.3489	999.9	61	24.3	19.1169	62.7595	32.2636	1	-0.494187	-1.18762	20.3977	5.22014	12.0098	4.99145	3.28865	9999	9999	9999	999.9	1.86691	1.86598	1.86543	1.86541	1.86722	1.86981	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-3.901	-0.1263	-1.551555484	-0.004573198	9.17E-07	-1.96E-10	-0.190887421	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	12.6	12.2	1.39038	2.20337	1.39648	2.31689	1.49536	2.56714	28.669	14.5436	18	516.779	498.543	23.7754	21.049	30	21.0134	20.9539	27.8684	27.0491	74.13	23.7932	620.508	15.3358	101.989	101.797
518	1686595001	7045.9	20230612 14:36:41	14:36:41	5	3004	stan	1686594994	0.001569526	1.569525607	6.971323105	559.1314734	435.0114304	42.37113016	54.46071248	0.101595572	2.882520756	0.099647408	0.062451553	283.8816882	26.38966996	24.97197407	3.174368607	52.46338498	1.678422289	3.199226069	1.495946318	-69.21607927	20.33757737	1.49296746	236.4961538	27.88122276	1.576597875	6.971323105	617.9380886	592.5148909	3.356496844	64.28014106	1.569525607	15.3712811	17.22191868	-5.84E-06	101.3238772	0	0	1	0	51856	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.937778	1358.730956	0.849239873	0.177432955	6	0.5	0: Broadleaf	2	TRUE	1686594994	559.1314815	593.6392593	17.23184815	15.37293704	563.0020741	17.35815926	500.108963	97.30241852	0.099918974	25.10284444	24.97197407	999.9	0	0	10004.18593	0	12.4200963	-34.50778889	568.9352222	602.9077407	1.858912222	593.6392593	15.37293704	1.6767	1.495823333	14.6823963	12.92555185	1599.937778	0.69200463	0.30799537	0	2.351496296	0	26436.9963	12138.88148	37.76137037	38.303	38.15259259	37.18492593	37.20577778	1107.163704	492.7740741	0	1686595003	0	2.342180769	-0.983565809	-202.7555554	26436.92308	15	1686594262	14:24:21	1686594238	1686594262	4	0.178	0.009	-3.337	-0.181	420	10	0.33	0.03	-34.36344878	-2.414954007	0.239721349	0	2.368141176	-0.556241407	0.226332854	1	1.858036341	0.014209756	0.001660993	1	2	3	3-Feb	2.99011	2.71563	0.131231	0.134678	0.0926149	0.0836827	27915.2	27863.3	29826.7	29753	35841.8	36232.6	42006.7	42377.8	2.03452	2.07347	0.159472	0	22.3449	999.9	61	24.3	19.1169	62.8595	31.9351	1	-0.493836	-1.2197	20.3972	5.21924	12.0099	4.9912	3.28855	9999	9999	9999	999.9	1.86691	1.866	1.8654	1.86541	1.86722	1.86981	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-3.963	-0.1263	-1.551555484	-0.004573198	9.17E-07	-1.96E-10	-0.190887421	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	12.7	12.3	1.42212	2.20093	1.39648	2.31445	1.49536	2.40479	28.669	14.5348	18	516.628	498.708	23.7944	21.0473	30.0001	21.0126	20.9524	28.515	27.0491	74.13	23.817	640.543	15.3407	101.988	101.798
519	1686595006	7050.9	20230612 14:36:46	14:36:46	5	3004	stan	1686594998	0.001569726	1.569726332	7.180858718	574.7374917	447.0029453	43.53924141	55.98091614	0.101668065	2.88177226	0.099716653	0.062495115	283.8894474	26.37715955	24.96481429	3.173013563	52.48703367	1.677896201	3.196782298	1.495117362	-69.22493125	19.45189055	1.428177017	235.5445837	28.03426417	1.575343654	7.180858718	634.9389724	609.2766848	3.353263196	64.28014106	1.569726332	15.36374717	17.21500769	-5.86E-05	101.3238772	0	0	1	0	51844	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.980357	1358.767221	0.849239939	0.177433083	6	0.5	0: Broadleaf	2	TRUE	1686594998	574.7375	609.4566786	17.22640357	15.36900714	578.66625	17.35273929	500.1213929	97.3026	0.099982836	25.09001786	24.96481429	999.9	0	0	9999.860714	0	12.69688214	-34.71919286	584.8115714	618.9695714	1.857406071	609.4566786	15.36900714	1.676174643	1.495443571	14.67754286	12.92166429	1599.980357	0.692002	0.307998	0	2.312489286	0	26421.5	12139.19286	37.85689286	38.45064286	38.22075	37.30775	37.26978571	1107.189643	492.7907143	0	1686595007	0	2.314703846	0.295921359	-214.2700857	26421.00769	15	1686594262	14:24:21	1686594238	1686594262	4	0.178	0.009	-3.337	-0.181	420	10	0.33	0.03	-34.57897805	-2.524856446	0.253417656	0	2.353623529	-0.544595878	0.237280432	1	1.857794146	-0.011058397	0.002138096	1	2	3	3-Feb	2.99013	2.71577	0.133805	0.137217	0.092587	0.0836792	27832.1	27782	29826.1	29753.4	35842.4	36233.2	42005.9	42378.3	2.03482	2.07395	0.158627	0	22.3399	999.9	61	24.3	19.1165	62.7195	32.6082	1	-0.494291	-1.24801	20.3971	5.21939	12.0099	4.9914	3.2885	9999	9999	9999	999.9	1.86691	1.866	1.86545	1.8654	1.86722	1.86981	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.025	-0.1264	-1.551555484	-0.004573198	9.17E-07	-1.96E-10	-0.190887421	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	12.8	12.4	1.4502	2.19971	1.39648	2.31201	1.49536	2.55493	28.669	14.5348	18	516.807	499.003	23.8194	21.0471	30.0001	21.0115	20.951	29.0689	27.0491	74.13	23.8452	653.9	15.3407	101.986	101.799
520	1686595011	7055.9	20230612 14:36:51	14:36:51	5	3004	stan	1686595004	0.001570607	1.570607424	7.381595153	592.1932137	460.9887778	44.90157557	57.68124869	0.101781265	2.882781464	0.09982622	0.062563913	283.892453	26.36312631	24.95717778	3.171568853	52.50828817	1.677234984	3.194229031	1.494333869	-69.26378742	18.56133674	1.362170279	234.5521726	28.21531892	1.573058964	7.381595153	651.9183763	626.0176182	3.351893228	64.28014106	1.570607424	15.3629965	17.21504066	-2.61E-05	101.3238772	0	0	1	0	51783	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.994074	1358.779167	0.849240125	0.17743344	6	0.5	0: Broadleaf	2	TRUE	1686595004	592.1932222	627.161037	17.21958519	15.36486667	596.1867778	17.34595926	500.1205926	97.30278519	0.099966756	25.07660741	24.95717778	999.9	0	0	10005.64852	0	12.9879	-34.96781852	602.5692222	636.9476667	1.85473	627.161037	15.36486667	1.675514815	1.495043333	14.67142963	12.91757037	1599.994074	0.691995889	0.308004111	0	2.348351852	0	26404.34074	12139.27407	37.9672963	38.60162963	38.3007037	37.43951852	37.34462963	1107.189259	492.8048148	0	1686595013	0	2.368092	0.76086921	-179.0230768	26402.296	15	1686594262	14:24:21	1686594238	1686594262	4	0.178	0.009	-3.337	-0.181	420	10	0.33	0.03	-34.80835122	-2.899329617	0.290455242	0	2.319473529	0.308365158	0.223941533	1	1.856120488	-0.032506411	0.003580015	1	2	3	3-Feb	2.99003	2.71577	0.136341	0.13969	0.0925919	0.0836645	27751	27702.4	29826.3	29753.2	35842.5	36233.4	42006.2	42377.8	2.0346	2.07382	0.158899	0	22.3338	999.9	61	24.3	19.1157	62.8495	32.3197	1	-0.493928	-1.29016	20.3966	5.21969	12.0099	4.991	3.2885	9999	9999	9999	999.9	1.86691	1.866	1.86544	1.8654	1.86722	1.86981	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.085	-0.1263	-1.551555484	-0.004573198	9.17E-07	-1.96E-10	-0.190887421	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	12.9	12.5	1.48193	2.19727	1.39648	2.31323	1.49536	2.5293	28.669	14.5348	18	516.647	498.909	23.8475	21.0453	30.0001	21.0098	20.9497	29.709	27.0491	74.13	23.8814	673.936	15.3407	101.987	101.798
521	1686595016	7060.9	20230612 14:36:56	14:36:56	5	3004	stan	1686595008	0.001573611	1.573610828	7.390096546	607.7367057	476.3031953	46.39314339	59.1951018	0.102033214	2.883020444	0.100068739	0.062716312	283.8937091	26.35303423	24.95106071	3.170412013	52.52475807	1.676840122	3.19247567	1.493571891	-69.3962375	18.08143496	1.326739098	233.9056456	28.40371167	1.57194755	7.390096546	668.9652677	642.9000242	3.382443597	64.28014106	1.573610828	15.35865966	17.21396484	5.61E-06	101.3238772	0	0	1	0	51664	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.999286	1358.783764	0.849240232	0.177433647	6	0.5	0: Broadleaf	2	TRUE	1686595008	607.7367143	642.9585	17.21556786	15.36218214	611.7875714	17.34196071	500.1286786	97.30250714	0.100037811	25.06739286	24.95106071	999.9	0	0	10007.0525	0	13.77948214	-35.22178929	618.3826071	652.9899286	1.853396071	642.9585	15.36218214	1.675118214	1.494778214	14.66776786	12.91485	1599.999286	0.691992429	0.308007571	0	2.396521429	0	26390.48571	12139.28571	38.05325	38.72075	38.37025	37.54882143	37.40821429	1107.187143	492.8121429	0	1686595018	0	2.41798	0.924961536	-158.7999996	26388.64	15	1686594262	14:24:21	1686594238	1686594262	4	0.178	0.009	-3.337	-0.181	420	10	0.33	0.03	-35.085825	-3.235085178	0.313695434	0	2.385805882	0.719080211	0.259194292	1	1.854807	-0.020322326	0.003194354	1	2	3	3-Feb	2.99021	2.71579	0.138861	0.142147	0.0925854	0.0836737	27670.3	27623.4	29826.5	29753.2	35842.9	36233.3	42006.4	42378.1	2.0348	2.07383	0.159498	0	22.3279	999.9	61	24.3	19.1138	62.7995	32.3918	1	-0.494273	-1.33222	20.3966	5.22014	12.0099	4.99135	3.2885	9999	9999	9999	999.9	1.86689	1.866	1.8654	1.86539	1.86722	1.86981	1.86844	1.86995	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.146	-0.1264	-1.551555484	-0.004573198	9.17E-07	-1.96E-10	-0.190887421	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13	12.6	1.51001	2.19727	1.39648	2.31079	1.49536	2.5354	28.669	14.5348	18	516.761	498.898	23.8842	21.0453	30.0001	21.0086	20.9487	30.2657	27.0491	74.13	23.9191	687.292	15.3407	101.988	101.798
522	1686595021	7065.9	20230612 14:37:01	14:37:01	5	3004	stan	1686595014	0.001572474	1.57247372	7.57562741	625.1908431	490.3868619	47.76479826	60.89501334	0.102013229	2.882108266	0.100048906	0.062703903	283.8912661	26.34919562	24.94642222	3.169535043	52.53582843	1.676743087	3.191618249	1.492791955	-69.34609107	18.0960409	1.328169923	233.9693859	28.58331872	1.571633393	7.57562741	685.9476206	659.7224606	3.369276846	64.28014106	1.57247372	15.36228722	17.21631648	-2.45E-06	101.3238772	0	0	1	0	51788	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.988519	1358.774344	0.849240059	0.177433315	6	0.5	0: Broadleaf	2	TRUE	1686595014	625.1908519	660.6608889	17.21461852	15.3615963	629.3059259	17.34101481	500.1272963	97.30224074	0.100038926	25.06288519	24.94642222	999.9	0	0	10001.83074	0	14.91191481	-35.47001111	636.1418148	670.9681481	1.853034815	660.6608889	15.3615963	1.675021481	1.494717037	14.66686667	12.91422963	1599.988519	0.691998407	0.308001593	0	2.421759259	0	26377.35556	12139.23704	38.15022222	38.84466667	38.44425926	37.67566667	37.48348148	1107.188889	492.7996296	0	1686595022	0	2.422952	0.191000012	-139.6692309	26377.148	15	1686594262	14:24:21	1686594238	1686594262	4	0.178	0.009	-3.337	-0.181	420	10	0.33	0.03	-35.3346575	-2.880840901	0.280646643	0	2.412314706	0.229614973	0.254063162	1	1.85323525	-0.001127167	0.001934261	1	2	3	3-Feb	2.99005	2.71557	0.141346	0.144582	0.0925952	0.0836734	27590.6	27545.5	29826.4	29753.5	35842.5	36233.9	42006.3	42378.7	2.03515	2.07428	0.158906	0	22.3232	999.9	60.9	24.3	19.0857	62.8095	32.3277	1	-0.494116	-1.35572	20.3964	5.22043	12.0099	4.99125	3.2885	9999	9999	9999	999.9	1.86691	1.86599	1.86539	1.86539	1.86722	1.86981	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.205	-0.1263	-1.551555484	-0.004573198	9.17E-07	-1.96E-10	-0.190887421	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.1	12.7	1.54053	2.19604	1.39648	2.31201	1.49536	2.48779	28.669	14.5348	18	516.977	499.173	23.9245	21.0437	30.0001	21.008	20.9469	30.8948	27.0491	74.13	23.9563	707.328	15.3407	101.987	101.8
523	1686595026	7070.9	20230612 14:37:06	14:37:06	5	3004	stan	1686595018	0.001574246	1.574245575	7.637876929	640.8118126	504.7635951	49.16488699	62.4162294	0.102120936	2.881564	0.100152141	0.062768815	283.8862413	26.34759282	24.94758929	3.169755672	52.54278237	1.676831964	3.191364996	1.492923708	-69.42422988	17.70445189	1.299673365	233.4661367	28.72235322	1.572903332	7.637876929	703.0503444	676.6618	3.38656307	64.28014106	1.574245575	15.36194366	17.21799451	8.82E-06	101.3238772	0	0	1	0	51835	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.964286	1358.753389	0.849239825	0.177432861	6	0.5	0: Broadleaf	2	TRUE	1686595018	640.8118214	676.4795714	17.21561429	15.36107143	644.984	17.34201071	500.1205	97.30176071	0.100047704	25.06155357	24.94758929	999.9	0	0	9998.748929	0	15.95345714	-35.66776429	652.0370714	687.03325	1.854551786	676.4795714	15.36107143	1.675110357	1.494659286	14.66768571	12.91363571	1599.964286	0.692006071	0.307993929	0	2.448289286	0	26366.31786	12139.07857	38.22967857	38.95510714	38.51314286	37.78989286	37.54889286	1107.184643	492.7796429	0	1686595028	0	2.458557692	-0.107996569	-121.3025642	26365.23462	15	1686594262	14:24:21	1686594238	1686594262	4	0.178	0.009	-3.337	-0.181	420	10	0.33	0.03	-35.5251	-2.55075197	0.247444819	0	2.418602941	-0.017639419	0.245933813	1	1.8534185	0.012947167	0.0020702	1	2	3	3-Feb	2.99038	2.7157	0.143813	0.146967	0.0926023	0.0836698	27511.6	27468.8	29826.7	29753.5	35842.3	36234	42006.4	42378.7	2.0348	2.0739	0.160258	0	22.3218	999.9	60.9	24.3	19.0852	62.6695	31.8189	1	-0.494131	-1.37271	20.3961	5.21969	12.0098	4.9911	3.28845	9999	9999	9999	999.9	1.86691	1.866	1.8654	1.86541	1.86722	1.86981	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.266	-0.1263	-1.551555484	-0.004573198	9.17E-07	-1.96E-10	-0.190887421	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.1	12.7	1.56982	2.20215	1.39648	2.31323	1.49536	2.41089	28.669	14.5173	18	516.738	498.919	23.9633	21.0436	30.0001	21.0062	20.9458	31.4473	27.0491	74.13	23.9928	720.684	15.3407	101.988	101.8
524	1686595031	7075.9	20230612 14:37:11	14:37:11	5	3004	stan	1686595024	0.001575634	1.575634255	7.699570414	658.3659911	520.9447549	50.74090125	64.12596235	0.102155136	2.882419997	0.10018561	0.062789798	283.8842613	26.34648627	24.95252593	3.170689076	52.5478886	1.676957739	3.191294233	1.493731337	-69.48547063	16.88475029	1.239159924	232.5227009	28.82656087	1.573341926	7.699570414	720.0240577	693.5712485	3.384329986	64.28014106	1.575634255	15.36133753	17.21913077	-1.65E-06	101.3238772	0	0	1	0	51900	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.951481	1358.742667	0.849239919	0.177433044	6	0.5	0: Broadleaf	2	TRUE	1686595024	658.366	694.1927037	17.21692593	15.36184444	662.602037	17.3433	500.114037	97.3017	0.099993311	25.06118148	24.95252593	999.9	0	0	10003.68	0	16.5527037	-35.82669259	669.8995926	705.0231481	1.85508	694.1927037	15.36184444	1.675236296	1.494733704	14.66884444	12.9144037	1599.951481	0.692002593	0.307997556	0	2.381981481	0	26355.24074	12138.97407	38.31688889	39.07148148	38.59003704	37.921	37.62237037	1107.170741	492.7807407	0	1686595033	0	2.392826923	-0.075729911	-134.762393	26355.36154	15	1686594262	14:24:21	1686594238	1686594262	4	0.178	0.009	-3.337	-0.181	420	10	0.33	0.03	-35.70929268	-1.93609547	0.198021914	0	2.436911765	-0.466465998	0.269961523	1	1.85474439	0.009092822	0.001796632	1	2	3	3-Feb	2.98985	2.71576	0.146243	0.149328	0.0926092	0.0836721	27433.3	27393	29826.2	29753.5	35841.5	36234.1	42005.7	42378.8	2.03472	2.07398	0.160139	0	22.3229	999.9	60.9	24.3	19.0845	62.8595	32.7003	1	-0.494261	-1.3816	20.396	5.21954	12.0099	4.99105	3.28845	9999	9999	9999	999.9	1.86691	1.86599	1.86542	1.86539	1.86722	1.86981	1.86844	1.86995	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.326	-0.1264	-1.551555484	-0.004573198	9.17E-07	-1.96E-10	-0.190887421	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.2	12.8	1.60034	2.19727	1.39648	2.31201	1.49536	2.56226	28.669	14.5348	18	516.683	498.958	24.0002	21.042	30.0001	21.0055	20.9449	32.0771	27.0491	74.13	24.0203	740.721	15.3407	101.986	101.8
525	1686595036	7080.9	20230612 14:37:16	14:37:16	5	3004	stan	1686595028	0.001575621	1.57562093	7.90350474	674.0046694	532.9429432	51.90970608	65.64939968	0.102120198	2.884246026	0.100153225	0.062769335	283.8849656	26.34553318	24.95551786	3.171254898	52.55152918	1.677053642	3.191255645	1.494201256	-69.48488302	16.39866352	1.202741308	232.0014874	28.94457808	1.574670468	7.90350474	737.0748581	710.3973394	3.379613251	64.28014106	1.57562093	15.36063855	17.21848132	-1.01E-05	101.3238772	0	0	1	0	51772	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.953571	1358.744614	0.849240027	0.177433252	6	0.5	0: Broadleaf	2	TRUE	1686595028	674.0046786	710.0035	17.21785714	15.36121429	678.2973571	17.34422143	500.1149286	97.30205	0.099945361	25.06097857	24.95551786	999.9	0	0	10014.155	0	16.65548929	-35.99874286	685.813	721.0800714	1.856630714	710.0035	15.36121429	1.675331429	1.494678929	14.66973214	12.913825	1599.953571	0.691999	0.308001143	0	2.408860714	0	26345.34286	12138.975	38.39935714	39.16939286	38.65371429	38.02653571	37.68728571	1107.166429	492.7871429	0	1686595037	0	2.400134615	0.396844444	-123.4393164	26345.14615	15	1686594262	14:24:21	1686594238	1686594262	4	0.178	0.009	-3.337	-0.181	420	10	0.33	0.03	-35.88885854	-1.978494774	0.204128133	0	2.419538235	0.108948816	0.281261097	1	1.855451707	0.019878606	0.002130558	1	2	3	3-Feb	2.99001	2.71587	0.148635	0.151662	0.0926082	0.0836643	27356.7	27317.9	29826.2	29753.5	35841.6	36234.3	42005.7	42378.6	2.03485	2.07402	0.160567	0	22.3248	999.9	60.9	24.3	19.0856	62.8095	31.9191	1	-0.494329	-1.38254	20.396	5.21999	12.0099	4.99135	3.28853	9999	9999	9999	999.9	1.86691	1.86599	1.86541	1.86542	1.86722	1.86981	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.386	-0.1263	-1.551555484	-0.004573198	9.17E-07	-1.96E-10	-0.190887421	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.3	12.9	1.62842	2.19971	1.39648	2.31201	1.49536	2.3877	28.669	14.5261	18	516.751	498.975	24.0286	21.0418	30.0001	21.0044	20.9434	32.6276	27.0491	74.13	24.0512	754.119	15.3407	101.986	101.799
526	1686595041	7085.9	20230612 14:37:21	14:37:21	5	3004	stan	1686595034	0.001574127	1.574127471	7.98299531	691.532287	548.5466896	53.4294548	67.35651455	0.10193425	2.883831028	0.099974083	0.062656776	283.8880846	26.34690613	24.96219259	3.172517514	52.5495809	1.677070227	3.191405522	1.495447287	-69.41902148	15.48108982	1.135648959	231.0858018	29.03749352	1.575300993	7.98299531	753.9024232	727.2183758	3.361777834	64.28014106	1.574127471	15.35922655	17.2151011	1.43E-05	101.3238772	0	0	1	0	51619	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.967778	1358.756989	0.849240221	0.177433626	6	0.5	0: Broadleaf	2	TRUE	1686595034	691.5322963	727.6758519	17.21805556	15.36068889	695.8881852	17.34441111	500.1201111	97.30185926	0.099976937	25.06176667	24.96219259	999.9	0	0	10011.78519	0	16.66021852	-36.14345185	703.6477407	739.0276296	1.857348519	727.6758519	15.36068889	1.675346667	1.494625926	14.66988889	12.91328519	1599.967778	0.691992185	0.308008037	0	2.431385185	0	26335.71111	12139.05926	38.49051852	39.26596296	38.72422222	38.15255556	37.75892593	1107.165926	492.8018519	0	1686595043	0	2.41274	1.072815397	-105.6538463	26334.428	15	1686594262	14:24:21	1686594238	1686594262	4	0.178	0.009	-3.337	-0.181	420	10	0.33	0.03	-36.0402122	-1.714193728	0.181897485	0	2.436176471	0.183336903	0.283368245	1	1.856920732	0.012174983	0.001580561	1	2	3	3-Feb	2.99026	2.71549	0.150996	0.153988	0.0925914	0.083665	27280.5	27243.5	29825.8	29753.8	35841.9	36234.5	42005.2	42378.8	2.03495	2.07417	0.160594	0	22.3255	999.9	60.9	24.3	19.0867	62.7895	31.8229	1	-0.494352	-1.38594	20.3962	5.22014	12.0099	4.99145	3.28855	9999	9999	9999	999.9	1.86691	1.866	1.86543	1.86542	1.86722	1.86981	1.86844	1.86995	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.445	-0.1264	-1.551555484	-0.004573198	9.17E-07	-1.96E-10	-0.190887421	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.4	13	1.65894	2.19727	1.39648	2.31323	1.49536	2.40234	28.669	14.5261	18	516.799	499.062	24.0581	21.0406	30	21.0028	20.9423	33.2553	27.0491	74.13	24.0732	774.246	15.3407	101.985	101.8
527	1686595046	7090.9	20230612 14:37:26	14:37:26	5	3004	stan	1686595038	0.001565571	1.565570788	8.176264156	707.1477048	559.90978	54.53629079	68.8775482	0.101290479	2.882938383	0.099354153	0.062267234	283.8911563	26.35168136	24.96682143	3.173393379	52.53439909	1.676798153	3.191809904	1.496595225	-69.04167173	15.08732427	1.107143761	231.0439526	29.17324768	1.573347659	8.176264156	771.1013508	744.1105939	3.375881891	64.28014106	1.565570788	15.36036896	17.20656813	-3.40E-05	101.3238772	0	0	1	0	51754	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.988214	1358.774057	0.849240041	0.17743328	6	0.5	0: Broadleaf	2	TRUE	1686595038	707.1477143	743.48225	17.21524643	15.36016429	711.5596786	17.34162143	500.1165357	97.30195	0.099975696	25.06389286	24.96682143	999.9	0	0	10006.6375	0	16.23875357	-36.33447143	719.5346786	755.0803571	1.855062143	743.48225	15.36016429	1.675075357	1.494576429	14.667375	12.912775	1599.988214	0.691998286	0.308001821	0	2.487114286	0	26326.15714	12139.23929	38.56896429	39.35242857	38.78546429	38.26317857	37.82564286	1107.189643	492.7985714	0	1686595048	0	2.470356	0.203830776	-122.7153845	26324.9	15	1686594262	14:24:21	1686594238	1686594262	4	0.178	0.009	-3.337	-0.181	420	10	0.33	0.03	-36.234935	-2.286515572	0.230400517	0	2.436641176	0.382319333	0.268029347	1	1.855476	-0.024397824	0.0038164	1	2	3	3-Feb	2.99002	2.71568	0.153344	0.156273	0.0925623	0.0836696	27205.3	27170.4	29825.8	29754.1	35843.3	36235	42005.4	42379.5	2.03503	2.0744	0.16148	0	22.3255	999.9	60.9	24.3	19.0861	62.8595	31.867	1	-0.494314	-1.37483	20.3962	5.21984	12.0098	4.99135	3.2885	9999	9999	9999	999.9	1.86691	1.86599	1.86542	1.8654	1.86722	1.86981	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.504	-0.1265	-1.551555484	-0.004573198	9.17E-07	-1.96E-10	-0.190887421	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.5	13.1	1.68701	2.19727	1.39648	2.31323	1.49536	2.44873	28.669	14.5261	18	516.838	499.2	24.081	21.04	30.0001	21.0019	20.9414	33.8008	27.0491	74.13	24.0919	787.619	15.3407	101.985	101.802
