date,tgrow
4/19/23,11.30666667
4/20/23,11.62333333
4/21/23,12.05
5/5/23,12.15
5/6/23,11.76333333
6/12/23,18.66333333
6/13/23,18.60666667
6/14/23,18.53333333
6/15/23,18.49666667
