date,solar_radiation_wm2,precipitation_mm,wind_direction_degrees,wind_speed_ms,gust_speed_ms,air_temperature_c,vapor_pressure_kpa,atm_pressure_kpa,vpd_kpa
7/11/23 07:00,0.6,0,33.1,0.62,0.95,14.7,1.988,98.02,0.07
7/11/23 08:00,15.2,0,30.2,0.37,0.71,15.2,2.041,98.04,0.08
7/11/23 09:00,25.2,0,124,0.18,0.48,17.2,2.246,98.04,0.13
7/11/23 10:00,30.6,0,150.9,0.18,0.64,20.2,2.598,98.03,0.28
7/11/23 11:00,33,0,209.5,0.36,0.9,22.8,2.706,97.98,0.64
7/11/23 12:00,51.5,0,224.7,0.3,0.91,24.5,2.541,97.97,0.93
7/11/23 13:00,34.8,0,234.4,0.4,1.23,25.4,2.427,97.95,1.19
7/11/23 14:00,48.3,0,245.3,0.45,1.28,26.1,2.261,97.93,1.36
7/11/23 15:00,30,0,216.1,0.37,1.22,26.4,2.258,97.92,1.48
7/11/23 16:00,22.5,0,243.7,0.39,1.43,26.2,2.338,97.9,1.36
7/11/23 17:00,17,0,226.6,0.35,1.02,26.1,2.353,97.89,1.37
7/11/23 18:00,7.8,0,244.6,0.38,1.23,25.7,2.368,97.87,1.3
7/11/23 19:00,4,0,239.5,0.41,0.88,25.2,2.474,97.87,1.19
7/11/23 20:00,0.4,0,269.6,0.2,0.56,24.7,2.512,97.89,1.1
7/11/23 21:00,0,0,229.1,0.21,0.57,23.2,2.503,97.92,0.77
7/11/23 22:00,0,0,267.7,0.32,0.65,21.3,2.36,97.96,0.54
7/11/23 23:00,0,0,355.3,0.29,0.52,19.9,2.33,98,0.44
7/12/23 00:00,0,0,319.4,0.1,0.3,18.9,2.296,98.02,0.34
7/12/23 01:00,0,0,279.6,0.2,1.81,18.3,2.242,98.03,0.27
7/12/23 02:00,0,0,346.8,0.27,0.65,17.9,2.2,98,0.24
7/12/23 03:00,0,0,342.8,0.45,0.68,17.6,2.184,97.99,0.21
7/12/23 04:00,0,0,14.1,0.49,1.32,17.4,2.166,97.99,0.18
7/12/23 05:00,0,0,10.3,0.5,0.73,17.2,2.148,98.01,0.16
7/12/23 06:00,0,0,18.6,0.43,0.64,17.2,2.152,98.02,0.15
7/12/23 07:00,0.1,0,17.3,0.39,0.62,17.2,2.187,98.06,0.14
7/12/23 08:00,11.8,0,14.4,0.38,0.66,17.9,2.267,98.08,0.16
7/12/23 09:00,17.8,0,150.7,0.2,0.49,19.5,2.411,98.09,0.19
7/12/23 10:00,27.1,0,62.7,0.17,0.75,21.5,2.572,98.09,0.29
7/12/23 11:00,35.4,0,230.8,0.24,0.86,23.7,2.557,98.07,0.53
7/12/23 12:00,45.3,0,228.9,0.27,0.88,25.2,2.563,98,0.73
7/12/23 13:00,35.2,0,232.4,0.37,1.13,25.9,2.601,97.99,0.84
7/12/23 14:00,44.1,0,277.6,0.39,1.49,26.4,2.63,97.96,1.04
7/12/23 15:00,26.1,0,257.9,0.34,1.35,26.3,2.591,97.94,1.15
7/12/23 16:00,22.1,0,172.9,0.31,1.38,26.3,2.542,97.89,1.11
7/12/23 17:00,17.7,0,248.5,0.3,0.97,26.8,2.434,97.83,1.27
7/12/23 18:00,10.3,0,258,0.29,0.98,26.6,2.381,97.79,1.29
7/12/23 19:00,4.2,0,239.9,0.29,1.33,26.4,2.283,97.76,1.29
7/12/23 20:00,0.2,0,256.3,0.35,0.83,25.8,2.219,97.78,1.19
7/12/23 21:00,0,0,255.4,0.19,0.8,24.6,2.223,97.77,0.98
7/12/23 22:00,0,0,233.1,0.28,0.6,22.9,2.122,97.74,0.67
7/12/23 23:00,0,0,235.8,0.3,0.62,21.8,2.037,97.74,0.54
7/13/23 00:00,0,0,318.7,0.24,0.58,20.7,2.006,97.69,0.42
7/13/23 01:00,0,0,353.7,0.23,0.53,19.9,1.908,97.67,0.32
7/13/23 02:00,0,0,183.9,0.16,0.35,19.7,1.805,97.64,0.28
7/13/23 03:00,0,0,180.8,0.2,0.4,19.6,1.718,97.59,0.25
7/13/23 04:00,0,0,151.6,0.22,6.51,19.2,1.672,97.55,0.21
7/13/23 05:00,0,0,229.3,0.19,0.5,18.8,1.644,97.49,0.19
7/13/23 06:00,0,0,254.5,0.25,0.94,18.6,1.612,97.47,0.18
7/13/23 07:00,0,0,220.5,0.27,0.73,18.8,1.602,97.46,0.2
7/13/23 08:00,7.8,0,161.4,0.29,0.68,19.8,1.671,97.46,0.26
7/13/23 09:00,21.3,0,313,0.26,1.05,21.7,1.816,97.47,0.36
7/13/23 10:00,24.9,0,237.8,0.33,1.22,23.3,1.929,97.46,0.49
7/13/23 11:00,28.9,0,318.4,0.36,1.86,24.6,2.057,97.45,0.61
7/13/23 12:00,50.2,0,290.7,0.43,2.26,25.7,2.066,97.44,0.81
7/13/23 13:00,28,0,154.3,0.34,1.11,26.5,2.007,97.48,0.97
7/13/23 14:00,36.8,0,265.3,0.34,2.4,27.2,1.88,97.45,1.16
7/13/23 15:00,27.2,0,307.9,0.35,1.12,27.7,1.845,97.44,1.23
7/13/23 16:00,21.6,0,300,0.32,0.98,28,1.989,97.42,1.27
7/13/23 17:00,14.7,0,272.7,0.27,0.89,28.1,2.097,97.39,1.32
7/13/23 18:00,4.9,0,299.6,0.25,0.91,27.6,2.219,97.4,1.25
7/13/23 19:00,0.6,0,288.7,0.18,0.49,26.7,2.35,97.4,1.08
7/13/23 20:00,0,0,293.2,0.24,0.91,26.8,2.334,97.38,1.09
7/13/23 21:00,0,2.089,353,0.36,2.38,24.6,2.308,97.44,0.66
7/13/23 22:00,0,0.374,3.3,0.28,1.03,20.3,2.262,97.6,0.21
7/13/23 23:00,0,0.017,83.7,0.21,0.47,19.8,2.193,97.63,0.14
7/14/23 00:00,0,0,41.9,0.16,0.49,19.3,2.133,97.68,0.11
7/14/23 01:00,0,0,61.1,0.24,0.52,19.2,2.133,97.69,0.09
7/14/23 02:00,0,0,33.9,0.3,0.63,19.2,2.133,97.68,0.09
7/14/23 03:00,0,0,38.3,0.34,0.61,19.4,2.122,97.66,0.08
7/14/23 04:00,0,0,43.3,0.32,0.49,19.4,2.11,97.65,0.07
7/14/23 05:00,0,0,53.3,0.36,0.54,19.5,2.099,97.67,0.07
7/14/23 06:00,0,0,46.1,0.32,0.5,19.7,2.094,97.71,0.07
7/14/23 07:00,0,0,53.7,0.38,0.65,19.8,2.109,97.73,0.06
7/14/23 08:00,0,0,51.1,0.43,0.8,20.1,2.143,97.72,0.06
7/14/23 09:00,8.3,0,44.8,0.47,1.06,20.4,2.181,97.75,0.05
7/14/23 10:00,15.3,0,39.2,0.49,1.07,20.8,2.185,97.78,0.05
7/14/23 11:00,19.5,0,49,0.39,0.82,21.5,2.222,97.82,0.08
7/14/23 12:00,37,0,35.1,0.29,1.01,22.8,2.286,97.81,0.18
7/14/23 13:00,33.1,0,235.5,0.29,1.77,24.4,2.293,97.78,0.44
7/14/23 14:00,34.3,0,225.2,0.33,0.96,25.5,2.331,97.75,0.66
7/14/23 15:00,17.4,0.579,205.9,0.31,1.04,24.9,2.421,97.72,0.51
7/14/23 16:00,19.5,0.051,157.2,0.24,0.77,23.7,2.418,97.69,0.25
7/14/23 17:00,15.1,0,134.1,0.26,0.68,24.5,2.389,97.67,0.25
7/14/23 18:00,9.8,0,166.8,0.22,0.92,24.9,2.426,97.67,0.49
7/14/23 19:00,2.9,0,249.2,0.16,0.83,24.5,2.387,97.71,0.55
7/14/23 20:00,0,0,236.2,0.14,0.41,23.5,2.182,97.7,0.47
7/14/23 21:00,0,0,264.8,0.24,0.58,22.1,2.137,97.7,0.29
7/14/23 22:00,0,0,304.9,0.16,0.4,20.8,2.159,97.76,0.23
7/14/23 23:00,0,0,212.1,0.14,0.36,19.8,2.147,97.86,0.18
7/15/23 00:00,0,0,257.7,0.19,0.5,19.1,2.117,97.87,0.15
7/15/23 01:00,0,0,359.7,0.22,0.58,18.6,2.09,97.86,0.12
7/15/23 02:00,0,0,3.7,0.34,0.77,18.2,1.969,97.81,0.1
7/15/23 03:00,0,0,17.5,0.41,0.68,17.8,1.902,97.78,0.09
7/15/23 04:00,0,0,26,0.29,0.57,17.6,1.834,97.76,0.08
7/15/23 05:00,0,0,61,0.2,0.43,17.3,1.785,97.77,0.07
7/15/23 06:00,0,0,134.4,0.18,0.39,17.1,1.766,97.81,0.07
7/15/23 07:00,1.8,0,131,0.17,0.41,17,1.837,97.84,0.07
7/15/23 08:00,14.5,0,106.6,0.21,0.51,17.6,1.911,97.87,0.08
7/15/23 09:00,32.9,0,50.8,0.26,0.54,19.1,2.018,97.89,0.09
7/15/23 10:00,42.2,0,68.6,0.33,0.92,21.9,2.125,97.89,0.15
7/15/23 11:00,48.2,0,100.9,0.26,0.91,24.4,2.15,97.86,0.31
7/15/23 12:00,63.1,0,190.2,0.39,1.15,25.7,2.147,97.8,0.61
7/15/23 13:00,46.2,0,171.9,0.36,2.85,26.5,1.923,97.76,0.83
7/15/23 14:00,47.7,0,155,0.3,1.23,26.7,1.859,97.73,0.93
7/15/23 15:00,44.5,0,188.5,0.3,0.91,27.1,1.798,97.66,1.06
7/15/23 16:00,41.9,0,186,0.34,1.06,27.7,1.755,97.57,1.29
7/15/23 17:00,29.7,0,293.1,0.17,0.76,27.1,1.673,97.52,1.12
7/15/23 18:00,18.4,0,274.6,0.16,0.56,26.3,1.714,97.51,0.84
7/15/23 19:00,6.6,0,256.4,0.26,4.81,25.4,1.747,97.47,0.69
7/15/23 20:00,0,0,311.8,0.16,0.5,24.2,1.827,97.45,0.43
7/15/23 21:00,0,0,293.6,0.19,0.56,22.9,1.94,97.5,0.23
7/15/23 22:00,0,0,42.3,0.21,0.65,21.9,1.872,97.54,0.21
7/15/23 23:00,0,0,333.5,0.16,0.6,20.9,1.792,97.55,0.2
7/16/23 00:00,0,0,335.8,0.14,0.61,20.8,1.724,97.55,0.19
7/16/23 01:00,0,0,76.8,0.13,0.53,20.9,1.705,97.56,0.18
7/16/23 02:00,0,0,49.8,0.11,0.52,20.9,1.689,97.56,0.17
7/16/23 03:00,0,0,24,0.12,0.41,21,1.676,97.5,0.17
7/16/23 04:00,0,0,71.3,0.12,0.46,20.9,1.662,97.49,0.17
7/16/23 05:00,0,0,297.6,0.12,0.57,21,1.639,97.48,0.18
7/16/23 06:00,0,0,117.4,0.1,0.33,21,1.613,97.49,0.17
7/16/23 07:00,0,0,108.1,0.09,0.26,20.9,1.595,97.49,0.16
7/16/23 08:00,6.1,0,87,0.13,0.49,21.2,1.645,97.5,0.16
7/16/23 09:00,7.4,0,13.1,0.13,1.84,21.6,1.83,97.55,0.16
7/16/23 10:00,21.3,0,83.1,0.21,0.64,22.3,2.077,97.6,0.22
7/16/23 11:00,39.8,0,212.1,0.39,1.08,23.1,2.129,97.63,0.38
7/16/23 12:00,85.1,0,214,0.35,1.84,24.2,2.147,97.66,0.62
7/16/23 13:00,44.4,0,232.2,0.29,1.11,24.8,2.053,97.67,0.75
7/16/23 14:00,47.7,0,225.4,0.45,1.26,25.5,2.023,97.64,0.93
7/16/23 15:00,38.3,0,228,0.36,1.45,26,1.953,97.62,1.06
7/16/23 16:00,34.4,0,213,0.35,1.3,26.2,2.035,97.59,1.09
7/16/23 17:00,20.3,0,240,0.35,0.83,25.8,2.013,97.58,1
7/16/23 18:00,16.6,0,236,0.31,0.83,25.1,1.998,97.6,0.84
7/16/23 19:00,12.7,0,276.5,0.21,5.28,24.8,2.017,97.6,0.81
7/16/23 20:00,3.9,0,237.4,0.12,0.4,24.4,2.001,97.63,0.77
7/16/23 21:00,0,0,224.5,0.21,0.46,23,2.08,97.66,0.56
7/16/23 22:00,0,0,280.6,0.23,0.53,21.5,1.997,97.74,0.38
7/16/23 23:00,0,0,355.1,0.22,0.53,20.4,1.886,97.8,0.28
7/17/23 00:00,0,0,254.4,0.15,0.43,19.8,1.835,97.81,0.22
7/17/23 01:00,0,0,212.6,0.17,1.46,19.4,1.823,97.84,0.18
7/17/23 02:00,0,0,278.1,0.21,2.08,19.2,1.808,97.82,0.15
7/17/23 03:00,0,0,22.1,0.19,0.68,18.9,1.799,97.81,0.13
7/17/23 04:00,0,0,3.6,0.31,0.65,18.8,1.801,97.8,0.12
7/17/23 05:00,0,0,18.4,0.24,0.65,19,1.807,97.8,0.12
7/17/23 06:00,0,0,23.5,0.24,0.71,19.2,1.815,97.8,0.11
7/17/23 07:00,0,0,24.6,0.25,0.59,19.2,1.827,97.83,0.11
7/17/23 08:00,8,0,103,0.17,0.46,19.8,1.888,97.87,0.14
7/17/23 09:00,26.5,0,56.9,0.17,1.03,20.9,2.075,97.9,0.19
7/17/23 10:00,38.9,0,100,0.25,0.95,22,2.275,97.92,0.29
7/17/23 11:00,48.7,0,98.2,0.28,1.15,23.2,2.408,97.92,0.43
7/17/23 12:00,55.2,0,347.7,0.26,2.36,24.3,2.476,97.95,0.58
7/17/23 13:00,43.3,0,35.1,0.22,0.79,24.9,2.491,97.95,0.68
7/17/23 14:00,53.4,0,219.5,0.34,0.85,25.7,2.399,97.9,0.77
7/17/23 15:00,41.7,0,229.7,0.33,0.85,26,2.263,97.84,0.87
7/17/23 16:00,22.8,0,235.2,0.32,0.78,25.4,2.314,97.8,0.78
7/17/23 17:00,20,0,242.8,0.21,1.61,24.9,2.258,97.76,0.64
7/17/23 18:00,12.4,0,246.2,0.21,0.85,24.4,2.184,97.8,0.59
7/17/23 19:00,0.1,0,96,0.39,1.33,22.9,2.142,97.86,0.44
7/17/23 20:00,0.8,0,20.7,0.31,1.01,20.7,2.134,97.89,0.26
7/17/23 21:00,0.6,0,18.4,0.25,0.83,20.1,2.12,97.92,0.24
7/17/23 22:00,0,0,130.2,0.19,0.53,19.1,2.119,97.93,0.17
7/17/23 23:00,0,0,2.9,0.21,0.81,18.7,2.075,97.95,0.15
7/18/23 00:00,0,0,2.4,0.32,0.7,18.5,2.028,97.99,0.12
7/18/23 01:00,0,0,21.8,0.36,0.74,18.1,2.006,98.02,0.1
7/18/23 02:00,0,0,21.7,0.46,0.72,17.8,2.011,98.02,0.1
7/18/23 03:00,0,0,30.6,0.33,0.61,17.7,2.027,97.98,0.1
7/18/23 04:00,0,0,54.1,0.26,0.54,17.9,2.014,97.92,0.1
7/18/23 05:00,0,0,58,0.28,0.66,18.2,1.978,97.96,0.09
7/18/23 06:00,0,0,41.3,0.24,0.61,18.2,1.96,98,0.09
7/18/23 07:00,0.2,0,46,0.25,0.47,17.8,1.969,98.02,0.08
7/18/23 08:00,15.9,0,29.5,0.24,0.92,18,2.058,98.07,0.09
7/18/23 09:00,13.5,0,50.9,0.28,0.95,19.1,2.235,98.13,0.17
7/18/23 10:00,16,0,205.7,0.28,0.7,19.5,2.367,98.15,0.23
7/18/23 11:00,37,0,111.3,0.27,0.86,20.3,2.486,98.16,0.32
7/18/23 12:00,41.2,0,353.9,0.19,0.88,21.2,2.494,98.2,0.4
7/18/23 13:00,24.4,0,141.4,0.23,0.86,21.5,2.501,98.19,0.42
7/18/23 14:00,27.6,0,190.8,0.34,0.96,21.8,2.456,98.14,0.43
7/18/23 15:00,40.8,0,177.6,0.38,0.94,22.9,2.483,98.07,0.59
7/18/23 16:00,34.1,0,197.2,0.35,2.48,23.5,2.513,98.05,0.67
7/18/23 17:00,26.2,0,227.9,0.29,0.92,24.1,2.481,98.01,0.74
7/18/23 18:00,17.2,0,247.3,0.27,0.85,24.4,2.454,97.97,0.84
7/18/23 19:00,10.1,0,206,0.2,0.62,24.1,2.424,97.93,0.8
7/18/23 20:00,1.1,0,219.3,0.23,0.89,23.1,2.426,97.91,0.62
7/18/23 21:00,0,0,235.8,0.3,0.64,22.1,2.44,97.96,0.44
7/18/23 22:00,0,0,301.7,0.22,1.66,21.2,2.18,98.05,0.35
7/18/23 23:00,0,0,338.4,0.21,0.44,20.1,2.171,98.07,0.26
7/19/23 00:00,0,0,204.9,0.18,0.41,19.4,2.128,98.08,0.22
7/19/23 01:00,0,0,172.8,0.23,0.68,19.3,2.131,98.07,0.2
7/19/23 02:00,0,0,253.9,0.26,0.58,19.1,2.131,98.09,0.17
7/19/23 03:00,0,0,248.3,0.23,0.46,19.2,2.163,98.09,0.17
7/19/23 04:00,0,0,251.9,0.27,0.67,19.4,2.175,98.08,0.17
7/19/23 05:00,0,0,248.3,0.17,0.49,19.3,2.201,98.05,0.15
7/19/23 06:00,0,0,101.8,0.16,0.41,19.1,2.226,98.09,0.13
7/19/23 07:00,0,0,75.7,0.18,0.44,19.1,2.25,98.15,0.13
7/19/23 08:00,0.3,0,154.4,0.24,0.54,19.6,2.283,98.19,0.15
7/19/23 09:00,9.3,0,169.2,0.16,0.41,20.3,2.346,98.21,0.19
7/19/23 10:00,11.6,0,183.4,0.14,0.41,20.7,2.406,98.21,0.23
7/19/23 11:00,19,0,142,0.17,0.49,21.1,2.476,98.22,0.27
7/19/23 12:00,14.4,0,147.2,0.12,0.4,21.5,2.591,98.24,0.3
7/19/23 13:00,38.1,0,245.4,0.25,1.39,22.1,2.608,98.25,0.34
7/19/23 14:00,51.7,0,150.6,0.33,1.04,23.9,2.599,98.21,0.63
7/19/23 15:00,39.3,0,239.2,0.22,1.06,24.8,2.632,98.2,0.72
7/19/23 16:00,21.2,0.579,201.4,0.29,1.08,24.5,2.676,98.19,0.67
7/19/23 17:00,22.8,0.017,185.1,0.41,0.87,22,2.825,98.19,0.24
7/19/23 18:00,15.7,0,208.9,0.33,0.91,23,2.655,98.16,0.36
7/19/23 19:00,9.5,0,203,0.19,0.84,23.1,2.528,98.16,0.44
7/19/23 20:00,5.5,0,198,0.18,0.52,22.8,2.424,98.16,0.41
7/19/23 21:00,0,0,269.4,0.2,0.54,21.7,2.364,98.18,0.31
7/19/23 22:00,0,0,283.3,0.2,0.57,20.2,2.228,98.21,0.22
7/19/23 23:00,0,0,232.8,0.19,0.44,19.2,2.13,98.26,0.21
7/20/23 00:00,0,0,306,0.25,0.67,18.2,2.068,98.3,0.21
7/20/23 01:00,0,0,359,0.53,1,17.4,2.029,98.31,0.18
7/20/23 02:00,0,0,16.1,0.64,0.9,16.6,1.987,98.29,0.16
7/20/23 03:00,0,0,26,0.36,0.68,16.2,1.954,98.29,0.14
7/20/23 04:00,0,0,42.7,0.3,0.59,15.8,1.924,98.23,0.11
7/20/23 05:00,0,0,34.8,0.16,0.47,15.4,1.9,98.23,0.09
7/20/23 06:00,0,0,35.1,0.39,1.47,15.2,1.878,98.23,0.08
7/20/23 07:00,0,0,0.7,0.47,0.82,15.2,1.872,98.24,0.08
7/20/23 08:00,3.6,0,127.7,0.25,0.56,15.9,1.935,98.25,0.1
7/20/23 09:00,14.5,0,139.4,0.29,0.55,17.4,2.123,98.22,0.1
7/20/23 10:00,20.7,0,65.3,0.32,0.84,19.5,2.478,98.18,0.12
7/20/23 11:00,37.8,0,63.9,0.34,3.29,21.6,2.745,98.11,0.15
7/20/23 12:00,57.2,0,176.8,0.29,0.99,23,2.698,98.07,0.29
7/20/23 13:00,47.5,0,161.7,0.31,2.52,24.3,2.629,98.04,0.53
7/20/23 14:00,60.8,0,194.7,0.33,1.14,25.3,2.584,97.98,0.7
7/20/23 15:00,42.2,0,228.7,0.42,1.13,26,2.529,97.89,0.86
7/20/23 16:00,38,0,168.9,0.35,1.01,26.2,2.427,97.8,0.89
7/20/23 17:00,23.5,0,183.4,0.33,1.03,26.1,2.469,97.7,0.91
7/20/23 18:00,13.4,0,230.1,0.37,1.14,25.8,2.569,97.59,0.91
7/20/23 19:00,10.7,0,224.7,0.39,1.11,25.6,2.563,97.53,0.87
7/20/23 20:00,0.6,0,213.2,0.32,1.05,25.3,2.582,97.46,0.82
7/20/23 21:00,0,0,254.9,0.26,0.82,25,2.565,97.47,0.79
7/20/23 22:00,0,0,228.2,0.3,2.27,24.2,2.417,97.52,0.63
7/20/23 23:00,0,15.774,179,0.66,3.08,18.4,2.272,97.79,0.08
7/21/23 00:00,0,0.63,64.3,0.44,1.23,18,2.266,97.65,0.08
7/21/23 01:00,0,0.323,61.1,0.44,0.95,18,2.293,97.63,0.06
7/21/23 02:00,0,0.17,59.9,0.6,1,17.9,2.303,97.57,0.05
7/21/23 03:00,0,0.085,46.5,0.58,1.15,17.6,2.313,97.51,0.04
7/21/23 04:00,0,0.068,33.2,0.59,1.01,17.6,2.307,97.47,0.04
7/21/23 05:00,0,0.051,29.9,0.6,0.93,17.5,2.304,97.45,0.03
7/21/23 06:00,0,0.034,35.3,0.73,1.07,17.2,2.308,97.47,0.02
7/21/23 07:00,0,0.051,28.6,0.61,0.99,17.6,2.314,97.5,0.05
7/21/23 08:00,0.2,0.051,36.1,0.67,1.3,18.1,2.351,97.54,0.04
7/21/23 09:00,2.3,0.034,38.7,0.56,0.89,18.4,2.408,97.57,0.04
7/21/23 10:00,25.1,0.017,54,0.48,1.35,19,2.467,97.6,0.03
7/21/23 11:00,32.9,0.034,86.7,0.44,1.18,19.9,2.447,97.62,0.03
7/21/23 12:00,65.5,0.017,154.3,0.63,6.69,20.4,2.393,97.67,0.06
7/21/23 13:00,35.4,0.017,193.6,2.14,3.33,21.9,2.388,97.64,0.21
7/21/23 14:00,51.4,0,199.6,0.93,1.92,22.2,2.335,97.64,0.4
7/21/23 15:00,41.8,0.017,204.3,0.67,1.54,23.3,2.299,97.62,0.74
7/21/23 16:00,39.4,0.017,202.5,0.55,1.35,24.1,2.313,97.61,0.91
7/21/23 17:00,25.1,0,203.6,0.52,1.24,24,2.32,97.63,0.95
7/21/23 18:00,14,0.017,199.4,0.67,2.15,23.7,2.35,97.66,0.96
7/21/23 19:00,3.4,0,195.3,0.63,1.44,23.3,2.316,97.68,0.95
7/21/23 20:00,0,0.017,188.8,0.73,1.36,22.5,2.279,97.7,0.83
7/21/23 21:00,0,0,224.3,0.37,1.34,21.2,2.248,97.72,0.56
7/21/23 22:00,0,0,19.2,0.2,0.46,19.1,2.178,97.76,0.33
7/21/23 23:00,0,0,358.6,0.35,0.75,17.7,2.112,97.8,0.23
7/22/23 00:00,0,0.017,16.8,0.68,1.07,16.8,2.076,97.8,0.17
7/22/23 01:00,0,0,21.7,0.51,2.3,16,2.069,97.81,0.12
7/22/23 02:00,0,0,36.3,0.29,0.58,15.4,2.072,97.78,0.1
7/22/23 03:00,0,0,16.1,0.48,0.94,14.9,2.061,97.77,0.09
7/22/23 04:00,0,0,16.3,0.65,1.09,14.5,2.054,97.75,0.08
7/22/23 05:00,0,0.017,14.3,0.89,1.2,14.2,2.075,97.75,0.07
7/22/23 06:00,0,0,19,0.86,1.15,13.9,2.109,97.78,0.07
7/22/23 07:00,0.9,0,18.6,0.84,1.09,13.8,2.117,97.83,0.07
7/22/23 08:00,20.7,0,22.1,0.7,0.94,14.3,2.167,97.84,0.07
7/22/23 09:00,38.5,0,46.1,0.27,0.69,16.1,2.28,97.86,0.1
7/22/23 10:00,44.6,0.017,33.7,0.24,0.82,18.5,2.365,97.87,0.2
7/22/23 11:00,50.6,0,41.1,0.42,1.18,20.7,2.415,97.87,0.4
7/22/23 12:00,107.1,0.017,217.6,0.29,1.24,21.2,2.456,97.85,0.42
7/22/23 13:00,47.4,0,194.9,0.49,1.13,22.7,2.47,97.81,0.76
7/22/23 14:00,49.4,0,197.6,0.45,1.23,23.4,2.526,97.79,0.93
7/22/23 15:00,38.1,0.017,199.8,0.42,1,24.1,2.497,97.76,1.17
7/22/23 16:00,36.4,0,201.6,0.42,1.22,24.6,2.464,97.73,1.33
7/22/23 17:00,18.6,0,194.3,0.42,1.17,24.3,2.51,97.69,1.26
7/22/23 18:00,14.5,0,214,0.34,0.78,23.7,2.467,97.68,1.06
7/22/23 19:00,6.8,0,216.4,0.32,1.03,23.4,2.361,97.66,1.07
7/22/23 20:00,0,0,220.9,0.27,0.62,22.3,2.179,97.68,0.81
7/22/23 21:00,0,0.017,295.7,0.31,0.62,20.8,2.105,97.71,0.5
7/22/23 22:00,0,0,6,0.22,0.47,19.4,2.033,97.76,0.37
7/22/23 23:00,0,0,317.1,0.18,0.68,18.2,2.008,97.81,0.29
7/23/23 00:00,0,0,0.3,0.56,0.96,17.2,2.007,97.83,0.23
7/23/23 01:00,0,0,13.7,0.71,1.07,16.6,1.976,97.86,0.18
7/23/23 02:00,0,0,22,0.51,0.76,16.4,1.931,97.86,0.17
7/23/23 03:00,0,0,42,0.36,0.61,16.1,1.926,97.86,0.14
7/23/23 04:00,0,0,39.9,0.3,0.89,15.7,1.955,97.87,0.11
7/23/23 05:00,0,0,21,0.24,0.65,15.2,1.991,97.88,0.1
7/23/23 06:00,0,0,13.8,0.6,1.01,14.9,2.001,97.92,0.09
7/23/23 07:00,0.7,0,12,0.69,1.14,14.7,1.962,97.98,0.08
7/23/23 08:00,20,0,14.6,0.52,0.96,15.1,1.97,98.05,0.09
7/23/23 09:00,38.7,0,132.6,0.2,0.55,16.8,2.038,98.09,0.12
7/23/23 10:00,45.4,0,81.1,0.22,0.75,19.6,2.035,98.1,0.21
7/23/23 11:00,47.5,0,222.1,0.26,0.85,21.9,2.062,98.09,0.46
7/23/23 12:00,154.9,0.017,194.9,0.33,0.99,23.2,2.112,98.08,0.84
7/23/23 13:00,45.6,0,228.7,0.31,1.05,24.7,2.142,98.06,1.51
7/23/23 14:00,51.3,0,213.3,0.44,1.25,25.6,2.171,98.04,1.89
7/23/23 15:00,34.6,0,205,0.4,1.16,26,2.208,98,1.82
7/23/23 16:00,32.6,0,215.8,0.44,1.91,26.4,2.221,97.96,1.85
7/23/23 17:00,22.7,0,210.1,0.43,1.13,26.5,2.266,97.92,1.84
7/23/23 18:00,16.4,0,227.9,0.34,0.9,26.2,2.221,97.92,1.77
7/23/23 19:00,11,0,228.4,0.34,0.8,25.6,2.2,97.91,1.6
7/23/23 20:00,5.7,0,275,0.21,0.84,24.5,2.21,97.98,1.2
7/23/23 21:00,0,0,246.8,0.25,0.5,22.6,2.208,98.01,0.81
7/23/23 22:00,0,0,317.7,0.4,0.67,20.6,2.166,98.07,0.6
7/23/23 23:00,0,0,21.2,0.22,0.54,19.3,2.088,98.14,0.46
7/24/23 00:00,0,0,33.5,0.16,1.03,18.4,2.034,98.18,0.36
7/24/23 01:00,0,0,351.3,0.34,0.78,17.8,2.04,98.2,0.29
7/24/23 02:00,0,0,6.7,0.64,1.01,17.2,2.032,98.19,0.24
7/24/23 03:00,0,0,19.6,0.68,0.97,16.5,2.049,98.2,0.18
7/24/23 04:00,0,0,34.8,0.47,0.79,15.9,2.079,98.2,0.14
7/24/23 05:00,0,0,67.9,0.28,0.56,15.5,2.092,98.22,0.12
7/24/23 06:00,0,0,5.2,0.3,0.84,15.3,2.081,98.23,0.11
7/24/23 07:00,1,0,22.3,0.48,0.89,15.2,2.079,98.26,0.1
7/24/23 08:00,18.2,0,71.4,0.25,1.11,16,2.131,98.3,0.12
7/24/23 09:00,39.5,0,58.2,0.23,0.6,17.8,2.189,98.31,0.15
7/24/23 10:00,44.8,0,167.1,0.2,0.85,20.6,2.208,98.31,0.27
7/24/23 11:00,47.4,0,180.9,0.26,0.76,22.9,2.233,98.31,0.54
7/24/23 12:00,139.8,0,186.6,0.28,1.18,24.4,2.266,98.3,0.79
7/24/23 13:00,49.4,0,207,0.42,1.89,25.7,2.318,98.29,1.08
7/24/23 14:00,46.2,0,222.7,0.43,1.26,26,2.332,98.27,1.15
7/24/23 15:00,32.7,0,202.6,0.37,1.02,26.1,2.41,98.24,1.2
7/24/23 16:00,40.5,0,191.2,0.33,1.25,26.3,2.402,98.2,1.23
7/24/23 17:00,25.6,0,211.9,0.28,1.68,26.6,2.41,98.18,1.36
7/24/23 18:00,14.3,0,211.9,0.25,0.73,26,2.449,98.17,1.22
7/24/23 19:00,9.1,0,252.9,0.3,0.98,25.2,2.388,98.16,1.07
