date,solar_radiation_wm2,precipitation_mm,wind_direction_degrees,wind_speed_ms,gust_speed_ms,air_temperature_c,vapor_pressure_kpa,atm_pressure_kpa,vpd_kpa
6/27/23 14:00,10.2,0,26.3,1.12,1.66,18.4,1.783,97.15,0
6/27/23 15:00,12.3,0,28.6,1.18,2.17,18.4,1.825,97.17,0
6/27/23 16:00,11.3,0,29.3,1.21,1.9,18.7,1.862,97.2,0
6/27/23 17:00,14.6,0,28.6,1.23,2.09,19,1.857,97.22,0
6/27/23 18:00,5.8,0,25.7,1.22,2.23,18.8,1.815,97.27,0
6/27/23 19:00,0,0,24.2,1.28,1.74,18.5,1.747,97.33,0
6/27/23 20:00,0,0,24.9,1.35,2.14,18.1,1.691,97.4,0
6/27/23 21:00,0,0,18.2,1.42,1.7,17.9,1.69,97.44,0
6/27/23 22:00,0,0,3.7,1.4,1.68,17.8,1.72,97.48,0
6/27/23 23:00,0,0,356.4,1.5,1.75,17.7,1.749,97.54,0
6/28/23 00:00,0,0,351,1.61,1.87,17.7,1.75,97.59,0
6/28/23 01:00,0,0,350.2,1.63,1.87,17.6,1.757,97.58,0
6/28/23 02:00,0,0,344,1.66,2.2,17.6,1.749,97.57,0
6/28/23 03:00,0,0,330.4,1.7,2.76,17,1.759,97.6,0
6/28/23 04:00,0,0,331.3,1.79,2.16,16,1.77,97.64,0
6/28/23 05:00,0,0,324.4,1.9,2.28,15.7,1.775,97.66,0
6/28/23 06:00,0,0,320.9,2.05,2.89,15.7,1.776,97.71,0
6/28/23 07:00,0,0,321.3,2.16,3.52,15.6,1.78,97.78,0
6/28/23 08:00,0,0,321.5,2.2,2.88,15.7,1.814,97.84,0
6/28/23 09:00,0.2,0,321.9,2.15,2.86,15.8,1.869,97.89,0
6/28/23 10:00,3.9,0,323,2.02,2.42,15.9,1.944,97.92,0
6/28/23 11:00,15.7,0,322,2.05,2.8,16.6,2.06,97.96,0.02
6/28/23 12:00,19.5,0,313.3,2.94,4.08,17.2,2.2,98.01,0.03
6/28/23 13:00,20.7,0,297.2,3.32,4.12,17.8,2.19,98.05,0.06
6/28/23 14:00,32.8,0,257.4,1.49,2.94,19.2,2.182,98.05,0.19
6/28/23 15:00,29.5,0,163.3,0.46,1.74,20.3,2.198,98.03,0.46
6/28/23 16:00,22.5,0,134.6,0.41,1.15,20.8,2.221,98,0.54
6/28/23 17:00,15.5,0,136.4,0.4,0.81,20.9,2.261,97.99,0.53
6/28/23 18:00,13.4,0,125.4,0.31,0.74,20.7,2.223,97.99,0.49
6/28/23 19:00,3.5,0,101.9,0.22,0.73,20.2,2.189,98,0.41
6/28/23 20:00,0,0,154.3,0.21,0.42,19.3,2.176,98.03,0.28
6/28/23 21:00,0,0,35.2,0.27,0.79,18.2,2.191,98.05,0.15
6/28/23 22:00,0,0,18.6,0.47,0.81,16.6,2.178,98.09,0.08
6/28/23 23:00,0,0,62.2,0.27,0.5,15.6,2.089,98.15,0.06
6/29/23 00:00,0,0,17.2,0.5,0.8,14.9,2.039,98.18,0.05
6/29/23 01:00,0,0,13.3,0.71,1.45,14.3,2.036,98.21,0.03
6/29/23 02:00,0,0,22.8,0.75,1.05,13.8,2.03,98.19,0.03
6/29/23 03:00,0,0,39.5,0.45,0.71,13.3,2.038,98.21,0.03
6/29/23 04:00,0,0,59.7,0.38,0.61,12.9,2.05,98.22,0.02
6/29/23 05:00,0,0,77.7,0.34,0.53,12.5,2.067,98.23,0.02
6/29/23 06:00,0,0,58.7,0.28,0.67,12.2,2.078,98.25,0.02
6/29/23 07:00,0,0,31.1,0.33,0.8,12.2,2.092,98.3,0.02
6/29/23 08:00,1.6,0,109.5,0.27,1,12.9,2.126,98.34,0.03
6/29/23 09:00,10.2,0,110.9,0.4,0.69,14,2.183,98.34,0.03
6/29/23 10:00,22.8,0,75.2,0.38,0.72,15.4,2.241,98.39,0.03
6/29/23 11:00,31.4,0,69.2,0.35,0.92,18,2.342,98.36,0.07
6/29/23 12:00,37.6,0,115.8,0.36,0.91,20.5,2.288,98.32,0.28
6/29/23 13:00,34.9,0,198.7,0.44,1.32,21.9,2.26,98.28,0.58
6/29/23 14:00,38.1,0,179.7,0.57,1.09,23,2.315,98.23,0.83
6/29/23 15:00,33,0,216.5,0.46,0.99,23.7,2.282,98.16,1.05
6/29/23 16:00,26.3,0,214.3,0.36,0.82,24.2,2.272,98.12,1.2
6/29/23 17:00,22.3,0,207.1,0.28,0.75,24.4,2.275,98.07,1.12
6/29/23 18:00,12.2,0,208,0.22,0.76,24.2,2.253,98.11,1.02
6/29/23 19:00,3.9,0,207.1,0.24,0.75,23.4,2.216,98.1,0.78
6/29/23 20:00,0.6,0,196.2,0.27,0.56,22.3,2.18,98.08,0.57
6/29/23 21:00,0,0,293.5,0.15,0.44,20.9,2.197,98.09,0.31
6/29/23 22:00,0,0,190.2,0.17,0.38,19.5,2.169,98.04,0.2
6/29/23 23:00,0,0,310.8,0.2,0.57,18.4,2.075,98.04,0.16
6/30/23 00:00,0,0,11.1,0.38,0.7,17.5,2.006,98.02,0.13
6/30/23 01:00,0,0,31.5,0.41,0.67,17,1.949,97.96,0.1
6/30/23 02:00,0,0,76.8,0.19,2.89,16.5,1.929,97.91,0.09
6/30/23 03:00,0,0,112,0.19,0.63,16.4,1.914,97.97,0.08
6/30/23 04:00,0,0,78.7,0.18,0.71,15.9,1.871,97.95,0.07
6/30/23 05:00,0,0,76,0.13,0.41,15.5,1.842,97.95,0.06
6/30/23 06:00,0,0,45.6,0.32,0.82,15.4,1.839,97.96,0.06
6/30/23 07:00,0,0,64.2,0.25,0.52,15.5,1.857,97.98,0.05
6/30/23 08:00,12.4,0,112.3,0.25,0.59,16.3,1.904,98.03,0.06
6/30/23 09:00,20.7,0,138.1,0.23,0.62,18.2,2.059,98.07,0.1
6/30/23 10:00,30.6,0,52.8,0.37,1.29,20.7,2.352,98.06,0.19
6/30/23 11:00,21.3,0,198.2,0.31,0.97,21.9,2.443,98.06,0.33
6/30/23 12:00,23.2,0,172.4,0.32,0.86,22.6,2.413,98.06,0.41
6/30/23 13:00,8.5,0,21.6,0.31,1.79,22.8,2.422,98.07,0.46
6/30/23 14:00,15.6,0,202,0.22,0.68,22.4,2.351,98.04,0.39
6/30/23 15:00,14.3,0,162.8,0.22,5.22,23,2.226,98.03,0.43
6/30/23 16:00,11.9,0,172.1,0.18,0.51,23.1,2.15,98.03,0.45
6/30/23 17:00,21.9,0,199.1,0.22,0.75,23.7,2.265,98,0.51
6/30/23 18:00,12.8,0,153.7,0.21,0.62,24.1,2.291,98,0.59
6/30/23 19:00,6.9,0,173.8,0.18,0.63,24.1,2.332,97.98,0.56
6/30/23 20:00,0,0,209.8,0.13,0.38,23.4,2.351,97.99,0.47
6/30/23 21:00,0,0.017,349.4,0.17,0.44,22.4,2.333,98.04,0.33
6/30/23 22:00,0,0,55.9,0.11,0.32,21.1,2.299,98.06,0.18
6/30/23 23:00,0,0,174.5,0.13,0.44,20,2.222,98.04,0.13
7/1/23 00:00,0,0,241.6,0.17,0.52,19.3,2.185,98.03,0.1
7/1/23 01:00,0,0,9.2,0.17,0.46,18.9,2.166,97.98,0.08
7/1/23 02:00,0,0,321.7,0.14,0.54,18.6,2.126,98.02,0.07
7/1/23 03:00,0,0.017,32.1,0.17,0.4,18.4,2.087,98,0.06
7/1/23 04:00,0,0,27.6,0.13,0.3,18.3,2.058,97.94,0.05
7/1/23 05:00,0,0,60.1,0.13,0.38,18.3,2.056,97.92,0.05
7/1/23 06:00,0,0,60.1,0.13,0.33,18.4,2.071,97.96,0.05
7/1/23 07:00,0,0,67.6,0.17,0.48,18.6,2.117,97.98,0.04
7/1/23 08:00,0,0,73.7,0.26,0.59,18.9,2.179,97.99,0.04
7/1/23 09:00,0.9,0,66.7,0.34,0.73,19.3,2.24,98.01,0.04
7/1/23 10:00,17.6,0,64.8,0.41,5.13,20.4,2.242,97.93,0.06
7/1/23 11:00,29.8,0,84.8,0.41,1.24,22.8,2.137,97.91,0.1
7/1/23 12:00,22.9,0,127.4,0.26,0.8,24.8,2.141,97.89,0.25
7/1/23 13:00,3.1,0,96.8,0.31,1.23,23.6,2.15,97.84,0.12
7/1/23 14:00,6,0,6.6,0.2,0.61,22.1,2.126,97.89,0.1
7/1/23 15:00,22.5,0,156.5,0.24,0.73,22.9,2.1,97.84,0.19
7/1/23 16:00,5.6,0,160.2,0.25,1.17,22.6,2.213,97.77,0.12
7/1/23 17:00,13.1,0,83.6,0.28,0.74,22.8,2.179,97.71,0.08
7/1/23 18:00,10.4,0,96.2,0.34,0.84,23.5,2.108,97.63,0.07
7/1/23 19:00,0,0,65.4,0.41,1.72,23.4,2.157,97.61,0.04
7/1/23 20:00,0,0,66.5,0.32,0.93,23,2.112,97.62,0.04
7/1/23 21:00,0,0,67.6,0.38,1.19,22.1,2.103,97.64,0
7/1/23 22:00,0,0,60.2,0.36,5.89,21.4,2.09,97.7,0.01
7/1/23 23:00,0,0,59,0.31,0.6,21,2.074,97.77,0.01
7/2/23 00:00,0,0,70.9,0.32,0.55,20.8,2.065,97.78,0.01
7/2/23 01:00,0,0,77.6,0.32,1.66,20.4,2.011,97.72,0
7/2/23 02:00,0,0,94.4,0.31,0.53,20.1,1.948,97.65,0
7/2/23 03:00,0,0,107.4,0.33,0.56,19.8,1.901,97.61,0
7/2/23 04:00,0,0,116.7,0.3,0.62,19.5,1.877,97.57,0
7/2/23 05:00,0,0,132.1,0.28,0.51,19.2,1.885,97.57,0
7/2/23 06:00,0,0,137.4,0.28,0.59,19.1,1.891,97.62,0
7/2/23 07:00,0,0,125.2,0.37,0.68,19.1,1.918,97.61,0
7/2/23 08:00,0,0,123.4,0.3,0.58,19.4,1.964,97.62,0.01
7/2/23 09:00,0,0,114.6,0.47,0.92,19.9,2.009,97.62,0.02
7/2/23 10:00,0.4,0,104.7,0.5,0.87,20.3,2.059,97.59,0.01
7/2/23 11:00,1.2,0,92.8,0.49,1.24,20.4,2.057,97.53,0
7/2/23 12:00,1.6,0,87.9,0.38,1.18,20.6,2.09,97.52,0.01
7/2/23 13:00,1.4,0,84.2,0.39,1.24,21,2.106,97.55,0
7/2/23 14:00,6.2,0,85.2,0.39,3.48,21,2.11,97.55,0
7/2/23 15:00,11.1,0,73.4,0.33,1.24,21.6,2.115,97.54,0.01
7/2/23 16:00,9,0,73.4,0.34,1.5,22.1,2.154,97.54,0
7/2/23 17:00,13.6,0,100.4,0.35,0.97,22.3,2.197,97.53,0
7/2/23 18:00,10.9,0,108.6,0.38,2.42,22.8,2.163,97.49,0.04
7/2/23 19:00,0.8,0,126.2,0.31,1.04,23,2.133,97.45,0.07
7/2/23 20:00,0,0,164,0.24,2.7,22.6,2.078,97.47,0.03
7/2/23 21:00,0,0,156.7,0.29,0.55,22.2,2.052,97.49,0
7/2/23 22:00,0,0,193.4,0.35,0.99,20.6,2.031,97.57,0
7/2/23 23:00,0,0,171.2,0.28,1.22,19.3,2.024,97.55,0
7/3/23 00:00,0,0,88.6,0.2,0.51,19,2.018,97.58,0.01
7/3/23 01:00,0,0,73.3,0.28,0.92,19,2.013,97.63,0.01
7/3/23 02:00,0,0,74.8,0.34,1.13,19.1,2.005,97.6,0.01
7/3/23 03:00,0,0.136,87,0.31,0.61,19,1.94,97.57,0
7/3/23 04:00,0,0.153,55.9,0.2,0.53,18.8,1.815,97.54,0
7/3/23 05:00,0,0.255,81.7,0.23,0.52,18.5,1.785,97.54,0
7/3/23 06:00,0,0.34,84.1,0.26,0.62,18.6,1.777,97.57,0.01
7/3/23 07:00,0,0.34,74.1,0.27,0.73,19,1.772,97.63,0.02
7/3/23 08:00,0,0,80.3,0.32,0.62,19.4,1.779,97.68,0.01
7/3/23 09:00,2.2,0,80.7,0.38,0.75,19.7,1.787,97.7,0.01
7/3/23 10:00,13.9,0,83.9,0.4,0.9,20.1,1.798,97.7,0.01
7/3/23 11:00,13,0,82.5,0.39,0.98,20.7,1.863,97.7,0
7/3/23 12:00,6.7,0,82.6,0.43,1.09,20.8,1.926,97.71,0
7/3/23 13:00,14.5,0,79.2,0.43,1.06,20.8,1.98,97.71,0
7/3/23 14:00,14.8,0,91.5,0.39,0.69,21.2,2.036,97.69,0
7/3/23 15:00,18.3,0,90,0.4,0.94,21.6,1.928,97.67,0
7/3/23 16:00,20.5,0,118.8,0.54,1.13,22,1.918,97.64,0.03
7/3/23 17:00,15.7,0,152.6,0.46,0.93,22.7,1.939,97.61,0.06
7/3/23 18:00,14.5,0,158.7,0.52,1.24,22.9,1.949,97.61,0.09
7/3/23 19:00,6.7,0,181.6,0.32,0.74,23.1,1.954,97.57,0.12
7/3/23 20:00,0,0,235.5,0.15,0.42,22.6,1.953,97.57,0.11
7/3/23 21:00,0,0,42.2,0.12,0.59,21.8,1.939,97.63,0.07
7/3/23 22:00,0,0,353.1,0.12,0.36,21.1,1.809,97.7,0.05
7/3/23 23:00,0,0,41.7,0.14,0.38,20.6,1.706,97.74,0.04
7/4/23 00:00,0,0,69.5,0.12,0.37,20.2,1.641,97.77,0.03
7/4/23 01:00,0,0,38.6,0.21,0.41,19.8,1.599,97.8,0.03
7/4/23 02:00,0,0,23,0.18,0.38,19.3,1.547,97.83,0.03
7/4/23 03:00,0,0,19.8,0.15,0.36,19.1,1.498,97.84,0.03
7/4/23 04:00,0,0,50.7,0.17,0.38,19.2,1.466,97.83,0.03
7/4/23 05:00,0,0,61.7,0.19,0.52,19.2,1.429,97.84,0.02
7/4/23 06:00,0,0,82,0.17,0.36,19.1,1.408,97.86,0.02
7/4/23 07:00,0,0,82.5,0.22,0.46,19.2,1.399,97.91,0.02
7/4/23 08:00,2.3,0,63.3,0.27,0.68,19.9,1.458,97.97,0.04
7/4/23 09:00,10.7,0,82.4,0.24,0.52,20.6,1.572,98.02,0.02
7/4/23 10:00,24.2,0,87,0.32,0.83,21.6,1.722,98.03,0.04
7/4/23 11:00,19.8,0,191.2,0.25,0.74,22.4,1.99,98.03,0.15
7/4/23 12:00,19.4,0,194.1,0.33,1.34,22.6,2.128,98.08,0.25
7/4/23 13:00,30.6,0,173.8,0.32,0.95,23.5,2.057,98.1,0.36
7/4/23 14:00,28.9,0,176.1,0.33,0.82,23.9,1.975,98.11,0.41
7/4/23 15:00,27.7,0,186.9,0.35,0.88,24.2,1.882,98.1,0.47
7/4/23 16:00,21.5,0,192.1,0.5,1.38,24.9,1.827,98.06,0.64
7/4/23 17:00,20.6,0,199.5,0.46,1.11,25.5,1.932,98.03,0.77
7/4/23 18:00,9.2,0,195.5,0.43,1.01,25.8,2.001,97.99,0.84
7/4/23 19:00,0.2,0,204.3,0.38,0.95,25.3,2.094,97.99,0.76
7/4/23 20:00,0,0,222.5,0.19,0.55,24.2,2.116,98.02,0.53
7/4/23 21:00,0,0,245.5,0.23,0.59,22.8,2.164,98.06,0.28
7/4/23 22:00,0,0,301,0.17,0.39,21.6,2.072,98.11,0.17
7/4/23 23:00,0,0,271.6,0.14,0.34,20.7,1.952,98.18,0.12
7/5/23 00:00,0,0,261.6,0.19,0.55,20,1.878,98.19,0.1
7/5/23 01:00,0,0,265.7,0.15,0.45,19.5,1.831,98.24,0.08
7/5/23 02:00,0,0,357.7,0.2,0.43,19.1,1.788,98.26,0.08
7/5/23 03:00,0,0,2.5,0.2,0.4,18.7,1.777,98.22,0.07
7/5/23 04:00,0,0,17.1,0.21,0.41,18.4,1.736,98.21,0.06
7/5/23 05:00,0,0,9.8,0.16,0.38,18.1,1.702,98.22,0.05
7/5/23 06:00,0,0,85,0.14,0.41,17.8,1.695,98.23,0.05
7/5/23 07:00,0.5,0,100.8,0.13,0.35,17.6,1.707,98.25,0.05
7/5/23 08:00,14.3,0,79.7,0.2,0.65,18,1.786,98.26,0.06
7/5/23 09:00,30.6,0,41.5,0.23,0.53,19.6,1.989,98.29,0.09
7/5/23 10:00,29.2,0,52.1,0.27,0.54,22.1,2.25,98.3,0.13
7/5/23 11:00,34.6,0,184.2,0.27,0.81,24.5,2.299,98.27,0.37
7/5/23 12:00,37.9,0,220,0.33,0.97,25.8,2.328,98.24,0.68
7/5/23 13:00,30.5,0,187.2,0.34,0.88,26.5,2.32,98.22,0.92
7/5/23 14:00,28.4,0,202,0.29,1.37,27,2.318,98.19,1.17
7/5/23 15:00,28.2,0,175.4,0.36,2.51,28,2.371,98.17,1.52
7/5/23 16:00,20.5,0,169.3,0.29,0.94,28.5,2.372,98.12,1.73
7/5/23 17:00,17.8,0,242.9,0.18,0.69,27.8,2.427,98.06,1.44
7/5/23 18:00,5.7,0,241.6,0.22,0.81,27.7,2.418,97.98,1.51
7/5/23 19:00,0.3,0,339,0.32,0.91,26.7,2.437,97.92,1.29
7/5/23 20:00,0,0,235.7,0.24,0.52,25.3,2.412,97.93,0.86
7/5/23 21:00,0,0,257.7,0.22,0.7,24.1,2.382,97.95,0.51
7/5/23 22:00,0,0,268.5,0.21,0.62,23,2.314,98,0.38
7/5/23 23:00,0,0,270.8,0.29,0.7,22,2.213,98.07,0.28
7/6/23 00:00,0,0,300.6,0.14,0.38,21,2.144,98.07,0.23
7/6/23 01:00,0,0,258.7,0.15,3.86,20.3,2.099,98.05,0.18
7/6/23 02:00,0,0,232.3,0.18,0.42,19.6,2.069,98.05,0.15
7/6/23 03:00,0,0,294.2,0.18,0.49,19.2,2.059,98.02,0.12
7/6/23 04:00,0,0,354,0.25,0.49,18.8,2.049,97.99,0.1
7/6/23 05:00,0,0,13.3,0.2,0.49,18.5,2.051,97.97,0.09
7/6/23 06:00,0,0,18.1,0.28,0.5,18.2,2.068,97.97,0.08
7/6/23 07:00,1.1,0,31.5,0.21,0.65,18,2.101,97.95,0.08
7/6/23 08:00,16.3,0,21,0.25,1.84,18.5,2.143,97.96,0.09
7/6/23 09:00,30.7,0,33.4,0.19,0.46,20.3,2.202,97.95,0.13
7/6/23 10:00,32.6,0,50,0.26,0.74,23.1,2.34,97.94,0.23
7/6/23 11:00,33.6,0,187.6,0.29,0.84,25.6,2.671,97.9,0.58
7/6/23 12:00,45.1,0,198.2,0.3,0.85,27.4,2.867,97.86,1.12
7/6/23 13:00,35.9,0,175.2,0.26,1.02,28.3,2.783,97.82,1.42
7/6/23 14:00,35.1,0,257,0.28,1.31,28.5,2.564,97.77,1.63
7/6/23 15:00,30.8,0,301.3,0.25,0.85,28.5,2.598,97.73,1.64
7/6/23 16:00,27,0,311,0.26,0.72,28.5,2.626,97.68,1.56
7/6/23 17:00,22.6,0,311.9,0.27,0.9,28.3,2.691,97.64,1.5
7/6/23 18:00,12.1,0,312.7,0.21,0.73,27.7,2.832,97.61,1.35
7/6/23 19:00,4.4,0,293.4,0.19,0.57,26.5,2.837,97.62,0.98
7/6/23 20:00,0,0,262.4,0.3,0.82,25.5,2.761,97.64,0.76
7/6/23 21:00,0,0,226.1,0.39,0.99,24.3,2.65,97.68,0.53
7/6/23 22:00,0,0,179.9,0.2,0.53,22,2.535,97.71,0.28
7/6/23 23:00,0,0,18.6,0.17,4.22,21.2,2.479,97.71,0.19
7/7/23 00:00,0,0,9.6,0.13,0.36,20.7,2.451,97.76,0.15
7/7/23 01:00,0,0,57.8,0.15,2.32,20.2,2.398,97.74,0.12
7/7/23 02:00,0,0,346.7,0.11,0.35,19.9,2.348,97.71,0.12
7/7/23 03:00,0,0,288,0.15,0.36,19.6,2.311,97.69,0.1
7/7/23 04:00,0,0,14.7,0.18,0.46,19.4,2.269,97.69,0.09
7/7/23 05:00,0,0,17.9,0.26,0.47,19.3,2.224,97.71,0.08
7/7/23 06:00,0,0,13.8,0.22,0.42,19.3,2.204,97.72,0.09
7/7/23 07:00,0,0,10.4,0.25,0.41,19.5,2.211,97.75,0.08
7/7/23 08:00,1.9,0,28.5,0.22,0.52,20.1,2.237,97.77,0.09
7/7/23 09:00,13.8,0,61.5,0.25,1.73,21.1,2.302,97.8,0.09
7/7/23 10:00,15.7,0,49,0.26,0.73,22.4,2.379,97.81,0.14
7/7/23 11:00,15.3,0,212.7,0.26,0.71,22.9,2.393,97.82,0.24
7/7/23 12:00,23.5,0,214.1,0.28,0.96,23.4,2.423,97.83,0.32
7/7/23 13:00,28.1,0,186.7,0.29,0.82,24.4,2.489,97.81,0.45
7/7/23 14:00,33.5,0,250.7,0.34,1.49,25.4,2.484,97.78,0.62
7/7/23 15:00,30.7,0,221.3,0.44,1.06,26,2.579,97.78,0.77
7/7/23 16:00,21,0,217.8,0.44,1.88,26.2,2.652,97.76,0.86
7/7/23 17:00,18.1,0,218,0.54,1.13,26,2.69,97.74,0.92
7/7/23 18:00,12,0,215.5,0.56,1.29,25.8,2.745,97.73,0.94
7/7/23 19:00,4.3,0,196.1,0.57,1.27,25.5,2.741,97.73,0.98
7/7/23 20:00,0.1,0,197.5,0.38,1.48,24.7,2.717,97.75,0.89
7/7/23 21:00,0,0,215.9,0.22,0.59,23.1,2.665,97.78,0.6
7/7/23 22:00,0,0,280.4,0.29,0.65,21.3,2.424,97.82,0.41
7/7/23 23:00,0,0,337.6,0.24,2.59,20.2,2.231,97.88,0.33
7/8/23 00:00,0,0,66.9,0.17,0.63,19.9,2.193,97.9,0.32
7/8/23 01:00,0,0,159.3,0.18,0.47,19.5,2.193,97.94,0.35
7/8/23 02:00,0,0,111.2,0.18,0.48,18.5,2.203,97.94,0.33
7/8/23 03:00,0,0,23,0.46,0.79,17.4,2.185,97.89,0.27
7/8/23 04:00,0,0,17.8,0.73,1.08,16.6,2.163,97.9,0.21
7/8/23 05:00,0,0,26.3,0.52,0.92,15.8,2.124,97.91,0.15
7/8/23 06:00,0,0,37.6,0.31,0.65,15.2,2.132,97.92,0.12
7/8/23 07:00,0.2,0,24.7,0.21,0.6,15.1,2.179,97.89,0.11
7/8/23 08:00,10.1,0,92.4,0.2,0.54,15.8,2.245,97.91,0.13
7/8/23 09:00,26.6,0,41.3,0.32,1.25,17.7,2.287,97.92,0.21
7/8/23 10:00,30.4,0,135.4,0.28,0.82,20.2,2.35,97.88,0.43
7/8/23 11:00,33.7,0,203,0.37,1,22,2.432,97.82,0.59
7/8/23 12:00,42,0,205.8,0.33,0.8,23.4,2.456,97.79,0.81
7/8/23 13:00,35.5,0,193.4,0.31,0.97,24.5,2.454,97.79,1.07
7/8/23 14:00,41.6,0,207.9,0.47,1.25,25.5,2.511,97.73,1.38
7/8/23 15:00,32.7,0,192.6,0.4,1.41,26.2,2.582,97.67,1.55
7/8/23 16:00,25.4,0,202.4,0.32,0.8,26.3,2.615,97.6,1.44
7/8/23 17:00,18.9,0,236.1,0.24,0.68,25.9,2.689,97.55,1.25
7/8/23 18:00,15,0,246.3,0.34,0.76,25.3,2.698,97.47,1
7/8/23 19:00,7.8,0,294.1,0.1,0.86,24.6,2.71,97.44,0.74
7/8/23 20:00,4.4,0,263.8,0.09,0.32,24.2,2.637,97.43,0.68
7/8/23 21:00,0,0,232.4,0.21,0.58,23.2,2.53,97.46,0.54
7/8/23 22:00,0,0,248.9,0.27,0.59,21.9,2.443,97.51,0.37
7/8/23 23:00,0,0,305.8,0.22,0.43,21,2.385,97.55,0.29
7/9/23 00:00,0,0,323.4,0.16,0.43,20.4,2.328,97.55,0.27
7/9/23 01:00,0,0,302.8,0.13,0.35,20.3,2.276,97.52,0.25
7/9/23 02:00,0,0,209.1,0.15,0.43,20,2.207,97.49,0.21
7/9/23 03:00,0,0,176,0.21,0.42,19.7,2.176,97.47,0.18
7/9/23 04:00,0,0,229.2,0.18,2.26,19.5,2.187,97.48,0.15
7/9/23 05:00,0,0,252,0.17,2.7,19.3,2.2,97.47,0.13
7/9/23 06:00,0,0,185.3,0.14,0.38,19.2,2.195,97.5,0.13
7/9/23 07:00,0,0,119.9,0.24,0.61,19.3,2.204,97.51,0.13
7/9/23 08:00,0,0,140.6,0.2,0.46,19.5,2.281,97.51,0.13
7/9/23 09:00,0,0.409,105.1,0.23,0.54,19.6,2.395,97.57,0.1
7/9/23 10:00,0.5,0.902,43.3,0.3,0.79,19.5,2.528,97.59,0.08
7/9/23 11:00,8.3,0.017,41.5,0.23,0.44,19.7,2.561,97.56,0.07
7/9/23 12:00,7.1,0.017,65.2,0.32,0.68,20.1,2.494,97.6,0.06
7/9/23 13:00,3.8,0,65.3,0.26,0.54,20.1,2.537,97.63,0.06
7/9/23 14:00,19.9,0,89.4,0.29,0.71,20.4,2.556,97.57,0.07
7/9/23 15:00,23.3,0,97.2,0.27,1.32,21.2,2.551,97.51,0.1
7/9/23 16:00,22,0,261.6,0.25,1.2,22.2,2.511,97.44,0.25
7/9/23 17:00,11.9,0,217.7,0.44,2.77,22.7,2.493,97.4,0.37
7/9/23 18:00,7.9,0,214,0.24,0.79,22.2,2.48,97.39,0.25
7/9/23 19:00,9,0,283.6,0.16,0.59,21.8,2.467,97.43,0.22
7/9/23 20:00,1.1,0,181.4,0.32,1.44,21.3,2.482,97.5,0.36
7/9/23 21:00,0,0,182,0.2,0.63,20.5,2.49,97.53,0.27
7/9/23 22:00,0,0,174.3,0.24,0.54,20,2.402,97.57,0.18
7/9/23 23:00,0,0,239.8,0.17,0.46,19.5,2.309,97.61,0.12
7/10/23 00:00,0,0,42.4,0.2,0.55,19.2,2.234,97.63,0.1
7/10/23 01:00,0,0,18.1,0.23,0.62,18.8,2.179,97.63,0.08
7/10/23 02:00,0,0,17.6,0.35,0.61,17.9,2.129,97.64,0.08
7/10/23 03:00,0,0,16.7,0.24,0.48,17.3,2.089,97.64,0.07
7/10/23 04:00,0,0,117.1,0.11,0.36,16.7,2.053,97.67,0.06
7/10/23 05:00,0,0,26.4,0.17,0.45,16.2,2.017,97.66,0.06
7/10/23 06:00,0,0,246.8,0.21,0.57,16.2,1.982,97.7,0.07
7/10/23 07:00,0,0,147.9,0.2,0.57,16.8,1.96,97.77,0.07
7/10/23 08:00,0,0,164,0.18,0.43,17.3,2.011,97.83,0.07
7/10/23 09:00,7.6,0,105.9,0.27,0.72,18.2,2.195,97.88,0.07
7/10/23 10:00,23.9,0,151.3,0.4,1.8,19.7,2.525,97.89,0.17
7/10/23 11:00,28.1,0,195.9,0.3,1.16,21.1,2.697,97.88,0.35
7/10/23 12:00,45.5,0,205.3,0.49,1.23,22.1,2.632,97.87,0.51
7/10/23 13:00,34.1,0,197.7,0.54,1.38,23.3,2.54,97.87,0.93
7/10/23 14:00,46.4,0,199.8,0.43,1.47,23.9,2.399,97.85,1.11
7/10/23 15:00,36.3,0,212.8,0.36,1.24,24.6,2.25,97.84,1.29
7/10/23 16:00,19.3,0,209.6,0.45,1.38,24.8,2.169,97.84,1.37
7/10/23 17:00,11.5,0,204.5,0.48,1.21,24.9,2.298,97.82,1.48
7/10/23 18:00,7.6,0,201.2,0.36,0.91,24.3,2.201,97.81,1.32
7/10/23 19:00,0.3,0,208.8,0.31,0.95,23.9,2.21,97.81,1.22
7/10/23 20:00,0,0,203.5,0.32,1.22,22.5,2.37,97.85,0.9
7/10/23 21:00,0,0,285.7,0.32,1.42,20.9,2.488,97.87,0.53
7/10/23 22:00,0,0,356.8,0.14,0.36,19.4,2.419,97.9,0.37
7/10/23 23:00,0,0,354.9,0.26,1.87,18.1,2.351,97.94,0.28
7/11/23 00:00,0,0,3.5,0.59,0.93,17.2,2.261,97.94,0.24
7/11/23 01:00,0,0,18.8,0.6,3.1,16.6,2.19,97.93,0.18
7/11/23 02:00,0,0,29.2,0.32,1.33,16.2,2.137,97.91,0.15
7/11/23 03:00,0,0,35.6,0.31,0.56,15.8,2.103,97.91,0.12
7/11/23 04:00,0,0,4.6,0.26,0.5,15.5,2.071,97.92,0.1
7/11/23 05:00,0,0,33.9,0.38,0.81,15.2,2.04,97.93,0.08
7/11/23 06:00,0,0,5.1,0.56,0.82,14.9,2.01,97.99,0.08
