date,solar.rad.wm2,precip.mm,wind.direction.degrees,wind.spd.ms,gust.speed.ms,air.temp.c,vapor.pressure.kpa,atm.pressure.kpa,min.airtemp.c,max.airtemp.c,rh.degc,max.precip.rate.mmhr,vpd.kpa
2023-05-07 09:00:00,39.4,0,39.2,0.45,0.89,12.6,1.253,98.18,11.6,14,12.2,0,0.21
2023-05-07 10:00:00,43.6,0,86.4,0.35,0.98,14.9,1.292,98.12,13.5,16.4,14.3,0,0.4
2023-05-07 11:00:00,42.4,0,43.8,0.36,0.92,16.8,1.246,98.04,15.8,17.6,16.4,0,0.67
2023-05-07 12:00:00,41.2,0,128,0.26,0.73,17.5,1.231,98.04,17.1,18.1,17.3,0,0.76
2023-05-07 13:00:00,38.9,0.17,33.5,0.42,0.93,16.6,1.55,98.03,16.1,18.2,17.1,1.8,0.33
2023-05-07 14:00:00,40.6,0.272,81.2,0.32,1.3,16.1,1.701,97.95,15.9,16.3,16.3,1.2,0.12
2023-05-07 15:00:00,38.3,0.102,95.7,0.34,0.78,16.1,1.747,97.82,15.9,16.3,16.3,1.2,0.08
2023-05-07 16:00:00,26.5,0.017,113.2,0.34,1.3,16.1,1.747,97.76,16,16.3,16.2,1.2,0.08
2023-05-07 17:00:00,12.7,0,157.2,0.31,1.36,16,1.749,97.73,16,16.2,16,0,0.07
2023-05-07 18:00:00,29.2,0,172.4,0.41,0.78,16.5,1.815,97.67,16,17.3,16.3,0,0.06
2023-05-07 19:00:00,11.6,0,195.6,0.26,0.81,17.1,1.83,97.64,16.9,17.3,16.9,0,0.12
2023-05-07 20:00:00,0.5,0,126.7,0.22,0.51,16.8,1.784,97.64,16.5,17.1,16.7,0,0.12
2023-05-07 21:00:00,0,0,166.7,0.18,0.44,16.3,1.755,97.64,16,16.7,16.3,0,0.1
2023-05-07 22:00:00,0,0,173.6,0.23,0.51,15.6,1.71,97.67,15.1,16.1,15.7,0,0.06
2023-05-07 23:00:00,0,0,1.9,0.3,0.61,14.9,1.664,97.64,14.6,15.3,15,0,0.03
2023-05-08 00:00:00,0,0,34.4,0.51,0.89,14.4,1.623,97.58,14.2,14.7,14.4,0,0.02
2023-05-08 01:00:00,0,0,33.1,0.42,0.85,14.1,1.596,97.54,13.9,14.3,14.1,0,0.01
2023-05-08 02:00:00,0,0,26.1,0.33,0.6,14.6,1.626,97.55,14.1,15.5,14.2,0,0.04
2023-05-08 03:00:00,0,0,26.7,0.19,0.45,15.3,1.718,97.54,15,15.6,14.9,0,0.02
2023-05-08 04:00:00,0,0,40.4,0.14,0.59,15.5,1.755,97.55,15.1,15.8,15.3,0,0.01
2023-05-08 05:00:00,0,0,153.8,0.24,0.72,15.6,1.765,97.55,15,15.9,15.4,0,0.01
2023-05-08 06:00:00,0,0,173.9,0.19,0.58,15.5,1.756,97.6,15.2,15.9,15.3,0,0
2023-05-08 07:00:00,1,0,94.3,0.18,0.46,14.8,1.683,97.68,14.5,15.4,14.9,0,0
2023-05-08 08:00:00,12.8,0,37.6,0.3,0.82,14.8,1.624,97.75,14.5,15,14.7,0,0.06
2023-05-08 09:00:00,13.5,0,153.8,0.39,1.09,14.9,1.54,97.81,14.7,15.2,14.8,0,0.15
2023-05-08 10:00:00,54,0,140.6,0.43,1.45,15.1,1.497,97.84,14.7,15.4,15.1,0,0.21
2023-05-08 11:00:00,88.6,0,38.9,0.57,2.15,15.6,1.485,97.89,15.2,16.2,16,0,0.28
2023-05-08 12:00:00,139.8,0,20.6,0.62,2.16,16.6,1.476,97.87,15.2,17.4,17.4,0,0.41
2023-05-08 13:00:00,103.8,0,121,0.57,2.56,17.4,1.439,97.84,16.4,18.4,18,0,0.55
2023-05-08 14:00:00,120.1,0,126.4,0.47,2.22,18.4,1.43,97.84,17.5,19.1,19,0,0.68
2023-05-08 15:00:00,91.6,0,132.7,0.52,2.34,18.9,1.397,97.79,18.1,19.5,19.4,0,0.78
2023-05-08 16:00:00,169,0,252.9,0.39,1.28,19.6,1.409,97.74,18.3,20.1,20.7,0,0.86
2023-05-08 17:00:00,35.1,0,72.6,0.42,2.72,19.8,1.37,97.71,19.4,20.1,20,0,0.93
2023-05-08 18:00:00,24.7,0,337.9,0.33,1.82,19.8,1.355,97.7,19.5,20.2,19.8,0,0.95
2023-05-08 19:00:00,12.6,0,61,0.24,0.59,19.4,1.343,97.68,19.1,19.8,19.4,0,0.92
2023-05-08 20:00:00,1.4,0,101.3,0.21,0.52,18.5,1.392,97.69,17.8,19.1,18.6,0,0.73
2023-05-08 21:00:00,0,0,23.8,0.25,0.67,17.4,1.424,97.75,16.6,18,17.5,0,0.56
2023-05-08 22:00:00,0,0,9.9,0.44,0.74,16.2,1.45,97.74,15.7,16.8,16.5,0,0.39
2023-05-08 23:00:00,0,0,56.6,0.27,0.58,15.4,1.489,97.76,15.1,15.8,15.6,0,0.26
2023-05-09 00:00:00,0,0,101.1,0.32,0.75,15.1,1.488,97.75,14.7,15.8,15.1,0,0.22
2023-05-09 01:00:00,0,0,109.7,0.26,0.63,14.7,1.474,97.76,14.5,15.1,14.8,0,0.2
2023-05-09 02:00:00,0,0,326.1,0.25,2.62,14.3,1.438,97.76,14,14.6,14.4,0,0.19
2023-05-09 03:00:00,0,0,8.6,0.43,0.94,13.7,1.391,97.7,13.3,14.1,13.8,0,0.17
2023-05-09 04:00:00,0,0,20.9,0.69,1.03,13,1.297,97.68,12.8,13.4,13.2,0,0.2
2023-05-09 05:00:00,0,0,32.9,0.51,1,12.4,1.263,97.76,11.6,13.1,12.7,0,0.18
2023-05-09 06:00:00,0,0,112.2,0.45,0.94,11.5,1.218,97.74,11.1,12.1,11.8,0,0.14
2023-05-09 07:00:00,0.7,0,129.1,0.42,0.96,11.2,1.195,97.81,10.9,11.8,11.3,0,0.14
2023-05-09 08:00:00,10.7,0,84.2,0.23,0.83,11,1.227,97.88,10.9,11.3,11.1,0,0.09
2023-05-09 09:00:00,52.8,0,77.1,0.42,1.21,12.4,1.288,97.89,11.2,13.9,12.1,0,0.15
2023-05-09 10:00:00,56.1,0,121.5,0.36,1.32,14.3,1.179,97.96,13.5,15.3,14,0,0.45
2023-05-09 11:00:00,88,0,38,0.5,1.8,16,1.105,98.03,15.1,16.6,16,0,0.71
2023-05-09 12:00:00,133.6,0,144.6,0.5,2.09,17.3,1.029,98.05,15.5,18.4,17.7,0,0.94
2023-05-09 13:00:00,91.1,0,133.1,0.64,3.08,19.3,0.934,98.04,18.3,20.4,19.4,0,1.3
2023-05-09 14:00:00,104.9,0,141.1,0.65,2.81,20.3,0.868,98.01,19.5,21.1,20.6,0,1.52
2023-05-09 15:00:00,81.9,0,184.5,0.84,3.6,21.2,0.776,98,20.4,21.8,21.4,0,1.74
2023-05-09 16:00:00,148.8,0,183.4,0.68,3.4,21.4,0.755,98,20.4,22.1,22.3,0,1.8
2023-05-09 17:00:00,33.1,0,182.3,0.54,1.95,21.3,0.776,98.02,20.8,21.7,21.4,0,1.75
2023-05-09 18:00:00,19.4,0,196.2,0.62,2.27,20.9,0.791,98.04,20.5,21.4,20.9,0,1.69
2023-05-09 19:00:00,21,0,232.7,0.45,1.53,20.2,0.755,98.07,19.5,20.8,20.3,0,1.61
2023-05-09 20:00:00,2.6,0,199.2,0.35,1.77,18.8,0.697,98.18,17.8,19.8,19,0,1.47
2023-05-09 21:00:00,0,0,304.9,0.34,0.94,16.8,0.668,98.3,15.2,17.9,17.2,0,1.25
2023-05-09 22:00:00,0,0,67,0.4,1.02,14.8,0.694,98.35,13.6,16,15.3,0,0.98
2023-05-09 23:00:00,0,0,3.3,0.54,1.06,12.6,0.771,98.43,11.4,13.9,13.3,0,0.69
2023-05-10 00:00:00,0,0,56.6,0.42,0.95,10.9,0.77,98.47,10.2,12,11.6,0,0.54
2023-05-10 01:00:00,0,0,28.8,0.29,1.11,9.8,0.773,98.51,9.1,10.3,10.3,0,0.43
2023-05-10 02:00:00,0,0,7.2,0.74,1.38,8.8,0.767,98.54,8.2,9.4,9.3,0,0.37
2023-05-10 03:00:00,0,0,26.5,0.6,1.27,8.1,0.774,98.55,7.8,8.5,8.4,0,0.31
2023-05-10 04:00:00,0,0,69.9,0.26,0.82,7.6,0.758,98.59,7.1,8.1,7.9,0,0.29
2023-05-10 05:00:00,0,0,82.1,0.16,0.51,6.9,0.75,98.62,6.5,7.3,7.2,0,0.24
2023-05-10 06:00:00,0,0,17.1,0.64,1.12,6.1,0.739,98.64,5.6,6.6,6.6,0,0.2
2023-05-10 07:00:00,0.9,0,7.5,0.79,1.23,5.4,0.73,98.69,5.2,5.8,5.8,0,0.17
2023-05-10 08:00:00,32.1,0,22.2,0.63,1.12,6,0.763,98.77,5.2,7.1,6,0,0.17
2023-05-10 09:00:00,69.4,0,69.7,0.47,1.31,8.8,0.865,98.8,6.9,11.2,8.3,0,0.27
2023-05-10 10:00:00,91.9,0,105.7,0.65,2.45,12.4,0.742,98.86,10.9,13.4,12,0,0.7
2023-05-10 11:00:00,113.2,0,124.8,0.63,1.94,14,0.704,98.85,13.2,15,14.4,0,0.9
2023-05-10 12:00:00,153.7,0,37.8,0.67,2.34,15.7,0.632,98.82,14.3,16.7,16.2,0,1.15
2023-05-10 13:00:00,106.4,0,121.6,0.55,2.38,17,0.585,98.74,16.3,17.8,17.5,0,1.35
2023-05-10 14:00:00,113,0,72.9,0.48,2.34,17.8,0.645,98.7,17.1,18.3,18.5,0,1.4
2023-05-10 15:00:00,88.9,0,53.5,0.49,1.41,18.7,0.659,98.65,18.1,19.2,19.1,0,1.5
2023-05-10 16:00:00,106.7,0,48.7,0.41,1.79,19.1,0.655,98.61,17.9,19.5,19.8,0,1.55
2023-05-10 17:00:00,51.3,0,20.8,0.29,0.94,19.4,0.649,98.57,18.9,19.8,19.6,0,1.6
2023-05-10 18:00:00,34,0,26.4,0.32,1.38,19.5,0.651,98.54,19,19.9,19.6,0,1.62
2023-05-10 19:00:00,23.3,0,34.6,0.24,0.82,19.4,0.692,98.54,18.6,19.6,19.4,0,1.55
2023-05-10 20:00:00,6.8,0,62.2,0.27,0.81,17.9,0.809,98.54,16.6,19,18.4,0,1.24
2023-05-10 21:00:00,0,0,7.6,0.41,0.89,15.1,0.924,98.56,13.7,16.6,16.1,0,0.79
2023-05-10 22:00:00,0,0,351.6,0.54,0.94,12.7,0.93,98.61,11.7,13.8,13.6,0,0.54
2023-05-10 23:00:00,0,0,51.7,0.37,0.88,11,0.895,98.62,10.3,11.8,11.7,0,0.42
2023-05-11 00:00:00,0,0,332.9,0.36,1.06,9.8,0.884,98.62,9.2,10.4,10.4,0,0.33
2023-05-11 01:00:00,0,0,11.9,0.77,1.11,8.9,0.879,98.61,8.4,9.4,9.5,0,0.26
2023-05-11 02:00:00,0,0,45.3,0.56,1.19,8.1,0.86,98.58,7.7,8.6,8.5,0,0.22
2023-05-11 03:00:00,0,0,56.4,0.25,0.47,7.3,0.852,98.56,6.9,7.8,7.8,0,0.17
2023-05-11 04:00:00,0,0,12.6,0.52,1.02,6.7,0.849,98.54,6.3,7,7.1,0,0.13
2023-05-11 05:00:00,0,0,5.4,0.67,1.15,6.2,0.846,98.58,5.9,6.5,6.5,0,0.1
2023-05-11 06:00:00,0,0,24.6,0.72,1,5.8,0.842,98.6,5.6,6.1,6.1,0,0.08
2023-05-11 07:00:00,5.5,0,30.5,0.62,0.94,5.6,0.841,98.64,5.5,5.9,5.8,0,0.07
2023-05-11 08:00:00,43.8,0,22.2,0.55,0.92,6.6,0.905,98.68,5.7,7.9,6.6,0,0.07
2023-05-11 09:00:00,77.6,0,57.5,0.47,1.2,9.4,1.056,98.71,7.7,11.4,9.1,0,0.13
2023-05-11 10:00:00,90,0,57.7,0.52,1.33,14.2,1.279,98.7,11.2,17.4,13.3,0,0.34
2023-05-11 11:00:00,101.9,0,61.7,0.5,1.48,18.5,1.093,98.67,16.3,19.8,17.8,0,1.04
2023-05-11 12:00:00,172.3,0,103.6,0.49,2.37,20.5,0.968,98.64,18.9,21.7,21,0,1.44
2023-05-11 13:00:00,86.4,0,120.4,0.5,1.65,22,0.968,98.62,21.2,22.6,22.2,0,1.67
2023-05-11 14:00:00,98.5,0,145.9,0.41,1.56,22.8,0.917,98.56,21.8,23.6,23.2,0,1.86
2023-05-11 15:00:00,69.7,0,135.8,0.41,1.78,23.6,0.835,98.49,23.2,24.3,23.8,0,2.08
2023-05-11 16:00:00,140.8,0,206.8,0.51,1.52,24.4,0.855,98.43,23,25,25,0,2.2
2023-05-11 17:00:00,30.9,0,145.9,0.41,1.14,24.4,0.816,98.4,24,24.7,24.4,0,2.23
2023-05-11 18:00:00,16.2,0,165.8,0.25,0.72,24.2,0.83,98.37,24,24.6,24,0,2.2
2023-05-11 19:00:00,16.7,0,132.4,0.19,0.75,23.6,0.851,98.36,22.5,24.4,23.6,0,2.07
2023-05-11 20:00:00,0,0,46,0.22,0.55,21.2,1.02,98.35,19.6,22.9,21.9,0,1.49
2023-05-11 21:00:00,0,0,12.4,0.27,0.65,18.2,1.094,98.41,16.9,19.7,19.2,0,1
2023-05-11 22:00:00,0,0,1.5,0.47,0.81,16,1.087,98.47,15,17,16.8,0,0.72
2023-05-11 23:00:00,0,0,54.4,0.24,0.74,14.4,1.057,98.49,13.7,15.1,14.9,0,0.58
2023-05-12 00:00:00,0,0,346.3,0.39,0.82,13.2,1.053,98.46,12.7,13.8,13.6,0,0.47
2023-05-12 01:00:00,0,0,4.8,0.71,0.94,12.3,1.049,98.43,11.8,12.7,12.7,0,0.38
2023-05-12 02:00:00,0,0,56.9,0.39,0.72,11.4,1.038,98.41,10.9,11.8,11.8,0,0.31
2023-05-12 03:00:00,0,0,81.8,0.2,0.63,10.4,1.029,98.38,10.1,11,10.9,0,0.24
2023-05-12 04:00:00,0,0,9.2,0.7,1.02,9.8,1.026,98.38,9.4,10.2,10.1,0,0.18
2023-05-12 05:00:00,0,0,21.7,0.91,1.15,9.2,1.026,98.39,8.9,9.5,9.5,0,0.13
2023-05-12 06:00:00,0,0,45.4,0.44,1,8.7,1.024,98.43,8.4,9.1,9,0,0.1
2023-05-12 07:00:00,3.9,0,51.6,0.34,0.63,8.4,1.021,98.48,8.3,8.7,8.6,0,0.08
2023-05-12 08:00:00,42.8,0,37.3,0.54,1.07,9.3,1.08,98.53,8.4,10.5,9.3,0,0.09
2023-05-12 09:00:00,66.1,0,53.2,0.48,0.95,11.9,1.241,98.57,10.4,13.8,11.6,0,0.15
2023-05-12 10:00:00,81,0,61.1,0.43,1.32,15.8,1.47,98.59,13.4,18.9,15.1,0,0.33
2023-05-12 11:00:00,89.8,0,110.8,0.3,0.72,20.1,1.36,98.58,17.9,22.1,19.4,0,1
2023-05-12 12:00:00,161.5,0,155.8,0.33,1.33,22.8,1.185,98.54,20.9,24.2,23.1,0,1.59
2023-05-12 13:00:00,82.9,0,242.6,0.56,1.73,24.5,1.032,98.49,24,25.3,24.6,0,2.04
2023-05-12 14:00:00,97.6,0,235.3,0.63,1.6,25,0.94,98.44,24.2,25.8,25.4,0,2.24
2023-05-12 15:00:00,66,0,216.2,0.52,1.69,25.7,0.927,98.37,25,26.4,25.8,0,2.38
2023-05-12 16:00:00,99.3,0,217.3,0.5,1.13,26.1,0.966,98.32,25.1,26.6,26.7,0,2.42
2023-05-12 17:00:00,38.8,0,216.1,0.48,1.06,25.8,1.045,98.29,25.2,26.4,26,0,2.28
2023-05-12 18:00:00,32.1,0,210.6,0.44,0.83,25.2,1.136,98.27,24.6,25.7,25.4,0,2.08
2023-05-12 19:00:00,18.1,0,248,0.24,0.77,24.2,1.195,98.26,23.4,24.9,24.5,0,1.83
2023-05-12 20:00:00,2.8,0,210.3,0.17,0.35,22.6,1.305,98.27,21.6,23.6,23,0,1.43
2023-05-12 21:00:00,0,0,292.7,0.24,0.56,20.7,1.369,98.28,19.9,21.7,21.2,0,1.07
2023-05-12 22:00:00,0,0,14.1,0.37,0.6,19.4,1.405,98.3,18.9,20,19.7,0,0.85
2023-05-12 23:00:00,0,0,47.5,0.17,0.51,18.5,1.423,98.31,18.2,18.9,18.7,0,0.71
2023-05-13 00:00:00,0,0,47,0.18,0.39,18,1.429,98.3,17.7,18.3,18.1,0,0.63
2023-05-13 01:00:00,0,0,90.7,0.23,0.43,17.6,1.425,98.27,17.2,18,17.6,0,0.58
2023-05-13 02:00:00,0,0,347.7,0.32,0.63,17,1.437,98.23,16.7,17.3,17.1,0,0.5
2023-05-13 03:00:00,0,0,8.1,0.36,0.66,16.7,1.435,98.21,16.5,16.8,16.6,0,0.46
2023-05-13 04:00:00,0,0,1.8,0.37,0.65,16.4,1.444,98.22,16.2,16.6,16.4,0,0.42
2023-05-13 05:00:00,0,0,19.4,0.61,0.78,16.1,1.445,98.24,15.9,16.2,16,0,0.38
2023-05-13 06:00:00,0,0,27.8,0.59,0.9,15.9,1.446,98.29,15.8,16.1,15.8,0,0.36
2023-05-13 07:00:00,0,0,36.6,0.38,0.73,15.8,1.476,98.3,15.7,15.9,15.7,0,0.31
2023-05-13 08:00:00,2.5,0,47.9,0.31,0.61,15.8,1.522,98.35,15.8,16,15.7,0,0.28
2023-05-13 09:00:00,10.9,0,70.4,0.25,0.49,16,1.615,98.39,15.9,16.3,15.9,0,0.2
2023-05-13 10:00:00,23.7,0,86.2,0.23,0.51,16.6,1.744,98.43,16.1,17.1,16.4,0,0.15
2023-05-13 11:00:00,22.6,0,49.9,0.3,0.72,17.3,1.774,98.4,17.1,17.6,17.2,0,0.2
2023-05-13 12:00:00,27,0,324.7,0.18,0.49,17.6,1.838,98.38,17.4,17.8,17.6,0,0.18
2023-05-13 13:00:00,43.9,0,305.3,0.19,0.49,17.8,1.868,98.4,17.6,18,17.9,0,0.16
2023-05-13 14:00:00,36.7,0,131.3,0.27,0.6,17.9,1.847,98.44,17.7,18,18.1,0,0.2
2023-05-13 15:00:00,29,0.119,92.9,0.2,0.68,17.9,1.899,98.46,17.6,18,18,1.2,0.15
2023-05-13 16:00:00,24.3,0.357,58.1,0.23,0.57,17.4,1.874,98.46,17.2,17.6,17.5,1.2,0.11
2023-05-13 17:00:00,51,0.017,231.9,0.23,0.85,17.5,1.872,98.45,17.2,17.9,17.6,1.2,0.13
2023-05-13 18:00:00,28.4,0,170,0.21,0.57,17.8,1.838,98.46,17.6,18,17.9,0,0.2
2023-05-13 19:00:00,14.2,0,108.6,0.3,0.81,17.8,1.759,98.46,17.4,18.2,17.8,0,0.28
2023-05-13 20:00:00,0,0,25.9,0.38,0.76,17,1.749,98.48,16.4,17.5,17.1,0,0.18
2023-05-13 21:00:00,0,0,100.5,0.16,0.39,15.9,1.718,98.51,15.3,16.5,16.2,0,0.09
2023-05-13 22:00:00,0,0,72.6,0.22,0.67,15,1.629,98.56,14.7,15.5,15.2,0,0.07
2023-05-13 23:00:00,0,0,358.6,0.34,0.57,14.6,1.61,98.59,14.6,14.8,14.7,0,0.05
2023-05-14 00:00:00,0,0,32.1,0.5,0.8,14.5,1.614,98.61,14.4,14.6,14.5,0,0.04
2023-05-14 01:00:00,0,0,22.3,0.5,0.93,14.3,1.611,98.62,14.2,14.5,14.4,0,0.02
2023-05-14 02:00:00,0,0,32.8,0.41,0.59,14.1,1.582,98.63,13.9,14.2,14.1,0,0.02
2023-05-14 03:00:00,0,0,63.8,0.28,0.54,13.9,1.561,98.64,13.8,14,13.9,0,0.02
2023-05-14 04:00:00,0,0,70.8,0.26,0.54,13.6,1.548,98.66,13.3,13.8,13.7,0,0.01
2023-05-14 05:00:00,0,0,86.4,0.29,0.63,13.1,1.484,98.72,12.6,13.4,13.3,0,0.02
2023-05-14 06:00:00,0,0,104.2,0.22,0.52,12.3,1.4,98.76,11.7,12.8,12.6,0,0.03
2023-05-14 07:00:00,4.6,0,20.5,0.47,0.85,11.2,1.291,98.8,10.8,11.9,11.7,0,0.04
2023-05-14 08:00:00,29,0,25.4,0.55,0.88,11.1,1.275,98.83,10.8,11.6,11.4,0,0.05
2023-05-14 09:00:00,71.2,0,49.8,0.44,1.33,12.8,1.393,98.85,11.3,14.8,12.7,0,0.09
2023-05-14 10:00:00,82.8,0,91.6,0.53,1.89,16.3,1.293,98.9,14.2,17.9,15.8,0,0.56
2023-05-14 11:00:00,84.4,0,96,0.5,1.59,18.4,1.142,98.89,17.4,19.4,18.3,0,0.97
2023-05-14 12:00:00,193.1,0,60.6,0.54,2.47,19.7,1.043,98.88,18.1,20.8,20.5,0,1.25
2023-05-14 13:00:00,79.4,0,186.9,0.68,2.98,21,0.954,98.88,20.2,21.7,21.2,0,1.52
2023-05-14 14:00:00,89.4,0,169.1,0.61,2,21.5,0.905,98.82,20.6,22.2,21.9,0,1.66
2023-05-14 15:00:00,63.9,0,181.2,0.64,2.4,22.2,0.848,98.79,21.5,22.8,22.4,0,1.83
2023-05-14 16:00:00,58,0,181.8,0.59,2.8,22.6,0.788,98.79,22,23.1,22.9,0,1.96
2023-05-14 17:00:00,28.1,0,159.2,0.55,2.09,22.7,0.75,98.76,22.1,23.3,22.6,0,2
2023-05-14 18:00:00,25.3,0,165.1,0.5,1.95,22.5,0.726,98.76,22,22.9,22.4,0,1.99
2023-05-14 19:00:00,14.6,0,159.5,0.44,1.14,22.2,0.712,98.79,21.6,22.6,22.1,0,1.96
2023-05-14 20:00:00,5.2,0,145.8,0.4,2.27,21.1,0.734,98.83,20.3,22,21.3,0,1.77
2023-05-14 21:00:00,0,0,53.5,0.37,0.93,19.3,0.807,98.89,17.8,20.4,19.7,0,1.43
2023-05-14 22:00:00,0,0,116.5,0.33,1.11,18.2,0.737,98.96,17.5,18.8,18.3,0,1.35
2023-05-14 23:00:00,0,0,45.1,0.38,1.09,16.7,0.778,99.02,15.4,17.7,17.1,0,1.12
2023-05-15 00:00:00,0,0,44.3,0.46,1.21,14.9,0.847,99.05,13.8,15.9,15.3,0,0.84
2023-05-15 01:00:00,0,0,96.8,0.4,0.87,13.9,0.851,99.05,13.1,14.8,14.3,0,0.74
2023-05-15 02:00:00,0,0,106.2,0.44,0.74,13.8,0.792,99.09,13.2,14.1,13.6,0,0.78
2023-05-15 03:00:00,0,0,131.5,0.41,1.16,13.5,0.707,99.09,12.8,14,13.5,0,0.84
2023-05-15 04:00:00,0,0,274.2,0.5,1.07,13,0.605,99.1,12.5,13.4,13,0,0.89
2023-05-15 05:00:00,0,0,351.8,0.48,1.72,12.5,0.566,99.1,11.9,12.8,12.6,0,0.88
2023-05-15 06:00:00,0,0,11.8,0.68,1.12,11.8,0.615,99.09,11,12.2,12,0,0.77
2023-05-15 07:00:00,5.8,0,77,0.43,0.8,10.9,0.646,99.08,10.4,11.5,11.2,0,0.65
2023-05-15 08:00:00,35.8,0,49.7,0.45,1.35,11.1,0.663,99.08,10.4,11.8,11.2,0,0.66
2023-05-15 09:00:00,78.7,0,66,0.57,2.12,12.6,0.649,99.06,11.8,13.6,12.6,0,0.81
2023-05-15 10:00:00,83.8,0,41,0.59,1.92,14.6,0.68,99.05,13.2,15.8,14.8,0,0.98
2023-05-15 11:00:00,89.5,0,65.8,0.56,1.91,16.6,0.708,99.03,15.4,17.9,16.7,0,1.18
2023-05-15 12:00:00,216,0,60.6,0.49,1.45,18.2,0.761,98.97,16.6,19.7,19.2,0,1.32
2023-05-15 13:00:00,82.2,0,70.3,0.51,1.66,20.1,0.752,98.88,19.3,21,20.3,0,1.6
2023-05-15 14:00:00,79.8,0,150.5,0.33,1.15,21.2,0.777,98.78,20.4,21.8,21.5,0,1.74
2023-05-15 15:00:00,63.3,0,112,0.36,1.26,22,0.808,98.69,21.5,22.4,22.2,0,1.83
2023-05-15 16:00:00,52.3,0,119.2,0.36,1.39,22.6,0.803,98.6,22.1,23.1,22.8,0,1.93
2023-05-15 17:00:00,31.8,0,164.3,0.31,0.88,22.7,0.79,98.53,22.2,23.1,22.7,0,1.97
2023-05-15 18:00:00,18,0,173.2,0.28,0.9,22.8,0.741,98.47,22.3,23.1,22.6,0,2.03
2023-05-15 19:00:00,10.8,0,130.8,0.3,0.69,22.2,0.805,98.41,21.3,22.7,22.2,0,1.88
2023-05-15 20:00:00,0.6,0,26.8,0.29,0.68,20.4,0.907,98.37,18.9,21.7,21,0,1.49
2023-05-15 21:00:00,0,0,2.8,0.32,0.86,17.4,0.977,98.36,15.9,19,18.5,0,1
2023-05-15 22:00:00,0,0,14.3,0.41,0.93,14.7,0.942,98.37,13.7,15.9,15.7,0,0.73
2023-05-15 23:00:00,0,0,349,0.44,0.91,12.9,0.885,98.37,12.2,13.7,13.6,0,0.6
2023-05-16 00:00:00,0,0,14.4,0.64,1.01,11.6,0.853,98.31,10.9,12.3,12.2,0,0.51
2023-05-16 01:00:00,0,0,70.5,0.27,0.68,10.5,0.832,98.24,10.1,11.1,11.1,0,0.44
2023-05-16 02:00:00,0,0,355,0.42,1.13,9.6,0.838,98.18,9,10.2,10.1,0,0.36
2023-05-16 03:00:00,0,0,13.3,0.86,1.15,8.7,0.832,98.11,8.3,9.2,9.2,0,0.29
2023-05-16 04:00:00,0,0,43,0.6,1.22,8,0.814,98.06,7.6,8.4,8.4,0,0.26
2023-05-16 05:00:00,0,0,41.1,0.22,0.52,7.3,0.806,98,6.9,7.8,7.7,0,0.22
2023-05-16 06:00:00,0,0,31.3,0.4,0.94,6.7,0.812,97.93,6.5,7.1,7.1,0,0.17
2023-05-16 07:00:00,5.9,0,23.4,0.66,1.05,6.6,0.836,97.88,6.4,6.9,6.8,0,0.14
2023-05-16 08:00:00,29.6,0,70.7,0.31,2.59,7.6,0.9,97.84,6.8,8.9,7.5,0,0.15
2023-05-16 09:00:00,55.3,0,47.9,0.52,1.03,10,1.047,97.79,8.6,11.7,9.6,0,0.18
2023-05-16 10:00:00,67.6,0,44.6,0.45,1.12,13.5,1.257,97.72,11.6,15.5,12.9,0,0.29
2023-05-16 11:00:00,82.7,0,40.2,0.42,0.93,17,1.207,97.63,15,18.7,16.4,0,0.72
2023-05-16 12:00:00,139.6,0,44.6,0.31,1.11,19.2,1.076,97.55,17.7,20.5,19.5,0,1.15
2023-05-16 13:00:00,85.6,0,199.9,0.34,1.14,20.9,1.04,97.46,20.2,21.5,21.1,0,1.43
2023-05-16 14:00:00,78.5,0,179.9,0.36,2.73,21.6,1.047,97.37,20.9,22.1,22,0,1.53
2023-05-16 15:00:00,62.6,0,170,0.34,1.45,21.9,1.087,97.28,21.4,22.3,22.2,0,1.54
2023-05-16 16:00:00,55.9,0,155.9,0.36,0.95,21.7,1.17,97.18,21.1,22,22.1,0,1.42
2023-05-16 17:00:00,42.2,0,193.8,0.21,0.69,21.3,1.161,97.09,20.9,21.7,21.6,0,1.38
2023-05-16 18:00:00,29.8,0,356.8,0.37,1.43,20.3,1.301,97.05,19.4,21.5,21,0,1.09
2023-05-16 19:00:00,18.7,0,15.8,0.38,1,19.4,1.377,97.06,19,19.9,19.8,0,0.87
2023-05-16 20:00:00,5.5,0,53.9,0.28,0.81,18.6,1.371,97.05,18.2,19.2,18.8,0,0.78
2023-05-16 21:00:00,0,0,61,0.22,0.56,17.6,1.363,97.06,16.9,18.4,17.9,0,0.64
2023-05-16 22:00:00,0,0,3.7,0.38,0.76,16.6,1.397,97.08,16.2,17.1,16.7,0,0.49
2023-05-16 23:00:00,0,0,21,0.57,0.88,15.9,1.454,97.11,15.6,16.3,16,0,0.35
2023-05-17 00:00:00,0,0,42.8,0.28,0.69,15.2,1.451,97.11,14.9,15.7,15.4,0,0.28
2023-05-17 01:00:00,0,0,72.5,0.22,0.61,14.6,1.421,97.11,14,15,14.8,0,0.23
2023-05-17 02:00:00,0,0,1.1,0.36,0.89,13.9,1.392,97.11,13.7,14.2,14,0,0.19
2023-05-17 03:00:00,0,0,11.2,0.54,0.93,13.3,1.376,97.12,12.8,13.8,13.5,0,0.15
