"obs","time..2","elapsed","date","hhmmss..5","averaging","machine","id","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
1,1686841828,0,2023-06-15 11:10:28,11:10:28,5,"albert",2662,1686841820,0.00190030208713942,1.90030208713943,5.95104362398837,411.52189635366,323.091148924754,31.5349737656531,40.1661644049767,0.122732977492107,2.88549004057488,0.119904847229544,0.0751891979757959,285.266958118531,25.523656536203,25.0303225806452,3.18543036858281,54.9436869628545,1.67709379988707,3.05238671190903,1.50833656869574,-83.8033220428488,-111.047565791352,-8.11374546696021,82.30232481737,5.90710912862909,1.91315794231653,5.95104362398837,425.869370771861,418.6364,-0.00322190476186809,64.42,1.90030208713943,14.9426154140413,17.1837466666667,9.562065433824e-07,102.977661974075,24,5,1,0,51955,1620.15528709677,1329.13496678003,0.820375045136425,0.176073837113301,6,0.5,"0: Broadleaf",2,TRUE,1686841820,411.521903225806,419.555064516129,17.1826419354839,14.9263387096774,408.49764516129,17.0117,500.008548387097,97.5039677419355,0.0999866548387097,24.3164774193548,25.0303225806452,999.9,0,0,10000.5670967742,0,20.1669,-8.03314548387097,418.716483870968,425.912322580645,2.25631870967742,419.555064516129,14.9263387096774,1.67537774193548,1.45537709677419,14.6701580645161,12.507235483871,1599.98838709677,0.974997096774193,0.0250028161290323,0,2.03893870967742,0,23316.9870967742,13848.4387096774,39.9815806451613,41.7739032258064,40.4412903225806,40.9070967741935,39.7033548387097,1559.9835483871,40.0045161290323,0,1686841830.7,0,0,"--:--:--",1686665537.5,1686665537.5,0,-0.094,-0.036,3.137,0.178,419,17,0.3,0.16,-8.045414,0.169859887429647,0.0359999284582623,0,2.257909,-0.0680098311444678,0.0101027250779183,1,1,2,"1/2",3.12908,2.75675,0.0916,0.0939468,0.092111,0.083989,27457.2,27084.5,30741.7,30124.1,38470,36307.7,46975.6,44769.3,1.77957,2.06507,0.168003,0,22.2588,999.9,65.5,23.7,19.7604,64.3899,23.0769,1,-0.304045,0.114586,20.2524,5.23421,11.964,4.97095,3.28995,9999,9999,9999,999.9,4.97269,1.87636,1.8744,1.87729,1.87406,1.87773,1.87483,1.87592,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.024,0.1709,1.64811534971846,0.00420532704928876,-2.31620819224647e-06,6.56493392675963e-10,-0.0304309365519597,0.00264176001628865,0.00065798522385082,-6.90014761736066e-06,1,2097,1,19,2938.2,2938.2,1.05835,2.48901,1.39893,2.31689,1.44897,2.34009,29.4952,15.8044,18,440.919,525.747,22.1041,23.0449,30,22.7984,22.8593,21.1423,32.7486,89.5145,22.0826,413.087,14.9935,101.562,102.971
2,1686841833,5,2023-06-15 11:10:33,11:10:33,5,"albert",2662,1686841825.15517,0.00189873926463353,1.89873926463353,6.07234704506839,411.464820575833,321.456855494998,31.3753346887348,40.160432846665,0.122742092799269,2.88637938373773,0.11991439754166,0.0751951299100956,285.273257096671,25.524093057045,25.0240068965517,3.18423141212088,54.9478159712752,1.67725329591092,3.05244761099828,1.50697811620996,-83.7344015703387,-110.047198641788,-8.03793313816246,83.4537237463815,5.77133804340084,1.90506817763556,6.07234704506839,425.934437622078,418.555024242424,-0.00363726791726767,64.42,1.89873926463353,14.9511895869667,17.1905715151515,1.37343082852172e-05,102.977661974075,24,5,1,0,51942,1620.19085862069,1329.16416730085,0.82037505657352,0.176073859186893,6,0.5,"0: Broadleaf",2,TRUE,1686841825.15517,411.464827586207,419.331689655172,17.1843448275862,14.9373724137931,408.440793103448,17.0133620689655,499.960965517241,97.5036689655172,0.0998947862068965,24.3168103448276,25.0240068965517,999.9,0,0,10005.7113793103,0,20.1974103448276,-7.86673689655173,418.659172413793,425.690310344828,2.24697724137931,419.331689655172,14.9373724137931,1.67553793103448,1.45644965517241,14.6716448275862,12.5184551724138,1599.99344827586,0.974995586206896,0.0250043379310345,0,2.03490689655172,0,23301.7965517241,13848.4862068966,40.0256896551724,41.8251724137931,40.4997931034483,40.9783448275862,39.7713793103448,1559.98724137931,40.0058620689655,0,1686841835.5,0,0,"--:--:--",1686665537.5,1686665537.5,0,-0.094,-0.036,3.137,0.178,419,17,0.3,0.16,-7.91776146341463,1.87015505226482,0.40097564008219,0,2.25149951219512,-0.123398885017419,0.0134736115989048,0,0,2,"0/2",3.12892,2.75669,0.0915681,0.0934302,0.0921333,0.0839977,27458.4,27099.6,30742,30123.8,38469.5,36307.1,46976.2,44769,1.77932,2.06472,0.168346,0,22.2527,999.9,65.5,23.8,19.8802,64.2799,23.4215,1,-0.303511,0.103952,20.2521,5.23167,11.9635,4.97045,3.28965,9999,9999,9999,999.9,4.97267,1.87637,1.87446,1.87729,1.87407,1.87775,1.87485,1.87592,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.024,0.1711,1.64811534971846,0.00420532704928876,-2.31620819224647e-06,6.56493392675963e-10,-0.0304309365519597,0.00264176001628865,0.00065798522385082,-6.90014761736066e-06,1,2097,1,19,2938.3,2938.3,1.03149,2.48779,1.39893,2.31689,1.44897,2.44019,29.4952,15.8132,18,440.796,525.504,22.0743,23.0449,30.0001,22.7984,22.8593,20.6504,32.7486,89.5145,22.0621,399.595,14.9917,101.563,102.97
3,1686841838,10,2023-06-15 11:10:38,11:10:38,5,"albert",2662,1686841830.23214,0.00189961935067192,1.89961935067193,5.81253066635101,410.988850455652,324.453892450464,31.6678047949744,40.1139113814995,0.122821387667953,2.88488560883916,0.11998865348177,0.0752419767607509,285.274692396192,25.5213582457024,25.0242928571429,3.18428568976596,54.9676478518441,1.67754737545345,3.05188131748877,1.50673831431251,-83.7732133646321,-110.516251777114,-8.07625861827745,82.9089686361681,3.73051285753709,1.89805581601553,5.81253066635101,419.248771651948,415.549284848485,-0.665725541125573,64.42,1.89961935067193,14.9531669948853,17.1936284848485,9.42898586457705e-07,102.977661974075,24,5,1,0,52167,1620.19928214286,1329.17105294908,0.820375041267229,0.176073829645753,6,0.5,"0: Broadleaf",2,TRUE,1686841830.23214,410.988857142857,416.401857142857,17.1873857142857,14.9487464285714,407.966,17.0163535714286,499.973321428571,97.5034607142857,0.099944675,24.3137142857143,25.0242928571429,999.9,0,0,9997.14464285714,0,20.2178535714286,-5.41300317857143,418.176107142857,422.720964285714,2.23864714285714,416.401857142857,14.9487464285714,1.67583107142857,1.45755535714286,14.6743535714286,12.5300321428571,1599.98142857143,0.974995428571428,0.0250044964285714,0,2.0397,0,23287.9142857143,13848.3714285714,40.0890357142857,41.8768928571428,40.5488928571428,41.0578928571428,39.8301428571428,1559.97714285714,40.0039285714286,0,1686841840.3,0,0,"--:--:--",1686665537.5,1686665537.5,0,-0.094,-0.036,3.137,0.178,419,17,0.3,0.16,-6.70553582926829,18.9738845853658,2.62602224822918,0,2.24631317073171,-0.102902926829272,0.0122776067102601,0,0,2,"0/2",3.12892,2.75678,0.0909809,0.0912146,0.0921447,0.0839987,27475.7,27165.8,30741.5,30123.7,38468.5,36307,46975.5,44769.1,1.77903,2.06477,0.169545,0,22.2461,999.9,65.5,23.7,19.7595,64.3499,23.4696,1,-0.30404,0.100874,20.2523,5.23122,11.964,4.9705,3.2895,9999,9999,9999,999.9,4.97271,1.87637,1.87446,1.87729,1.87408,1.87775,1.87485,1.87592,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.014,0.1712,1.64811534971846,0.00420532704928876,-2.31620819224647e-06,6.56493392675963e-10,-0.0304309365519597,0.00264176001628865,0.00065798522385082,-6.90014761736066e-06,1,2097,1,19,2938.3,2938.3,1.0022,2.48901,1.39893,2.31689,1.44897,2.49878,29.4952,15.8219,18,440.648,525.539,22.0511,23.0449,30.0001,22.7984,22.8593,19.9763,32.7486,89.5145,22.038,379.533,14.9896,101.562,102.97
4,1686841843,15,2023-06-15 11:10:43,11:10:43,5,"albert",2662,1686841835.5,0.001898255632371,1.89825563237101,5.69916552681295,408.409734156584,323.36930682683,31.5618950929429,39.8621171281717,0.12272535168746,2.88515397966837,0.119897247293251,0.0751844454534489,285.276983733092,25.5196335532516,25.0265518518519,3.18471449374881,54.9863939598394,1.67791878804349,3.05151632469116,1.50679570570532,-83.7130733875615,-111.188337196369,-8.124628095583,82.2509450535784,-0.809186992887183,1.89833578171969,5.69916552681295,404.748674104762,406.95356969697,-1.80086441558447,64.42,1.89825563237101,14.9528242283293,17.1916236363636,-7.35186545234178e-07,102.977661974075,24,5,1,0,51942,1620.21134814815,1329.18103803864,0.820375094618275,0.17607393261327,6,0.5,"0: Broadleaf",2,TRUE,1686841835.5,408.409740740741,408.369074074074,17.1912185185185,14.9523296296296,405.393740740741,17.0201037037037,499.98937037037,97.5033,0.0999493703703704,24.3117185185185,25.0265518518519,999.9,0,0,9998.7037037037,0,20.2150518518519,0.0406981851851852,415.553555555555,414.567740740741,2.23888333333333,408.369074074074,14.9523296296296,1.67620074074074,1.45790222222222,14.6777666666667,12.533662962963,1599.9962962963,0.974991962962963,0.025007962962963,0,2.0205,0,23277.7814814815,13848.4888888889,40.1224444444444,41.9302962962963,40.6086296296296,41.127037037037,39.8932962962963,1559.9862962963,40.01,0,1686841845.7,0,0,"--:--:--",1686665537.5,1686665537.5,0,-0.094,-0.036,3.137,0.178,419,17,0.3,0.16,-2.676468725,60.7090946228893,6.32869229474322,0,2.23948375,-0.00497909943715468,0.00453523135435227,1,1,2,"1/2",3.12912,2.75651,0.0894581,0.0884952,0.0921371,0.0839957,27522.3,27247.4,30742.2,30124,38469.2,36307.3,46976.2,44769.7,1.77938,2.06467,0.16959,0,22.2381,999.9,65.5,23.7,19.7589,64.2099,23.2372,1,-0.303775,0.141236,20.2521,5.23137,11.9644,4.97055,3.28945,9999,9999,9999,999.9,4.9727,1.87637,1.87448,1.87729,1.87408,1.87775,1.87485,1.87592,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.991,0.1711,1.64811534971846,0.00420532704928876,-2.31620819224647e-06,6.56493392675963e-10,-0.0304309365519597,0.00264176001628865,0.00065798522385082,-6.90014761736066e-06,1,2097,1,19,2938.4,2938.4,0.966797,2.49634,1.39893,2.31689,1.44897,2.48901,29.4952,15.8132,18,440.821,525.469,22.028,23.0449,30,22.7984,22.8593,19.327,32.7486,89.5145,22.0043,366.172,14.994,101.564,102.971
5,1686841848,20,2023-06-15 11:10:48,11:10:48,5,"albert",2662,1686841840.21429,0.00189778438105521,1.89778438105522,5.4718949088467,402.578172270385,320.634735841069,31.2949239789103,39.2928522348721,0.12267069384509,2.88429574715919,0.119844256834962,0.0751511805921682,285.278819481528,25.5192220802336,25.0286357142857,3.18511009874135,54.9929397975701,1.67802975578584,3.05135488657762,1.50708034295551,-83.6922912045352,-111.616573735902,-8.15839600823585,81.8115585328549,-6.20534438534406,1.89908880770211,5.4718949088467,388.477846298701,394.596206060606,-2.51680502164505,64.42,1.89778438105522,14.9527209149461,17.1908793939394,2.1296450054168e-06,102.977661974075,24,5,1,0,52137,1620.22178214286,1329.18959709951,0.820375094168632,0.17607393174546,6,0.5,"0: Broadleaf",2,TRUE,1686841840.21429,402.578178571429,396.04925,17.1923928571429,14.9526821428571,399.577785714286,17.0212607142857,500.003571428571,97.5030535714286,0.0999834071428571,24.3108357142857,25.0286357142857,999.9,0,0,9993.79642857143,0,20.2235678571429,6.52898717857143,409.620571428571,402.061142857143,2.23970392857143,396.04925,14.9526821428571,1.67631178571429,1.45793285714286,14.6787892857143,12.5339857142857,1599.99821428571,0.974992571428571,0.0250073714285714,0,2.03625714285714,0,23274.0571428571,13848.4964285714,40.2118214285714,41.9729285714286,40.6582857142857,41.18725,39.9506071428571,1559.98821428571,40.01,0,1686841850.5,0,0,"--:--:--",1686665537.5,1686665537.5,0,-0.094,-0.036,3.137,0.178,419,17,0.3,0.16,2.8120622195122,82.3967944390244,8.21126432451192,0,2.23885512195122,0.0137218118466929,0.00191480129765936,1,1,2,"1/2",3.12893,2.75683,0.0873114,0.0855848,0.0921322,0.0839944,27586.5,27334.2,30741.4,30123.7,38468.5,36306.8,46975.3,44769.2,1.77903,2.06465,0.169501,0,22.2309,999.9,65.5,23.7,19.7595,64.2199,23.3173,1,-0.303364,0.15591,20.2514,5.23137,11.9625,4.9701,3.28948,9999,9999,9999,999.9,4.97265,1.87637,1.87448,1.87729,1.87408,1.87775,1.87483,1.87592,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.958,0.1711,1.64811534971846,0.00420532704928876,-2.31620819224647e-06,6.56493392675963e-10,-0.0304309365519597,0.00264176001628865,0.00065798522385082,-6.90014761736066e-06,1,2097,1,19,2938.5,2938.5,0.933838,2.50244,1.39893,2.31689,1.44897,2.3938,29.4952,15.7957,18,440.648,525.452,21.9965,23.0449,30.0003,22.7984,22.8593,18.6101,32.7486,89.1267,21.9766,346.125,14.9979,101.561,102.97
6,1686841853,25,2023-06-15 11:10:53,11:10:53,5,"albert",2662,1686841845.5,0.00190132950501746,1.90132950501746,5.1985681718295,392.048179197346,314.147717757397,30.661917568302,38.2652754543809,0.123004102662188,2.8846904326826,0.120162851561863,0.0753515911321729,285.292674260198,25.5160504151968,25.0221481481482,3.18387862626864,54.9980750409065,1.67796868865184,3.05095894247898,1.50590993761681,-83.8486311712701,-110.959657750595,-8.10891661923868,82.375468719095,-11.2124900545426,1.90065622039754,5.1985681718295,371.755020831602,380.187878787879,-2.90678528138538,64.42,1.90132950501746,14.9462535033247,17.1887351515152,-1.28836511233189e-06,102.977661974075,24,5,1,0,52112,1620.30082222222,1329.25440742612,0.820375074304455,0.176073893407598,6,0.5,"0: Broadleaf",2,TRUE,1686841845.5,392.048185185185,379.486851851852,17.1916851851852,14.9500148148148,389.076148148148,17.0205555555556,499.979148148148,97.5034851851852,0.100017355555556,24.3086703703704,25.0221481481482,999.9,0,0,9996.02037037037,0,20.2771185185185,12.5614455555556,398.906259259259,385.24637037037,2.24165962962963,379.486851851852,14.9500148148148,1.67624925925926,1.45767962962963,14.6782185185185,12.5313296296296,1600.0237037037,0.97499437037037,0.0250055555555556,0,2.07708148148148,0,23274.0777777778,13848.7222222222,40.4072222222222,41.978962962963,40.6918888888889,41.1548888888889,39.9788888888889,1560.01518518519,40.0085185185185,0,1686841855.3,0,0,"--:--:--",1686665537.5,1686665537.5,0,-0.094,-0.036,3.137,0.178,419,17,0.3,0.16,8.6592353902439,69.5305690034843,7.05076358866025,0,2.24079853658537,0.0179013240418125,0.00267014072980325,1,1,2,"1/2",3.12904,2.75684,0.0847966,0.0826064,0.0921218,0.0839489,27662.4,27423.1,30741.2,30123.6,38468.4,36308.1,46974.8,44768.7,1.77865,2.06467,0.16892,0,22.2231,999.9,65.4,23.7,19.7297,64.2599,23.0889,1,-0.303501,0.142857,20.25,5.23137,11.9635,4.9705,3.28943,9999,9999,9999,999.9,4.97266,1.87638,1.87454,1.87729,1.87408,1.87777,1.87485,1.87592,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.918,0.1711,1.64811534971846,0.00420532704928876,-2.31620819224647e-06,6.56493392675963e-10,-0.0304309365519597,0.00264176001628865,0.00065798522385082,-6.90014761736066e-06,1,2097,1,19,2938.6,2938.6,0.897217,2.50854,1.39893,2.31689,1.44897,2.33643,29.5165,15.7957,18,440.463,525.469,21.9676,23.0449,30.0001,22.7984,22.8593,17.9438,32.7486,89.1267,21.9617,332.739,15.0031,101.561,102.969
7,1686841858,30,2023-06-15 11:10:58,11:10:58,5,"albert",2662,1686841850.21429,0.00190086775841623,1.90086775841624,5.02579290315954,379.72181562636,304.435398735176,29.7140042954552,37.0622329317711,0.12307186230325,2.88532328120698,0.120228127325909,0.0753926051042828,285.30428289078,25.5124277352225,25.0144928571429,3.18242603094476,55.0004866148573,1.67768324238805,3.05030618026361,1.50474278855671,-83.828268146156,-110.348576376848,-8.06203390621984,83.0654044615561,-13.8108760494987,1.90181003729738,5.02579290315954,354.874333525108,364.630636363636,-3.12590536796539,64.42,1.90086775841624,14.9392354434082,17.1811642424242,-8.96901756080932e-06,102.977661974075,24,5,1,0,51973,1620.36755357143,1329.30907909543,0.820375029212055,0.176073806379265,6,0.5,"0: Broadleaf",2,TRUE,1686841850.21429,379.721821428571,364.015321428571,17.1887357142857,14.9457857142857,376.783321428571,17.0176678571429,499.99875,97.5036321428572,0.100011910714286,24.3051,25.0144928571429,999.9,0,0,9999.64285714286,0,20.3064821428571,15.7064892857143,386.363035714286,369.538607142857,2.24295071428571,364.015321428571,14.9457857142857,1.67596571428571,1.45726964285714,14.6755892857143,12.5270321428571,1600.06107142857,0.974997678571429,0.0250022321428571,0,2.08613928571429,0,23273.9964285714,13849.0607142857,40.5735,41.9149642857143,40.68725,41.0042857142857,39.9394285714286,1560.05642857143,40.0046428571429,0,1686841860.7,0,0,"--:--:--",1686665537.5,1686665537.5,0,-0.094,-0.036,3.137,0.178,419,17,0.3,0.16,13.3556235,43.3221115947467,4.33428486120349,0,2.24238175,0.0212146716697905,0.00299929148925212,1,1,2,"1/2",3.1291,2.75683,0.0820563,0.0795697,0.0920978,0.0839434,27745.3,27513.8,30741.3,30123.4,38469.4,36308.1,46975,44768.7,1.77975,2.06435,0.169836,0,22.2163,999.9,65.4,23.8,19.8502,64.6599,23.105,1,-0.303608,0.10159,20.2502,5.23092,11.9629,4.97025,3.28948,9999,9999,9999,999.9,4.97268,1.87637,1.87449,1.87729,1.87408,1.87775,1.87485,1.87593,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.876,0.1709,1.64811534971846,0.00420532704928876,-2.31620819224647e-06,6.56493392675963e-10,-0.0304309365519597,0.00264176001628865,0.00065798522385082,-6.90014761736066e-06,1,2097,1,19,2938.7,2938.7,0.864258,2.50244,1.39893,2.31689,1.44897,2.39502,29.5165,15.7957,18,441.006,525.244,21.9526,23.0449,30,22.7984,22.8593,17.2085,32.7486,89.1267,21.9564,312.682,15.0104,101.561,102.969
8,1686841863,35,2023-06-15 11:11:03,11:11:03,5,"albert",2662,1686841855.5,0.00189933948780337,1.89933948780338,4.83743632304714,364.311587006571,291.855432291236,28.4861774039144,35.5581680159202,0.123024277286609,2.88506407096623,0.120182464613093,0.0753638984800382,285.313777445567,25.5091668885445,25.0090703703704,3.18139746177387,54.9998969409656,1.67728061413111,3.04960683095721,1.50411684764276,-83.7608714121289,-110.090334541969,-8.04351454251498,83.4190569489543,-15.5119769641051,1.90240852847846,4.83743632304714,338.125395049784,348.587878787879,-3.21975099567098,64.42,1.89933948780338,14.9380001834481,17.1780296969697,-2.36703956273237e-06,102.977661974075,24,5,1,0,51969,1620.42184814815,1329.35358717723,0.820375008332824,0.176073766082351,6,0.5,"0: Broadleaf",2,TRUE,1686841855.5,364.311592592593,346.529259259259,17.1845962962963,14.9409814814815,361.415518518518,17.0135962962963,500.01,97.5036814814815,0.100043692592593,24.3012740740741,25.0090703703704,999.9,0,0,9998.14777777778,0,20.3240703703704,17.7822925925926,370.681666666667,351.785444444444,2.24361592592593,346.529259259259,14.9409814814815,1.67556185185185,1.45680111111111,14.6718592592593,12.5221333333333,1600.09777777778,0.974999444444444,0.0250005703703704,0,2.11358888888889,0,23271.9888888889,13849.3962962963,40.6271481481481,41.7729259259259,40.6455925925926,40.7242222222222,39.8214814814815,1560.09444444444,40.0033333333333,0,1686841865.5,0,0,"--:--:--",1686665537.5,1686665537.5,0,-0.094,-0.036,3.137,0.178,419,17,0.3,0.16,16.3404575,24.5933729831144,2.46485493953371,0,2.242614,0.0108400750468928,0.00291777295209894,1,1,2,"1/2",3.12894,2.75671,0.0791747,0.0764299,0.092081,0.0839725,27832.3,27607.7,30741.2,30123.5,38470.1,36306.9,46975.2,44769,1.77943,2.06428,0.169866,0,22.2119,999.9,65.4,23.8,19.8481,64.5499,23.5256,1,-0.304024,0.085177,20.2502,5.23137,11.9625,4.97085,3.28965,9999,9999,9999,999.9,4.97267,1.87638,1.8745,1.8773,1.87408,1.87776,1.87485,1.87594,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.83,0.1709,1.64811534971846,0.00420532704928876,-2.31620819224647e-06,6.56493392675963e-10,-0.0304309365519597,0.00264176001628865,0.00065798522385082,-6.90014761736066e-06,1,2097,1,19,2938.8,2938.8,0.826416,2.5,1.39893,2.31689,1.44897,2.51099,29.5378,15.8044,18,440.846,525.192,21.9478,23.0449,30.0001,22.7984,22.8593,16.5368,32.4771,89.1267,21.9464,299.312,15.0216,101.561,102.97
9,1686841868,40,2023-06-15 11:11:08,11:11:08,5,"albert",2662,1686841860.21429,0.0018688831964367,1.8688831964367,4.53213164457919,349.707030480384,280.635792480398,27.3911460927515,34.1327678728634,0.120991041924779,2.88582881957649,0.11824196676826,0.0741430202755767,285.314542222875,25.5149657581657,25.0080464285714,3.18120326708474,54.9941748281308,1.67690949317521,3.04924930397798,1.50429377390953,-82.4177489628585,-110.264560479409,-8.05398814448837,84.5782446361192,-16.3967043821455,1.88748508241884,4.53213164457919,321.057544600433,332.210703030303,-3.28256155844152,64.42,1.8688831964367,14.9787615722837,17.1827890909091,-2.41953161568714e-06,102.977661974075,24,5,1,0,51942,1620.42611071429,1329.35709146402,0.820375012889687,0.176073774877096,6,0.5,"0: Broadleaf",2,TRUE,1686841860.21429,349.707035714286,330.824071428571,17.1807642857143,14.9548142857143,346.851928571428,17.0098392857143,500.0265,97.5039,0.099993825,24.2993178571429,25.0080464285714,999.9,0,0,10002.5217857143,0,20.3096821428571,18.8829785714286,355.820321428572,335.846321428572,2.22594964285714,330.824071428571,14.9548142857143,1.67519214285714,1.45815285714286,14.6684392857143,12.53625,1600.11642857143,0.974999035714286,0.0250010464285714,0,2.08162142857143,0,23269.3285714286,13849.5571428571,40.50875,41.6113571428571,40.5779285714286,40.4505714285714,39.6939285714286,1560.11214285714,40.0042857142857,0,1686841870.9,0,0,"--:--:--",1686665537.5,1686665537.5,0,-0.094,-0.036,3.137,0.178,419,17,0.3,0.16,18.1419658536585,14.521281533101,1.46904323910027,0,2.23121,-0.179161881533097,0.0242048393669631,0,0,2,"0/2",3.12906,2.75679,0.0761763,0.0732256,0.092114,0.0842624,27922.8,27703,30741,30122.9,38468,36294.1,46974.7,44767.9,1.77892,2.06467,0.170544,0,22.2074,999.9,65.4,23.8,19.8502,64.6499,23.3213,1,-0.303471,0.088091,20.2501,5.23137,11.9632,4.9704,3.28965,9999,9999,9999,999.9,4.9727,1.8764,1.87453,1.8773,1.87408,1.87778,1.87485,1.87595,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.784,0.171,1.64811534971846,0.00420532704928876,-2.31620819224647e-06,6.56493392675963e-10,-0.0304309365519597,0.00264176001628865,0.00065798522385082,-6.90014761736066e-06,1,2097,1,19,2938.8,2938.8,0.793457,2.50488,1.39893,2.31689,1.44897,2.4939,29.5165,15.8044,18,440.611,525.488,21.9421,23.0468,30.0001,22.8003,22.8612,15.8038,32.4771,89.1267,21.9397,279.28,15.0115,101.56,102.967
