"obs","time..2","elapsed","date","hhmmss..5","averaging","id","TIME..8","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","DarkAdaptedID","Qmax_d","Fo..51","Fm","Fv/Fm","A_dark","LightAdaptedID","Qmax","Fs","Fm'","PhiPS2","PS2/1","Qabs_fs","A_fs","ETR","PhiCO2","NPQ","alt._Fo'","DarkPulseID","Fmin","Fo'","Fv'/Fm'","qP","qN","qP_Fo","qN_Fo","qL","1-qL","ID..77","P1_dur","P1_Fmax","T@P1_Fmax","Q@P1_Fmax","P1_PredF","P1_ΔF","P2_dur","P2_ramp","P2_int","P2_int_se","P2_slp","P2_slp_se","P2_R2","P2_dQdt","P3_dur","P3_Fmax","T@P3_Fmax","Q@P3_Fmax","P3_PredF","P3_ΔF","ID..98","Dur","DCo","InitSlope","Fo..102","F1","T@F1","T@HIR","F2","T@F2","DCmax","T@DCmax","PhiPS2_dc","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..120","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","F_avg","dF/dt","dF_dc/dt","F_dc_avg","period","time..171","hhmmss..172","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
1,1686838189.6,0,2023-06-15 10:09:49,10:09:49,5,2616,1686838181.85,0.0010200922634992,1.02009226349921,4.93332886861929,413.171027648463,282.066532940133,27.5202468438432,40.3116546691607,0.0652274134882632,2.88505715449438,0.0644190893536552,0.0403337208904137,257.679174436451,25.7049886663335,25.0258366666667,3.18457873132964,54.6022848782355,1.67808963784615,3.07329563513383,1.50648909348349,-44.9860688203149,-92.6070035338122,-6.77112304155041,113.314979040774,4.92654203542352,1.02447025644953,4.93332886861929,426.373954716688,420.343406060606,0.00273726582032573,66.9094967337758,1.02009226349921,15.9918445026367,17.1949290909091,-4.56688259135924e-06,108.084296824876,0,0,1,0,52058,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1600.06366666667,1345.24985991526,0.840747707694502,0.161043075850389,6,0.5,"0: Broadleaf",2,TRUE,1686838181.85,413.171033333333,419.590733333333,17.1994433333333,15.99124,425.294933333333,19.4047133333333,500.006866666667,97.4665366666667,0.0999720466666667,24.4304433333333,25.0258366666667,999.9,0,0,10001.9183333333,0,10.0100256666667,-6.41979533333333,420.4017,426.409633333333,1.20820066666667,419.590733333333,15.99124,1.676369,1.55861133333333,14.6793433333333,13.5555766666667,1600.06366666667,0.9749981,0.0250017966666667,0,2088.19833333333,5.00078,32825.1566666667,13074.6733333333,39.6893333333333,40.7684666666667,40.1434666666667,40.9434333333333,40.6248,1555.18366666667,39.8793333333333,0,1686838183.3,0,2087.9192,-40.5753846791897,-745.230770243272,32820.24,15,0,"--:--:--",1686676093.1,1686676090.1,0,-0.131,-0.023,-4.282,-0.455,420,19,0.54,0.22,-6.42723048780488,-0.036659163763079,0.0459483871078281,1,1.20956829268293,-0.0259804181184675,0.00302447891294095,1,2,2,"2/2",3.09886,2.75811,0.0969688,0.0960134,0.102103,0.0893571,23622,22791.1,26693.3,25524.1,38403.5,34245.4,46636.6,40701.2,1.9487,2.1221,0.153944,0,22.4919,999.9,70.7,24.2,21.9876,62.0275,26.9712,1,-0.369238,-0.116397,20.3117,5.21984,11.974,4.9651,3.27448,9999,9999,9999,82,1.86363,1.85959,1.85777,1.85928,1.85944,1.8579,1.85684,1.85196,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-12.124,-2.2052,-7.62534383865249,-0.0121042809085347,3.8744457867077e-06,-6.70334452821528e-10,-1.13956816801862,-0.117176026174632,0.00447596059585891,-6.53267410374663e-05,8,1962,1,19,2701.6,2701.7,1.08276,2.55005,1.49658,2.36206,1.54907,2.36328,28.5215,15.6731,18,476.248,611.554,22.6824,22.5607,30.0002,22.656,22.6106,21.784,18.017,89.6545,22.679,419.757,15.9548,101.948,97.8579
2,1686838194.6,5,2023-06-15 10:09:54,10:09:54,5,2616,1686838186.75517,0.00101745335421487,1.01745335421488,5.19745601802767,413.110511240923,275.182450708105,26.8486078369372,40.3057756084497,0.0650432424092425,2.8849791143349,0.0642394246852499,0.0402210325296098,257.674005012507,25.7028773719721,25.0257896551724,3.1845698073927,54.6011395245114,1.67777189580097,3.07277816985448,1.50679791159173,-44.8696929208761,-93.0345974872047,-6.80247339784557,112.96724120658,4.82890555522054,1.0220997341879,5.19745601802767,426.378047752934,420.203957575758,-0.0311815063529405,66.9094967337758,1.01745335421488,15.9909019781296,17.1909527272727,-7.30748819976203e-06,108.084296824876,0,0,1,0,51963,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1600.03379310345,1345.22455803757,0.840747591604519,0.161042851796723,6,0.5,"0: Broadleaf",2,TRUE,1686838186.75517,413.110517241379,419.412068965517,17.196175862069,15.9907137931034,425.23375862069,19.4013896551724,499.985965517241,97.4665965517241,0.0999734379310345,24.4276310344828,25.0257896551724,999.9,0,0,10001.4634482759,0,10.4043448275862,-6.30176379310345,420.338655172414,426.227827586207,1.20545965517241,419.412068965517,15.9907137931034,1.67605137931034,1.55856068965517,14.6764,13.5550827586207,1600.03379310345,0.975001724137931,0.0249981793103448,0,2084.79965517241,5.00078,32763.6965517241,13074.4413793103,39.5707931034483,40.6290689655172,40.0406551724138,40.6957931034483,40.5278275862069,1555.16137931034,39.8724137931034,0,1686838188.7,0,2084.41846153846,-41.2082051564655,-747.158974834053,32756.5384615385,15,0,"--:--:--",1686676093.1,1686676090.1,0,-0.131,-0.023,-4.282,-0.455,420,19,0.54,0.22,-6.32300975,1.45101039399627,0.311294251557008,0,1.2065175,-0.0369462664165125,0.00388682823777949,1,1,2,"1/2",3.09884,2.75809,0.0969347,0.0955926,0.10209,0.0893494,23622.6,22801.7,26693,25524.1,38403.7,34245.6,46636.2,40701.1,1.94907,2.1218,0.153542,0,22.4938,999.9,70.7,24.2,21.988,62.3975,27.1554,1,-0.369068,-0.123824,20.3113,5.21699,11.974,4.96475,3.27408,9999,9999,9999,82,1.86363,1.85961,1.85777,1.85928,1.85945,1.85791,1.85684,1.85196,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-12.121,-2.2052,-7.62534383865249,-0.0121042809085347,3.8744457867077e-06,-6.70334452821528e-10,-1.13956816801862,-0.117176026174632,0.00447596059585891,-6.53267410374663e-05,8,1962,1,19,2701.7,2701.7,1.05713,2.56104,1.49658,2.36572,1.54907,2.34131,28.5215,15.6556,18,476.482,611.372,22.6565,22.5631,30.0003,22.6591,22.6144,21.2571,18.017,89.6545,22.6563,399.702,15.9548,101.947,97.8576
3,1686838199.6,10,2023-06-15 10:09:59,10:09:59,5,2616,1686838191.83214,0.00101812780771715,1.01812780771716,5.04070304418415,412.721601323057,278.731087641885,27.1948966522613,40.2679205577416,0.0650854767143714,2.88485588414184,0.0642805878153226,0.0402468540585937,257.668728206117,25.6977915492972,25.0242785714286,3.18428297820206,54.6065718925752,1.6774434675427,3.07187103933689,1.50683951065936,-44.8994363203267,-93.5625228658286,-6.84114433336532,112.365624686597,3.01245449711291,1.01956944076647,5.04070304418415,421.07823502054,417.751545454545,-0.535033346580972,66.9094967337758,1.01812780771716,15.9881617301328,17.1890266666667,-3.77138380634587e-06,108.084296824876,0,0,1,0,51964,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1600.00392857143,1345.19920736068,0.840747440265194,0.161042559711824,6,0.5,"0: Broadleaf",2,TRUE,1686838191.83214,412.721607142857,416.841785714286,17.1927714285714,15.9902428571429,424.841321428571,19.3979357142857,499.966607142857,97.4668321428572,0.0999548357142857,24.4227,25.0242785714286,999.9,0,0,10000.7307142857,0,10.3032839285714,-4.12031321428571,419.9415,423.615571428571,1.20253107142857,416.841785714286,15.9902428571429,1.67572535714286,1.55851857142857,14.673375,13.5546678571429,1600.00392857143,0.9750065,0.0249934642857143,0,2081.49392857143,5.00078,32700.9178571429,13074.2214285714,39.4707142857143,40.48625,39.9037857142857,40.4840357142857,40.3613928571428,1555.13928571429,39.8635714285714,0,1686838193.5,0,2081.28076923077,-39.215042680166,-728.147007512409,32697.5807692308,15,0,"--:--:--",1686676093.1,1686676090.1,0,-0.131,-0.023,-4.282,-0.455,420,19,0.54,0.22,-5.05246707317073,19.5313120557491,2.63956176239888,0,1.20483951219512,-0.0362954006968613,0.00390875561959989,1,1,2,"1/2",3.099,2.75817,0.0964314,0.0934938,0.10208,0.0893382,23635.6,22854.2,26692.7,25523.7,38403.7,34245.2,46635.7,40700.3,1.94877,2.12143,0.154253,0,22.4938,999.9,70.7,24.2,21.9884,62.0175,26.891,1,-0.368836,-0.109872,20.3112,5.21684,11.974,4.96475,3.27405,9999,9999,9999,82,1.86367,1.85961,1.85777,1.85928,1.85944,1.85791,1.85684,1.85196,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-12.095,-2.2051,-7.62534383865249,-0.0121042809085347,3.8744457867077e-06,-6.70334452821528e-10,-1.13956816801862,-0.117176026174632,0.00447596059585891,-6.53267410374663e-05,8,1962,1,19,2701.8,2701.8,1.02661,2.55615,1.49658,2.36694,1.54907,2.41333,28.5215,15.6731,18,476.344,611.126,22.6356,22.5655,30.0004,22.6624,22.6177,20.6354,18.017,89.6545,22.6339,386.345,15.9548,101.946,97.8559
4,1686838204.6,15,2023-06-15 10:10:04,10:10:04,5,2616,1686838197.1,0.00101624839285953,1.01624839285954,5.04347103614632,410.456549723512,276.162004125598,26.9441651525732,40.0468163559381,0.0649326062176823,2.88415895859036,0.0641312777602521,0.0401532207660894,257.671306144324,25.6927960587193,25.026437037037,3.18469269830188,54.6155957645766,1.67713809077417,3.07080435047081,1.50755460752771,-44.8165541251055,-94.7773879718753,-6.93152092435015,111.145843122994,-1.30154548590295,1.01849155537942,5.04347103614632,407.323255684725,409.863721212121,-1.6484919540937,66.9094967337758,1.01624839285954,15.9871054880972,17.1857103030303,-4.47811670657564e-06,108.084296824876,0,0,1,0,51904,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1600.01962962963,1345.21243358082,0.840747456262279,0.161042590586198,6,0.5,"0: Broadleaf",2,TRUE,1686838197.1,410.456555555555,409.396333333333,17.1896888888889,15.9884814814815,422.55537037037,19.3947925925926,499.988925925926,97.4665037037037,0.100014318518519,24.4169,25.026437037037,999.9,0,0,9996.75777777778,0,10.1000118518519,1.06014555555556,417.63562962963,416.04837037037,1.20121481481481,409.396333333333,15.9884814814815,1.67541962962963,1.55834111111111,14.6705407407407,13.5529222222222,1600.01962962963,0.975006518518518,0.0249933888888889,0,2078.21,5.00078,32635.1,13074.3592592593,39.3632222222222,40.3492592592593,39.7752222222222,40.2612222222222,40.2288148148148,1555.1537037037,39.8648148148148,0,1686838198.3,0,2078.30653846154,-35.4143589876613,-756.796581891278,32637.4961538462,15,0,"--:--:--",1686676093.1,1686676090.1,0,-0.131,-0.023,-4.282,-0.455,420,19,0.54,0.22,-1.03402175,60.3481205628518,6.26175338175454,0,1.20204175,-0.0137748968105079,0.00163305677718199,1,1,2,"1/2",3.09895,2.75802,0.0949991,0.0908004,0.102065,0.0893302,23672.7,22922,26692.3,25523.5,38404.1,34245,46635.6,40700.1,1.94912,2.12155,0.153612,0,22.4943,999.9,70.7,24.2,21.988,62.2075,26.9071,1,-0.368648,-0.0776171,20.3112,5.21774,11.974,4.9648,3.2741,9999,9999,9999,82,1.86364,1.85959,1.85776,1.85928,1.85944,1.85791,1.85684,1.85196,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-12.019,-2.2051,-7.62534383865249,-0.0121042809085347,3.8744457867077e-06,-6.70334452821528e-10,-1.13956816801862,-0.117176026174632,0.00447596059585891,-6.53267410374663e-05,8,1962,1,19,2701.9,2701.9,0.98877,2.55981,1.49658,2.36206,1.54907,2.42188,28.5215,15.6643,18,476.569,611.266,22.6103,22.5683,30.0002,22.6662,22.6215,19.8841,18.017,89.6545,22.6059,366.307,15.9548,101.945,97.8553
5,1686838209.6,20,2023-06-15 10:10:09,10:10:09,5,2616,1686838201.81429,0.00101579374759924,1.01579374759925,4.87279397276934,405.108958646092,275.119951356919,26.8425179729052,39.5251033224245,0.0649178474332844,2.88293716643151,0.0641165458538835,0.0401440107779224,257.671484349016,25.6884970669181,25.0235214285714,3.18413926820267,54.6241361198855,1.67690536175905,3.06989818214916,1.50723390644363,-44.7965042691268,-95.0501028033598,-6.95413710221314,110.870740174316,-6.62234923135572,1.01816430516499,4.87279397276934,391.368322746928,398.083345454545,-2.40088254460747,66.9094967337758,1.01579374759925,15.9849629365633,17.1829333333333,-3.77310027410652e-06,108.084296824876,0,0,1,0,51895,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1600.01964285714,1345.21253593213,0.840747513280523,0.161042700631408,6,0.5,"0: Broadleaf",2,TRUE,1686838201.81429,405.108964285714,397.657535714286,17.1872892857143,15.9865607142857,417.158035714286,19.3923464285714,500.028821428571,97.4665607142857,0.100038292857143,24.4119714285714,25.0235214285714,999.9,0,0,9989.73035714286,0,9.75236464285714,7.4514525,412.193535714286,404.117964285714,1.20073214285714,397.657535714286,15.9865607142857,1.67518678571429,1.558155,14.6683857142857,13.5510892857143,1600.01964285714,0.975005142857143,0.0249946821428571,0,2075.6475,5.00078,32579.2071428571,13074.3535714286,39.2587142857143,40.2273571428571,39.7029285714286,40.0599285714286,40.1247142857143,1555.15071428571,39.8678571428571,0,1686838203.7,0,2075.1972,-31.1900000180973,-682.184615667041,32570.4,15,0,"--:--:--",1686676093.1,1686676090.1,0,-0.131,-0.023,-4.282,-0.455,420,19,0.54,0.22,3.34322463414634,79.9443863414634,7.99383181381687,0,1.20103024390244,-0.00765804878048645,0.00091347497277017,1,1,2,"1/2",3.0989,2.75788,0.0929128,0.0878747,0.102054,0.0893201,23727,22995.6,26692.1,25523.4,38403.9,34244.8,46635.1,40699.8,1.9486,2.12162,0.153061,0,22.4957,999.9,70.6,24.2,21.956,62.3675,27.1034,1,-0.368354,-0.0542293,20.3112,5.21729,11.974,4.9647,3.274,9999,9999,9999,82,1.86362,1.85959,1.85778,1.85928,1.85944,1.85789,1.85684,1.85196,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-11.908,-2.2049,-7.62534383865249,-0.0121042809085347,3.8744457867077e-06,-6.70334452821528e-10,-1.13956816801862,-0.117176026174632,0.00447596059585891,-6.53267410374663e-05,8,1962,1,19,2701.9,2702,0.953369,2.55737,1.49658,2.3645,1.54907,2.34985,28.5215,15.6643,18,476.304,611.357,22.5826,22.5712,30.0003,22.6692,22.6244,19.1942,18.017,89.2777,22.5785,352.82,15.9548,101.944,97.8548
6,1686838214.6,25,2023-06-15 10:10:14,10:10:14,5,2616,1686838207.1,0.00101242852877439,1.0124285287744,4.71441365357056,395.191957509047,268.990836988688,26.2446650302737,38.5577466637618,0.0647159192126246,2.88324408419038,0.0639196454766843,0.0400205040769911,257.672136763525,25.6838345419939,25.019737037037,3.18342105422875,54.6298740093847,1.67653581264962,3.06889928459584,1.50688524157913,-44.648098118951,-95.3167002470056,-6.9725759702342,110.734762427334,-11.8512538706551,1.01699449944282,4.71441365357056,374.736828833129,383.986951515152,-2.84501262465185,66.9094967337758,1.0124285287744,15.9815502901276,17.1756290909091,-8.53621271007029e-06,108.084296824876,0,0,1,0,51909,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1600.02296296296,1345.2153883058,0.840747551406822,0.161042774215166,6,0.5,"0: Broadleaf",2,TRUE,1686838207.1,395.191962962963,381.453222222222,17.1834074074074,15.9840259259259,407.148222222222,19.3883925925926,500.017259259259,97.467137037037,0.099996937037037,24.406537037037,25.019737037037,999.9,0,0,9991.43481481482,0,9.70166074074074,13.7387933333333,402.101518518519,387.649333333333,1.19939111111111,381.453222222222,15.9840259259259,1.67481851851852,1.55791592592593,14.6649851851852,13.5487444444444,1600.02296296296,0.975003740740741,0.024996,0,2072.99296296296,5.00078,32521.3037037037,13074.3666666667,39.1547037037037,40.1039259259259,39.6015925925926,39.8491851851852,39.9881111111111,1555.15296296296,39.87,0,1686838208.5,0,2072.8468,-27.5176922713303,-574.207691828392,32518.484,15,0,"--:--:--",1686676093.1,1686676090.1,0,-0.131,-0.023,-4.282,-0.455,420,19,0.54,0.22,10.083596,71.0681963977486,6.99986830744115,0,1.19997925,-0.0147454784240175,0.00153550054949518,1,1,2,"1/2",3.09891,2.75811,0.0904151,0.0849124,0.102027,0.089305,23792.3,23070,26692,25523,38404.5,34244.6,46634.7,40699.3,1.94875,2.1213,0.153281,0,22.4957,999.9,70.6,24.2,21.9554,62.3775,26.9071,1,-0.368074,-0.0807979,20.3113,5.21684,11.974,4.9646,3.274,9999,9999,9999,82,1.8636,1.8596,1.85778,1.85928,1.85944,1.8579,1.85684,1.85196,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-11.775,-2.2048,-7.62534383865249,-0.0121042809085347,3.8744457867077e-06,-6.70334452821528e-10,-1.13956816801862,-0.117176026174632,0.00447596059585891,-6.53267410374663e-05,8,1962,1,19,2702,2702.1,0.915527,2.56226,1.49658,2.36572,1.54907,2.40356,28.5215,15.6643,18,476.414,611.155,22.5631,22.574,30.0004,22.6724,22.6282,18.4157,18.017,89.2777,22.5644,332.447,15.9548,101.943,97.8534
7,1686838219.6,30,2023-06-15 10:10:19,10:10:19,5,2616,1686838211.81429,0.00100960943018932,1.00960943018932,4.60485096987219,383.302316113262,259.845978857355,25.3526097733881,37.3979774033371,0.0645666639162201,2.88355060579857,0.0637741177418295,0.0399292200890449,257.66858587462,25.6775831802884,25.0134214285714,3.1822227730404,54.6374537456094,1.6760802162436,3.06763968915423,1.5061425567968,-44.5237758713492,-95.4106697632416,-6.97824500948198,110.755895230548,-14.6517430166159,1.01501499564608,4.60485096987219,358.326527751119,368.782781818182,-3.04831044738076,66.9094967337758,1.00960943018932,15.9796299450474,17.1704163636364,-8.58049803855061e-06,108.084296824876,0,0,1,0,52016,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1600.00071428571,1345.1966994169,0.840747561801831,0.161042794277533,6,0.5,"0: Broadleaf",2,TRUE,1686838211.81429,383.302321428571,366.187321428571,17.1786142857143,15.9815357142857,395.146535714286,19.3835178571429,500.0065,97.4678321428572,0.100003560714286,24.3996821428571,25.0134214285714,999.9,0,0,9993.125,0,9.9104925,17.1150214285714,390.002071428571,372.134535714286,1.19708392857143,366.187321428571,15.9815357142857,1.67436285714286,1.55768535714286,14.6607714285714,13.5464607142857,1600.00071428571,0.975002321428572,0.0249975357142857,0,2070.68428571429,5.00078,32476.2285714286,13074.1714285714,39.0688214285714,39.9974642857143,39.5198571428571,39.685,39.9149642857143,1555.13071428571,39.87,0,1686838213.3,0,2070.498,-29.3330769683558,-542.884616501706,32473.256,15,0,"--:--:--",1686676093.1,1686676090.1,0,-0.131,-0.023,-4.282,-0.455,420,19,0.54,0.22,14.157155,48.7952159099437,4.87200077520571,0,1.19838825,-0.0258271294559163,0.00268970526963456,1,1,2,"1/2",3.09885,2.75814,0.0876828,0.0817614,0.102006,0.0892923,23863.4,23149.5,26691.7,25523,38404.7,34244.5,46634.3,40698.9,1.94867,2.12115,0.15258,0,22.4962,999.9,70.7,24.2,21.9869,62.4775,27.0553,1,-0.367914,-0.0809913,20.3113,5.21819,11.974,4.96475,3.27397,9999,9999,9999,82,1.86365,1.8596,1.85776,1.85928,1.85944,1.85791,1.85684,1.85196,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-11.632,-2.2048,-7.62534383865249,-0.0121042809085347,3.8744457867077e-06,-6.70334452821528e-10,-1.13956816801862,-0.117176026174632,0.00447596059585891,-6.53267410374663e-05,8,1962,1,19,2702.1,2702.2,0.881348,2.56104,1.49658,2.36694,1.54907,2.36206,28.5426,15.6643,18,476.4,611.086,22.5489,22.5773,30.0003,22.6757,22.6319,17.726,18.017,89.2777,22.5498,319.072,15.9548,101.942,97.8529
8,1686838224.6,35,2023-06-15 10:10:24,10:10:24,5,2616,1686838217.1,0.00100653207572216,1.00653207572217,4.407642787339,368.201365311607,249.730479412372,24.3657314803875,35.9247121897378,0.0644027056100839,2.88722869885787,0.0636151442432763,0.0398294219097409,257.668001123208,25.6671309383016,25.0059888888889,3.18081307771146,54.6500849181616,1.67548877123437,3.06584843142222,1.50532430647709,-44.3880645393477,-95.8934886209729,-7.00401678309355,110.382431179794,-16.537043612709,1.01200005806907,4.407642787339,341.122047619653,352.725345454545,-3.21993032912322,66.9094967337758,1.00653207572217,15.977103977618,17.1643909090909,-1.00733392573098e-05,108.084296824876,0,0,1,0,52203,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1599.99703703704,1345.19361163551,0.84074756421213,0.16104279892941,6,0.5,"0: Broadleaf",2,TRUE,1686838217.1,368.20137037037,348.802518518519,17.1725037037037,15.978862962963,379.902222222222,19.3773037037037,499.960222222222,97.4682296296296,0.0998827518518518,24.3899296296296,25.0059888888889,999.9,0,0,10014.2362962963,0,10.2826103703704,19.3988518518519,374.634962962963,354.466555555556,1.19365074074074,348.802518518519,15.978862962963,1.67377444444444,1.55743111111111,14.6553259259259,13.5439518518519,1599.99703703704,0.975001222222222,0.0249987851851852,0,2068.06185185185,5.00078,32427.5407407407,13074.137037037,38.9812222222222,39.8885925925926,39.4024814814815,39.5367407407407,39.8423333333333,1555.12555555556,39.87,0,1686838218.7,0,2067.92307692308,-31.485128215204,-563.463248260873,32425.9961538462,15,0,"--:--:--",1686676093.1,1686676090.1,0,-0.131,-0.023,-4.282,-0.455,420,19,0.54,0.22,18.0614875,25.501016510319,2.55446687032613,0,1.1953765,-0.0393509943714839,0.00391395295704994,1,1,2,"1/2",3.09873,2.75833,0.0847618,0.0787016,0.101986,0.0892899,23939.7,23226.4,26691.5,25522.8,38404.8,34244.1,46633.7,40698.8,1.94858,2.12127,0.152141,0,22.4976,999.9,70.6,24.2,21.9565,62.0375,27.0513,1,-0.367663,-0.0997168,20.3113,5.21714,11.974,4.96475,3.274,9999,9999,9999,82,1.86365,1.85959,1.85779,1.85928,1.85944,1.8579,1.85685,1.85196,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-11.479,-2.2047,-7.62534383865249,-0.0121042809085347,3.8744457867077e-06,-6.70334452821528e-10,-1.13956816801862,-0.117176026174632,0.00447596059585891,-6.53267410374663e-05,8,1962,1,19,2702.2,2702.2,0.843506,2.56836,1.49658,2.36572,1.54907,2.37305,28.5426,15.6556,18,476.369,611.22,22.5391,22.5804,30.0003,22.6787,22.6352,16.9756,18.017,88.9053,22.5415,298.944,15.9548,101.941,97.8523
