"obs","time..2","elapsed","date","hhmmss..5","averaging","id","TIME..8","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","DarkAdaptedID","Qmax_d","Fo..51","Fm","Fv/Fm","A_dark","LightAdaptedID","Qmax","Fs","Fm'","PhiPS2","PS2/1","Qabs_fs","A_fs","ETR","PhiCO2","NPQ","alt._Fo'","DarkPulseID","Fmin","Fo'","Fv'/Fm'","qP","qN","qP_Fo","qN_Fo","qL","1-qL","ID..77","P1_dur","P1_Fmax","T@P1_Fmax","Q@P1_Fmax","P1_PredF","P1_ΔF","P2_dur","P2_ramp","P2_int","P2_int_se","P2_slp","P2_slp_se","P2_R2","P2_dQdt","P3_dur","P3_Fmax","T@P3_Fmax","Q@P3_Fmax","P3_PredF","P3_ΔF","ID..98","Dur","DCo","InitSlope","Fo..102","F1","T@F1","T@HIR","F2","T@F2","DCmax","T@DCmax","PhiPS2_dc","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..120","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","F_avg","dF/dt","dF_dc/dt","F_dc_avg","period","time..171","hhmmss..172","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
1,1683308624.6,0,2023-05-05 13:43:44,13:43:44,5,"3643",1683308616.85,0.00306872465386954,3.06872465386954,9.78699926523319,404.450720759974,316.715403750284,31.3968265445463,40.0942580472967,0.209068954614256,1.89076806840194,0.19702259759866,0.124163561145395,257.670774942127,26.2148905486311,25.0569466666667,3.19048896810986,52.5479764021604,1.68441382973849,3.20547801279222,1.50607513837136,-135.330757235647,8.0195731647444,0.898036304165161,131.257627175389,9.15464949439896,3.07764777186395,9.78699926523319,422.520840784422,410.880193939394,-0.0491246039602607,67.0234966010956,3.06872465386954,13.3766615721607,16.9964309090909,2.19793782407248e-05,93.0210694465637,0,0,1,0,25604,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1600.008,1345.20335116172,0.840747890736624,0.161043429121683,6,0.5,"0: Broadleaf",2,TRUE,1683308616.85,404.450766666667,416.930233333333,16.99152,13.3610433333333,403.470266666667,16.8002,499.992833333333,99.03265,0.0999661366666667,25.13562,25.0569466666667,999.9,0,0,4995.93733333333,0,36.38863,-12.4793566666667,411.441766666667,422.576266666667,3.63048,416.930233333333,13.3610433333333,1.68271666666667,1.32317933333333,14.73789,11.0647533333333,1600.008,0.9749935,0.0250065766666667,0,1216.914,5.00078,19703.3466666667,13074.1933333333,39.2372666666667,39.7997333333333,39.4080666666667,40.9538666666667,40.7038666666667,1555.118,39.8876666666667,0,1683308623.4,0,1216.74461538462,-33.6102564030238,-467.083760622704,19701.1307692308,15,0,"--:--:--",1682098861.1,1682098864.1,0,0.015,-0.004,-0.064,0.137,420,15,0.24,0.04,-12.598235,0.125939212007531,0.407692484324889,0,3.63658525,-0.162304052532852,0.017620648113435,1,1,2,"1/2",3.09766,2.72556,0.0949435,0.0974628,0.0938762,0.0799376,23686.7,23252.8,26700.7,26076.1,38756.6,36563.3,46633.4,43006.8,1.91665,2.1634,0.198975,0,21.7545,999.9,68.2,23.2,19.6544,30.0073,24.5994,1,-0.499797,-0.811019,20.3128,5.22133,11.974,4.9653,3.27435,9999,9999,9999,0.8,1.86361,1.85959,1.85772,1.85928,1.85944,1.85776,1.8568,1.85192,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,0.98,0.1914,0.539907322044195,0.00114025446392539,-5.45145572980211e-08,-1.6170497093792e-10,-0.00028873243249508,-0.00169209404395434,0.00079655929589877,-1.00952643504747e-06,3,1983,1,18,20162.7,20162.7,0.960693,2.53906,1.49658,2.36084,1.54907,2.38525,26.6232,15.1652,18,445.348,622.572,23.5258,20.803,29.9996,20.9805,20.9411,19.2633,32.3119,19.8708,23.5142,411.709,13.4268,101.954,102.08
2,1683308629.6,5,2023-05-05 13:43:49,13:43:49,5,"3643",1683308621.75517,0.00307025596515609,3.0702559651561,9.76095050620148,404.107264262749,316.783150468941,31.4035067584027,40.0601647707873,0.209580156512727,1.89056824985105,0.197475447898243,0.124451415331728,257.668930161532,26.2061562558831,25.0438103448276,3.18799217888299,52.5797124675346,1.68460477910328,3.20390641189498,1.5033873997797,-135.398288063384,8.51841253252947,0.953894855760199,131.742949486438,9.2327597471431,3.06944045388527,9.76095050620148,422.720295821171,410.850587878788,-0.00067999175422709,67.0234966010956,3.0702559651561,13.3745045858556,16.9964781818182,2.10910213166067e-05,93.0210694465637,0,0,1,0,25443,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1599.9975862069,1345.19450889199,0.840747836427072,0.161043324304249,6,0.5,"0: Broadleaf",2,TRUE,1683308621.75517,404.107310344828,416.676620689655,16.9934655172414,13.3722862068966,403.127137931034,16.8021034482759,499.938793103448,99.0325586206897,0.0999448344827586,25.1273862068965,25.0438103448276,999.9,0,0,4995.08620689655,0,36.9536862068965,-12.5692068965517,411.093103448276,422.323931034483,3.62118206896552,416.676620689655,13.3722862068966,1.68290793103448,1.32429172413793,14.7396517241379,11.0774172413793,1599.9975862069,0.974993827586207,0.0250062620689655,0,1214.22793103448,5.00078,19666.6620689655,13074.1068965517,39.2949655172414,39.8402413793103,39.5191724137931,41.0256206896552,40.7517931034483,1555.10965517241,39.8844827586207,0,1683308628.2,0,1214.09038461538,-32.4933333609558,-416.331624206783,19665.35,15,0,"--:--:--",1682098861.1,1682098864.1,0,0.015,-0.004,-0.064,0.137,420,15,0.24,0.04,-12.5365414634146,-2.21190522648086,0.392326037244914,0,3.63021585365854,-0.111890592334495,0.0151981252013899,1,1,2,"1/2",3.09768,2.72564,0.0949278,0.0969506,0.0938784,0.079908,23687.4,23266.1,26701,26076,38756.7,36564.5,46633.7,43006.9,1.91658,2.16338,0.198569,0,21.7605,999.9,68.1,23.2,19.6259,30.4473,24.7196,1,-0.50033,-0.882078,20.3119,5.21849,11.974,4.9648,3.274,9999,9999,9999,0.8,1.86361,1.85959,1.85768,1.85928,1.85944,1.85776,1.85678,1.85192,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,0.98,0.1915,0.539907322044195,0.00114025446392539,-5.45145572980211e-08,-1.6170497093792e-10,-0.00028873243249508,-0.00169209404395434,0.00079655929589877,-1.00952643504747e-06,3,1983,1,18,20162.8,20162.8,0.936279,2.5415,1.49658,2.36084,1.54907,2.35596,26.6026,15.1565,18,445.237,622.446,23.4807,20.7941,29.9996,20.9716,20.9326,18.8036,32.3119,19.8708,23.4822,398.053,13.4319,101.955,102.08
3,1683308634.6,10,2023-05-05 13:43:54,13:43:54,5,"3643",1683308626.83214,0.00307303161373542,3.07303161373543,9.60269212199818,403.565383587991,317.724855798919,31.4969062124685,40.0065050167633,0.210139816552643,1.89370711647893,0.197991303750841,0.124777494407706,257.665433227526,26.1941627796824,25.0314107142857,3.18563697746645,52.6146479202451,1.68479192072764,3.20213474255591,1.50084505673881,-135.520694165732,8.85041589077876,0.989322015188364,131.98447696776,7.44803337837152,3.07220916604597,9.60269212199818,416.841698391665,408.215284848485,-0.570427254092439,67.0234966010956,3.07303161373543,13.3663501952026,16.9917660606061,-2.11954052576964e-05,93.0210694465637,0,0,1,0,25573,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1599.97678571429,1345.17694467747,0.840747788773035,0.161043232331958,6,0.5,"0: Broadleaf",2,TRUE,1683308626.83214,403.565428571429,413.991678571429,16.9953285714286,13.3710535714286,402.585928571429,16.8039142857143,499.961392857143,99.0326928571428,0.0999548964285714,25.1181,25.0314107142857,999.9,0,0,5008.52607142857,0,37.3883285714286,-10.4260996428571,410.54275,419.602035714286,3.62427607142857,413.991678571429,13.3710535714286,1.68309357142857,1.32417178571429,14.7413714285714,11.0760428571429,1599.97678571429,0.974994,0.0250061,0,1211.58714285714,5.00078,19631.0964285714,13073.9428571429,39.34575,39.8792142857143,39.4708214285714,41.107,40.8032857142857,1555.09214285714,39.8814285714286,0,1683308633.6,0,1211.1064,-30.1923077444331,-421.446154520551,19625.516,15,0,"--:--:--",1682098861.1,1682098864.1,0,0.015,-0.004,-0.064,0.137,420,15,0.24,0.04,-10.94669975,23.3931018011257,3.19547732563422,0,3.62330825,0.0357905065665955,0.00603358388004177,1,1,2,"1/2",3.09787,2.7257,0.094376,0.0947083,0.0938571,0.0798862,23702.1,23324,26701.3,26076.1,38757.9,36565.2,46634.1,43007,1.91753,2.1631,0.198111,0,21.766,999.9,68.1,23.2,19.6283,29.5073,24.6675,1,-0.501021,-0.925498,20.3118,5.21879,11.974,4.96485,3.274,9999,9999,9999,0.8,1.86362,1.85959,1.85773,1.85928,1.85944,1.85776,1.85678,1.85194,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,0.976,0.1913,0.539907322044195,0.00114025446392539,-5.45145572980211e-08,-1.6170497093792e-10,-0.00028873243249508,-0.00169209404395434,0.00079655929589877,-1.00952643504747e-06,3,1983,1,18,20162.9,20162.8,0.908203,2.54639,1.49658,2.36084,1.54907,2.33276,26.6026,15.1565,18,445.659,622.143,23.4527,20.7853,29.9995,20.9628,20.9252,18.1483,32.0358,19.8708,23.4555,378.009,13.4451,101.956,102.081
4,1683308639.6,15,2023-05-05 13:43:59,13:43:59,5,"3643",1683308632.1,0.00307227230788378,3.07227230788379,9.24098603202117,401.220622847024,318.352157301898,31.55897088789,39.7739096959932,0.210276459621103,1.89311673487567,0.198109075602606,0.124852653261286,257.66337781119,26.1848893498574,25.0236851851852,3.1841703496544,52.6389796828738,1.68458103933912,3.20025397431327,1.49958931031527,-135.487208777675,8.62950653383402,0.964843626195781,131.770519193544,2.87140300719145,3.07357301827847,9.24098603202117,402.680983672359,400.256381818182,-1.64658338229094,67.0234966010956,3.07227230788379,13.3613355331865,16.9856636363636,-2.45714118984676e-05,93.0210694465637,0,0,1,0,25276,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1599.96444444444,1345.16653358093,0.840747766771786,0.161043189869546,6,0.5,"0: Broadleaf",2,TRUE,1683308632.1,401.220666666667,406.146222222222,16.9932666666667,13.3676148148148,400.243518518519,16.8019037037037,499.994444444444,99.0322666666667,0.0999998,25.108237037037,25.0236851851852,999.9,0,0,5006.01777777778,0,37.671962962963,-4.9254887037037,408.156518518519,411.648888888889,3.62566185185185,406.146222222222,13.3676148148148,1.68288185185185,1.32382518518519,14.7394259259259,11.0720962962963,1599.96444444444,0.97499437037037,0.0250057407407407,0,1208.79111111111,5.00078,19591.7592592593,13073.837037037,39.4071851851852,39.9187037037037,39.6734444444444,41.1896296296296,40.8376666666667,1555.08333333333,39.88,0,1683308638.4,0,1208.5564,-31.9915384151632,-486.223076262121,19588.688,15,0,"--:--:--",1682098861.1,1682098864.1,0,0.015,-0.004,-0.064,0.137,420,15,0.24,0.04,-8.080428225,56.6938969418387,6.0605873789848,0,3.6241465,0.0382223639774793,0.00501381319456555,1,1,2,"1/2",3.09777,2.72558,0.0928894,0.0918693,0.0938333,0.0799625,23741.2,23397.6,26701.5,26076.7,38759.1,36562.3,46634.5,43007.6,1.91747,2.16345,0.197604,0,21.7702,999.9,68.1,23.2,19.6257,30.3373,24.7556,1,-0.501606,-0.943968,20.3117,5.21894,11.974,4.965,3.274,9999,9999,9999,0.8,1.86362,1.85959,1.8577,1.85927,1.85943,1.85776,1.85678,1.85191,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,0.968,0.1912,0.539907322044195,0.00114025446392539,-5.45145572980211e-08,-1.6170497093792e-10,-0.00028873243249508,-0.00169209404395434,0.00079655929589877,-1.00952643504747e-06,3,1983,1,18,20163,20162.9,0.872803,2.55249,1.49658,2.36084,1.54907,2.31567,26.6026,15.1477,18,445.572,622.31,23.432,20.777,29.9995,20.9553,20.9172,17.5212,32.0358,19.4969,23.4325,364.607,13.4559,101.956,102.082
5,1683308644.6,20,2023-05-05 13:44:04,13:44:04,5,"3643",1683308636.81429,0.00305313280301127,3.05313280301127,9.1390935056148,395.776349582278,313.418847883121,31.0699918680897,39.2342963614278,0.208978933457552,1.89118303386535,0.196945105333003,0.124114098355161,257.663407874313,26.1849003048128,25.0189785714286,3.18327712722151,52.6538017039508,1.68420901824629,3.19864656253286,1.49906810897522,-134.643156612797,8.24071168201043,0.922254540463918,132.18321748399,-2.69547479256664,3.06659361482289,9.1390935056148,386.507040384034,388.344109090909,-2.4194588300209,67.0234966010956,3.05313280301127,13.3844413468744,16.9856751515152,-5.72712874389609e-07,93.0210694465637,0,0,1,0,25354,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1599.96464285714,1345.16669941674,0.840747766159761,0.161043188688338,6,0.5,"0: Broadleaf",2,TRUE,1683308636.81429,395.776392857143,393.998392857143,16.989475,13.3723821428571,394.80475,16.7982035714286,500.041428571429,99.0324857142857,0.100007682142857,25.0998035714286,25.0189785714286,999.9,0,0,4997.72285714286,0,37.8293107142857,1.77812196428571,402.616678571429,399.338285714286,3.61710392857143,393.998392857143,13.3723821428571,1.68251035714286,1.3243,14.7359964285714,11.0774928571429,1599.96464285714,0.974994892857143,0.0250052428571429,0,1205.68107142857,5.00078,19545.0928571429,13073.8428571429,39.473,39.9550714285714,39.7028928571428,41.2676428571428,40.8903571428571,1555.08464285714,39.88,0,1683308643.2,0,1205.3692,-45.1661538344182,-681.869230884687,19540.46,15,0,"--:--:--",1682098861.1,1682098864.1,0,0.015,-0.004,-0.064,0.137,420,15,0.24,0.04,-1.731663225,86.6169035009382,8.40839261287668,0,3.61893,-0.0985825891182038,0.01258931928263,1,1,2,"1/2",3.0977,2.72556,0.0907144,0.0889027,0.0938414,0.0799984,23798.3,23474.1,26701.6,26076.7,38758.7,36560.6,46634.9,43007.7,1.91737,2.1635,0.196658,0,21.7738,999.9,68.1,23.2,19.626,29.6674,24.5473,1,-0.502185,-0.964423,20.3114,5.21924,11.974,4.96495,3.27403,9999,9999,9999,0.8,1.86364,1.85959,1.85771,1.85928,1.85944,1.85776,1.85679,1.85191,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,0.956,0.1912,0.539907322044195,0.00114025446392539,-5.45145572980211e-08,-1.6170497093792e-10,-0.00028873243249508,-0.00169209404395434,0.00079655929589877,-1.00952643504747e-06,3,1983,1,18,20163.1,20163,0.841064,2.56104,1.49658,2.35962,1.54907,2.31934,26.5819,15.1477,18,445.456,622.254,23.414,20.7698,29.9995,20.9473,20.9098,16.8084,32.0358,19.4969,23.4134,344.552,13.4605,101.957,102.083
6,1683308649.6,25,2023-05-05 13:44:09,13:44:09,5,"3643",1683308642.1,0.00305339577638328,3.05339577638329,8.85861430435855,385.768698511579,305.928533138084,30.3274031502643,38.242143426461,0.209125815812031,1.88626221093209,0.197046101906942,0.124180942772414,257.666863763217,26.1793564753334,25.0142074074074,3.18237187791545,52.670467513957,1.68393673838692,3.19711750791029,1.49843513952853,-134.654753738503,7.88829916002038,0.885060550868749,131.785469735603,-8.03872040780218,3.05823626965744,8.85861430435855,370.036942719305,374.358878787879,-2.81984279309711,67.0234966010956,3.05339577638329,13.3857772215565,16.98724,2.59064738412482e-05,93.0210694465637,0,0,1,0,25291,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1599.9862962963,1345.18488830564,0.840747756039861,0.161043169156932,6,0.5,"0: Broadleaf",2,TRUE,1683308642.1,385.768740740741,377.538407407407,16.9867592592593,13.3793925925926,384.807259259259,16.7955555555556,500.024592592593,99.0323037037037,0.100009451851852,25.0917777777778,25.0142074074074,999.9,0,0,4976.66703703704,0,38.1082555555556,8.23033351851852,392.434888888889,382.658074074074,3.60737481481481,377.538407407407,13.3793925925926,1.68223851851852,1.32499148148148,14.7334925925926,11.0853703703704,1599.9862962963,0.974995851851852,0.025004337037037,0,1200.79481481482,5.00078,19472.0851851852,13074.0222222222,39.5552222222222,39.9951111111111,39.8144814814815,41.3447037037037,40.964962962963,1555.1062962963,39.88,0,1683308648.6,0,1200.44115384615,-69.0629059349114,-1031.98290576208,19466.6269230769,15,0,"--:--:--",1682098861.1,1682098864.1,0,0.015,-0.004,-0.064,0.137,420,15,0.24,0.04,3.231089275,77.9822839587242,7.65899739112937,0,3.61457125,-0.12729759849907,0.0139239403883204,1,1,2,"1/2",3.09772,2.72537,0.0881468,0.0857511,0.093848,0.0800302,23865.9,23555.6,26702,26076.9,38758.6,36559.3,46635.5,43008.1,1.91787,2.1638,0.196341,0,21.7762,999.9,68.1,23.2,19.626,29.8074,24.8197,1,-0.502838,-0.998102,20.3113,5.21924,11.974,4.96505,3.274,9999,9999,9999,0.8,1.86361,1.85958,1.85769,1.85926,1.85943,1.85776,1.85675,1.85191,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,0.941,0.1912,0.539907322044195,0.00114025446392539,-5.45145572980211e-08,-1.6170497093792e-10,-0.00028873243249508,-0.00169209404395434,0.00079655929589877,-1.00952643504747e-06,3,1983,1,18,20163.1,20163.1,0.805664,2.5647,1.49658,2.35962,1.54907,2.30103,26.5819,15.1302,18,445.655,622.389,23.3998,20.7606,29.9995,20.9398,20.9023,16.1663,31.7609,19.4969,23.4033,331.195,13.4669,101.958,102.083
7,1683308654.6,30,2023-05-05 13:44:14,13:44:14,5,"3643",1683308646.81429,0.00303975100198893,3.03975100198894,8.35790039777005,373.855674449302,298.029667387056,29.5443570105082,37.0611611024272,0.208261203613336,1.88601856802088,0.196276644140608,0.123692158293462,257.669164874338,26.1774435437306,25.0095821428571,3.18149452537132,52.6925423327373,1.68390107385736,3.1957104351201,1.49759345151396,-134.053019187712,7.60631795013523,0.853481138314867,132.075944775076,-10.9930449895923,3.04200613039711,8.35790039777005,352.772180348085,359.066721212121,-3.07446847861858,67.0234966010956,3.03975100198894,13.4052080500695,16.9911,-2.4219117577234e-05,93.0210694465637,0,0,1,0,25300,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1600.00071428571,1345.19699941676,0.840747749301655,0.161043156152195,6,0.5,"0: Broadleaf",2,TRUE,1683308646.81429,373.855714285714,362.028821428571,16.9864071428571,13.3980178571429,372.906571428571,16.7952178571429,500.0015,99.0322821428572,0.0999863642857143,25.0843892857143,25.0095821428571,999.9,0,0,4975.62571428571,0,38.4256678571429,11.82693,380.315964285714,366.944892857143,3.58839464285714,362.028821428571,13.3980178571429,1.68220392857143,1.32683642857143,14.7331785714286,11.1063214285714,1600.00071428571,0.974996642857143,0.025003575,0,1194.54821428571,5.00078,19377.7642857143,13074.1464285714,39.62025,40.0309642857143,39.8389285714286,41.4172142857143,41.022,1555.12071428571,39.88,0,1683308653.4,0,1194.01346153846,-92.2519658030361,-1394.52649606022,19369.6038461538,15,0,"--:--:--",1682098861.1,1682098864.1,0,0.015,-0.004,-0.064,0.137,420,15,0.24,0.04,9.635231525,46.5171153208255,4.61272826887193,0,3.59733725,-0.203230131332084,0.0220025654171849,1,1,2,"1/2",3.09765,2.72555,0.0853087,0.0826134,0.093874,0.0802383,23940.3,23636.8,26702.1,26077.2,38757.2,36551,46635.6,43008.6,1.91772,2.16388,0.19652,0,21.7766,999.9,68.1,23.2,19.6246,30.4574,24.8397,1,-0.503328,-1.01917,20.311,5.21954,11.974,4.965,3.2741,9999,9999,9999,0.8,1.86362,1.85958,1.85767,1.85927,1.85942,1.85776,1.85675,1.85194,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,0.926,0.1914,0.539907322044195,0.00114025446392539,-5.45145572980211e-08,-1.6170497093792e-10,-0.00028873243249508,-0.00169209404395434,0.00079655929589877,-1.00952643504747e-06,3,1983,1,18,20163.2,20163.2,0.772705,2.56592,1.49658,2.36084,1.54907,2.28638,26.5819,15.1302,18,445.51,622.356,23.3926,20.7539,29.9996,20.9313,20.8951,15.4495,31.7609,19.1205,23.3955,311.148,13.464,101.959,102.085
8,1683308659.6,35,2023-05-05 13:44:19,13:44:19,5,"3643",1683308652.1,0.00302076936885187,3.02076936885188,8.15624537111004,358.795220668717,284.600900702546,28.2130985008081,35.5681407801502,0.207078593437735,1.88732648246783,0.195233308276644,0.123028569073889,257.671001541013,26.1750634629531,25.0047777777778,3.1805834235981,52.7364052124233,1.68438699707935,3.19397385979308,1.49619642651874,-133.215929166368,7.1722123947542,0.804157438298274,132.431442207698,-12.9264903652726,3.0303444751098,8.15624537111004,336.367181223916,343.306824242424,-3.14906626043168,67.0234966010956,3.02076936885188,13.4406692751152,17.0035927272727,5.68165507622931e-05,93.0210694465637,0,0,1,0,25458,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1600.01222222222,1345.20666608343,0.840747743923542,0.161043145772436,6,0.5,"0: Broadleaf",2,TRUE,1683308652.1,358.795259259259,344.587962962963,16.9913296296296,13.4166444444444,357.861777777778,16.8000037037037,499.991703703704,99.0321777777778,0.0999698407407408,25.0752666666667,25.0047777777778,999.9,0,0,4981.22740740741,0,38.6292222222222,14.2072037037037,364.997037037037,349.273814814815,3.57467222222222,344.587962962963,13.4166444444444,1.68268814814815,1.32868037037037,14.7376481481481,11.127237037037,1600.01222222222,0.974997481481482,0.0250027925925926,0,1185.84444444444,5.00078,19245.1481481481,13074.2444444444,39.6687777777778,40.0691111111111,39.8955185185185,41.4905925925926,41.0598888888889,1555.13222222222,39.88,0,1683308658.2,0,1186.065,-109.339145355876,-1676.40000121136,19248.3192307692,15,0,"--:--:--",1682098861.1,1682098864.1,0,0.015,-0.004,-0.064,0.137,420,15,0.24,0.04,12.28396,30.1492381238274,3.01232838678156,0,3.583582,-0.192995797373371,0.0213028693137803,1,1,2,"1/2",3.09759,2.72571,0.0823429,0.0794344,0.0939179,0.0802297,24018.4,23718.9,26702.5,26077.4,38755.4,36551.2,46636.2,43008.9,1.91777,2.16415,0.194926,0,21.7785,999.9,68,23.2,19.5971,30.2074,24.8838,1,-0.503806,-1.03795,20.3109,5.21999,11.974,4.96505,3.2741,9999,9999,9999,0.8,1.86364,1.85959,1.8577,1.85926,1.85942,1.85776,1.85674,1.8519,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,0.909,0.1916,0.539907322044195,0.00114025446392539,-5.45145572980211e-08,-1.6170497093792e-10,-0.00028873243249508,-0.00169209404395434,0.00079655929589877,-1.00952643504747e-06,3,1983,1,18,20163.3,20163.3,0.736084,2.57202,1.49658,2.35962,1.54907,2.27905,26.5612,15.1302,18,445.476,622.46,23.3868,20.7452,29.9996,20.9239,20.8866,14.7803,31.7609,19.1205,23.3896,297.791,13.4637,101.96,102.085
